Year,Make,GroupModel,Model,Locale
2005,Aston Martin,All Models,DB9,En-US
2005,Aston Martin,All Models,Vanquish,En-US
2005,Ferrari,All Models,360,En-US
2005,Ferrari,All Models,575M Maranello,En-US
2005,Ferrari,All Models,612 Scaglietti,En-US
2005,Ferrari,All Models,F430,En-US
2005,Jaguar,All Models,XKR,En-US
2005,Jaguar,All Models,XK8,En-US
2005,Jaguar,All Models,XJR,En-US
2005,Jaguar,All Models,XJ Vanden Plas,En-US
2005,Jaguar,All Models,S-TYPE,En-US
2005,Jaguar,All Models,XJ8 L,En-US
2005,Jaguar,All Models,XJ8,En-US
2005,Jaguar,All Models,X-TYPE,En-US
2005,Lamborghini,All Models,Gallardo,En-US
2005,Lamborghini,All Models,Murcielago,En-US
2005,Lotus,All Models,Elise,En-US
2005,Maserati,All Models,GranSport,En-US
2005,Maserati,All Models,Quattroporte,En-US
2005,Maserati,All Models,Coupe,En-US
2005,Maserati,All Models,Spyder,En-US
2005,Rolls-Royce,All Models,Phantom,En-US
2005,Saab,All Models,9-2X,En-US
2005,Saab,All Models,9-7X,En-US
2005,Saab,All Models,3-Sep,En-US
2005,Saab,All Models,5-Sep,En-US
2005,BMW,3 Series,325Ci,En-US
2005,BMW,3 Series,325i,En-US
2005,BMW,3 Series,325xi,En-US
2005,BMW,3 Series,330Ci,En-US
2005,BMW,3 Series,330i,En-US
2005,BMW,3 Series,330xi,En-US
2005,BMW,5 Series,525i,En-US
2005,BMW,5 Series,530i,En-US
2005,BMW,5 Series,545i,En-US
2005,BMW,6 Series,645Ci,En-US
2005,BMW,7 Series,745i,En-US
2005,BMW,7 Series,745Li,En-US
2005,BMW,7 Series,760i,En-US
2005,BMW,7 Series,760Li,En-US
2005,BMW,X5,X5,En-US
2005,Cadillac,Escalade,Escalade,En-US
2005,Cadillac,Escalade,Escalade ESV,En-US
2005,Cadillac,Escalade,Escalade EXT,En-US
2005,Chevrolet,Aveo,Aveo,En-US
2005,Chevrolet,Express,Express 1500,En-US
2005,Chevrolet,Express,Express 2500,En-US
2005,Chevrolet,Express,Express 3500,En-US
2005,Chevrolet,Kodiak,Kodiak C4500,En-US
2005,Chevrolet,Silverado,Silverado and other C/K1500,En-US
2005,Chevrolet,Silverado,Silverado and other C/K2500,En-US
2005,Chevrolet,Silverado,Silverado and other C/K3500,En-US
2005,Chrysler,300/300C Series,300,En-US
2005,Dodge,Ram  Truck,Ram 1500 Truck,En-US
2005,Dodge,Ram  Truck,Ram 2500 Truck,En-US
2005,Dodge,Ram  Truck,Ram 3500 Truck,En-US
2005,Ford,Econoline,E-150 and Econoline 150,En-US
2005,Ford,Econoline,E-250 and Econoline 250,En-US
2005,Ford,Econoline,E-350 and Econoline 350,En-US
2005,Ford,Expedition,Expedition,En-US
2005,Ford,Explorer,Explorer,En-US
2005,Ford,Explorer,Explorer Sport Trac,En-US
2005,Ford,F-Series,F150,En-US
2005,Ford,F-Series,F250,En-US
2005,Ford,F-Series,F350,En-US
2005,Ford,F-Series,F450,En-US
2005,Ford,Taurus,Taurus,En-US
2005,GMC,Savana,Savana 1500,En-US
2005,GMC,Savana,Savana 2500,En-US
2005,GMC,Savana,Savana 3500,En-US
2005,GMC,Sierra,Sierra C/K1500,En-US
2005,GMC,Sierra,Sierra C/K2500,En-US
2005,GMC,Sierra,Sierra C/K3500,En-US
2005,GMC,Topkick,TopKick C4500,En-US
2005,GMC,Yukon,Yukon,En-US
2005,GMC,Yukon,Yukon XL,En-US
2005,Honda,Accord,Accord,En-US
2005,Hyundai,Elantra,Elantra,En-US
2005,Jaguar,XJ,XJ Vanden Plas,En-US
2005,Jaguar,XJ,XJ8,En-US
2005,Jaguar,XJ,XJ8 L,En-US
2005,Jaguar,XJ,XJR,En-US
