Year,Make,GroupModel,Model,Locale
1982,BMW,3 Series,320i,En-US
1982,BMW,5 Series,528e,En-US
1982,BMW,6 Series,633CSi,En-US
1982,BMW,7 Series,733i,En-US
1982,Chevrolet,Silverado,Silverado and other C/K1500,En-US
1982,Chevrolet,Silverado,Silverado and other C/K2500,En-US
1982,Chevrolet,Silverado,Silverado and other C/K3500,En-US
1982,Dodge,Ram  Truck,Ram 1500 Truck,En-US
1982,Dodge,Ram  Truck,Ram 2500 Truck,En-US
1982,Dodge,Ram  Truck,Ram 3500 Truck,En-US
1982,Dodge,Ram  Truck,Ram 50 Truck,En-US
1982,Ford,Econoline,E-150 and Econoline 150,En-US
1982,Ford,Econoline,E-250 and Econoline 250,En-US
1982,Ford,Econoline,E-350 and Econoline 350,En-US
1982,Ford,F-Series,F100,En-US
1982,Ford,F-Series,F150,En-US
1982,Ford,F-Series,F250,En-US
1982,Ford,F-Series,F350,En-US
1982,GMC,Sierra,Sierra C/K1500,En-US
1982,GMC,Sierra,Sierra C/K2500,En-US
1982,GMC,Sierra,Sierra C/K3500,En-US
1982,Honda,Accord,Accord,En-US
1982,Jaguar,XJ,XJ Vanden Plas,En-US
1982,Jaguar,XJ,XJ6,En-US
1982,Jaguar,XJ,XJS,En-US
1982,Alfa Romeo,All Models,Spider,En-US
1982,Alfa Romeo,All Models,GTV-6,En-US
1982,Audi,All Models,4000,En-US
1982,Audi,All Models,Coupe,En-US
1982,Audi,All Models,5000,En-US
1982,Ferrari,All Models,308,En-US
1982,Ferrari,All Models,Mondial,En-US
1982,FIAT,All Models,2000 Spider,En-US
1982,FIAT,All Models,X1/9,En-US
1982,Jeep,All Models,Wagoneer,En-US
1982,Jeep,All Models,Cherokee,En-US
1982,Jeep,All Models,Scrambler,En-US
1982,Jeep,All Models,CJ,En-US
1982,Jeep,All Models,Pickup,En-US
1982,Lincoln,All Models,Mark VI,En-US
1982,Lincoln,All Models,Continental,En-US
1982,Lincoln,All Models,Town Car,En-US
1982,Mercedes-Benz,All Models,300SD,En-US
1982,Mercedes-Benz,All Models,380SL,En-US
1982,Mercedes-Benz,All Models,240D,En-US
1982,Mercedes-Benz,All Models,300TD,En-US
1982,Mercedes-Benz,All Models,300D,En-US
1982,Mercedes-Benz,All Models,300CD,En-US
1982,Mercedes-Benz,All Models,380SEC,En-US
1982,Mercedes-Benz,All Models,380SEL,En-US
1982,Mercury,All Models,Lynx,En-US
1982,Mercury,All Models,LN7,En-US
1982,Mercury,All Models,Grand Marquis,En-US
1982,Mercury,All Models,Cougar,En-US
1982,Mercury,All Models,Capri,En-US
1982,Mercury,All Models,Zephyr,En-US
1982,Mercury,All Models,Marquis,En-US
1982,Oldsmobile,All Models,Toronado,En-US
1982,Oldsmobile,All Models,Firenza,En-US
1982,Oldsmobile,All Models,Omega,En-US
1982,Oldsmobile,All Models,Ninety-Eight,En-US
1982,Oldsmobile,All Models,Cutlass Supreme,En-US
1982,Oldsmobile,All Models,88,En-US
1982,Oldsmobile,All Models,Cutlass Ciera,En-US
1982,Oldsmobile,All Models,Custom Cruiser,En-US
1982,Oldsmobile,All Models,Cutlass,En-US
1982,Pontiac,All Models,Phoenix,En-US
1982,Pontiac,All Models,Bonneville,En-US
1982,Pontiac,All Models,Firebird,En-US
1982,Pontiac,All Models,6000,En-US
1982,Pontiac,All Models,1000,En-US
1982,Pontiac,All Models,Grand Prix,En-US
1982,Pontiac,All Models,J2000,En-US
1982,Rolls-Royce,All Models,Silver Spirit,En-US
1982,Rolls-Royce,All Models,Corniche,En-US
1982,Rolls-Royce,All Models,Silver Spur,En-US
1982,Saab,All Models,900,En-US
1982,Subaru,All Models,L Series,En-US
1982,Subaru,All Models,Brat,En-US
1982,Subaru,All Models,Other Subaru Models,En-US
1982,Buick,All Other Models,Century,En-US
1982,Buick,All Other Models,Electra,En-US
1982,Buick,All Other Models,Le Sabre,En-US
1982,Buick,All Other Models,Regal,En-US
1982,Buick,All Other Models,Riviera,En-US
1982,Buick,All Other Models,Skyhawk,En-US
1982,Buick,All Other Models,Skylark,En-US
1982,Cadillac,All Models,Cimarron,En-US
1982,Cadillac,All Models,De Ville,En-US
1982,Cadillac,All Models,Eldorado,En-US
1982,Cadillac,All Models,Fleetwood,En-US
1982,Cadillac,All Models,Seville,En-US
1982,Chevrolet,All Other Models,Blazer,En-US
1982,Chevrolet,All Other Models,Camaro,En-US
1982,Chevrolet,All Other Models,Caprice,En-US
1982,Chevrolet,All Other Models,Cavalier,En-US
1982,Chevrolet,All Other Models,Celebrity,En-US
1982,Chevrolet,All Other Models,Chevette,En-US
1982,Chevrolet,All Other Models,Citation,En-US
1982,Chevrolet,All Other Models,El Camino,En-US
1982,Chevrolet,All Other Models,G10,En-US
1982,Chevrolet,All Other Models,G20,En-US
1982,Chevrolet,All Other Models,G30,En-US
1982,Chevrolet,All Other Models,Impala,En-US
1982,Chevrolet,All Other Models,LUV,En-US
1982,Chevrolet,All Other Models,Malibu,En-US
1982,Chevrolet,All Other Models,Monte Carlo,En-US
1982,Chevrolet,All Other Models,S10 Pickup,En-US
1982,Chevrolet,All Other Models,Silverado and other C/K1500,En-US
1982,Chevrolet,All Other Models,Silverado and other C/K2500,En-US
1982,Chevrolet,All Other Models,Silverado and other C/K3500,En-US
1982,Chevrolet,All Other Models,Suburban,En-US
1982,Chevrolet,All Other Models,Blazer,En-US
1982,Chevrolet,All Other Models,Camaro,En-US
1982,Chevrolet,All Other Models,Caprice,En-US
1982,Chevrolet,All Other Models,Cavalier,En-US
1982,Chevrolet,All Other Models,Celebrity,En-US
1982,Chevrolet,All Other Models,Chevette,En-US
1982,Chevrolet,All Other Models,Citation,En-US
1982,Chevrolet,All Other Models,Corvette,En-US
1982,Chevrolet,All Other Models,El Camino,En-US
1982,Chevrolet,All Other Models,G10,En-US
1982,Chevrolet,All Other Models,G20,En-US
1982,Chevrolet,All Other Models,G30,En-US
1982,Chevrolet,All Other Models,Impala,En-US
1982,Chevrolet,All Other Models,LUV,En-US
1982,Chevrolet,All Other Models,Malibu,En-US
1982,Chevrolet,All Other Models,Monte Carlo,En-US
1982,Chevrolet,All Other Models,S10 Pickup,En-US
1982,Chevrolet,All Other Models,Silverado and other C/K1500,En-US
1982,Chevrolet,All Other Models,Silverado and other C/K2500,En-US
1982,Chevrolet,All Other Models,Silverado and other C/K3500,En-US
1982,Chevrolet,All Other Models,Suburban,En-US
1982,Ford,All Other Models,Courier,En-US
1982,Ford,All Other Models,Crown Victoria,En-US
1982,Ford,All Other Models,E-100,En-US
1982,Ford,All Other Models,E-150 and Econoline 150,En-US
1982,Ford,All Other Models,E-250 and Econoline 250,En-US
1982,Ford,All Other Models,E-350 and Econoline 350,En-US
1982,Ford,All Other Models,Escort,En-US
1982,Ford,All Other Models,EXP,En-US
1982,Ford,All Other Models,F100,En-US
1982,Ford,All Other Models,F150,En-US
1982,Ford,All Other Models,F250,En-US
1982,Ford,All Other Models,F350,En-US
1982,Ford,All Other Models,Fairmont,En-US
1982,Ford,All Other Models,Granada,En-US
1982,Ford,All Other Models,LTD,En-US
1982,Ford,All Other Models,Mustang,En-US
