Year,Make,GroupModel,Model,Locale
1990,Alfa Romeo,All Models,Spider,En-US
1990,Audi,All Models,V8 Quattro,En-US
1990,Audi,All Models,80,En-US
1990,Audi,All Models,90,En-US
1990,Audi,All Models,100,En-US
1990,Audi,All Models,Coupe,En-US
1990,Audi,All Models,Other Audi Models,En-US
1990,Audi,All Models,200,En-US
1990,Ferrari,All Models,Testarossa,En-US
1990,Ferrari,All Models,Mondial,En-US
1990,Ferrari,All Models,348,En-US
1990,Ferrari,All Models,F40,En-US
1990,Jaguar,All Models,Other Jaguar Models,En-US
1990,Jaguar,All Models,XJS,En-US
1990,Jaguar,All Models,XJ6,En-US
1990,Jaguar,All Models,XJ Vanden Plas,En-US
1990,Jeep,All Models,Wrangler,En-US
1990,Jeep,All Models,Grand Wagoneer,En-US
1990,Jeep,All Models,Cherokee,En-US
1990,Jeep,All Models,Other Jeep Models,En-US
1990,Jeep,All Models,Wagoneer,En-US
1990,Jeep,All Models,Comanche,En-US
1990,Lamborghini,All Models,LM002,En-US
1990,Land Rover,All Models,Range Rover,En-US
1990,Lincoln,All Models,Continental,En-US
1990,Lincoln,All Models,Mark VII,En-US
1990,Lincoln,All Models,Town Car,En-US
1990,Lotus,All Models,Esprit,En-US
1990,Maserati,All Models,430,En-US
1990,Mercedes-Benz,All Models,300SEL,En-US
1990,Mercedes-Benz,All Models,500SL,En-US
1990,Mercedes-Benz,All Models,420SEL,En-US
1990,Mercedes-Benz,All Models,300CE,En-US
1990,Mercedes-Benz,All Models,300D,En-US
1990,Mercedes-Benz,All Models,560SEC,En-US
1990,Mercedes-Benz,All Models,560SEL,En-US
1990,Mercedes-Benz,All Models,300E,En-US
1990,Mercedes-Benz,All Models,300SL,En-US
1990,Mercedes-Benz,All Models,300SE,En-US
1990,Mercedes-Benz,All Models,190E,En-US
1990,Mercedes-Benz,All Models,300TE,En-US
1990,Mercedes-Benz,All Models,350SDL,En-US
1990,Oldsmobile,All Models,Custom Cruiser,En-US
1990,Oldsmobile,All Models,Ninety-Eight,En-US
1990,Oldsmobile,All Models,Cutlass Ciera,En-US
1990,Oldsmobile,All Models,Cutlass,En-US
1990,Oldsmobile,All Models,Other Oldsmobile Models,En-US
1990,Oldsmobile,All Models,Silhouette,En-US
1990,Oldsmobile,All Models,88,En-US
1990,Oldsmobile,All Models,Cutlass Calais,En-US
1990,Oldsmobile,All Models,Cutlass Supreme,En-US
1990,Oldsmobile,All Models,Toronado,En-US
1990,Pontiac,All Models,Sunbird,En-US
1990,Pontiac,All Models,Le Mans,En-US
1990,Pontiac,All Models,Grand Am,En-US
1990,Pontiac,All Models,Trans Sport,En-US
1990,Pontiac,All Models,Grand Prix,En-US
1990,Pontiac,All Models,Bonneville,En-US
1990,Pontiac,All Models,Firebird,En-US
1990,Pontiac,All Models,6000,En-US
1990,Rolls-Royce,All Models,Silver Spirit,En-US
1990,Rolls-Royce,All Models,Corniche,En-US
1990,Rolls-Royce,All Models,Silver Spur,En-US
1990,Saab,All Models,900,En-US
1990,Saab,All Models,9000,En-US
1990,Suzuki,All Models,Samurai,En-US
1990,Suzuki,All Models,Swift,En-US
1990,Suzuki,All Models,Sidekick,En-US
1990,Chevrolet,S-Series,S10 Blazer,En-US
1990,Chevrolet,S-Series,S10 Pickup,En-US
1990,Chevrolet,Silverado,Silverado and other C/K1500,En-US
1990,Chevrolet,Silverado,Silverado and other C/K2500,En-US
1990,Chevrolet,Silverado,Silverado and other C/K3500,En-US
