Year,Make,GroupModel,Model,Locale
1986,Ford,Econoline,E-150 and Econoline 150,En-US
1986,Ford,Econoline,E-250 and Econoline 250,En-US
1986,Ford,Econoline,E-350 and Econoline 350,En-US
1986,Honda,Accord,Accord,En-US
1986,Volkswagen,Golf,Golf,En-US
1986,Alfa Romeo,All Models,GTV-6,En-US
1986,Alfa Romeo,All Models,Spider,En-US
1986,Audi,All Models,Coupe,En-US
1986,Audi,All Models,4000,En-US
1986,Audi,All Models,5000,En-US
1986,Ferrari,All Models,328,En-US
1986,Ferrari,All Models,Mondial,En-US
1986,Ferrari,All Models,Testarossa,En-US
1986,Jaguar,All Models,XJ6,En-US
1986,Jaguar,All Models,XJ Vanden Plas,En-US
1986,Jaguar,All Models,XJS,En-US
1986,Lincoln,All Models,Town Car,En-US
1986,Lincoln,All Models,Continental,En-US
1986,Lincoln,All Models,Mark VII,En-US
1986,Lotus,All Models,Esprit,En-US
1986,Maserati,All Models,Spyder,En-US
1986,Mercedes-Benz,All Models,560SEC,En-US
1986,Mercedes-Benz,All Models,560SL,En-US
1986,Mercedes-Benz,All Models,190E,En-US
1986,Mercedes-Benz,All Models,420SEL,En-US
1986,Mercedes-Benz,All Models,560SEL,En-US
1986,Mercedes-Benz,All Models,190D,En-US
1986,Mercedes-Benz,All Models,300SDL,En-US
1986,Mercedes-Benz,All Models,300E,En-US
1986,Mercury,All Models,Grand Marquis,En-US
1986,Mercury,All Models,Marquis,En-US
1986,Mercury,All Models,Topaz,En-US
1986,Mercury,All Models,Capri,En-US
1986,Mercury,All Models,Lynx,En-US
1986,Mercury,All Models,Cougar,En-US
1986,Mercury,All Models,Sable,En-US
1986,Oldsmobile,All Models,Cutlass,En-US
1986,Oldsmobile,All Models,Ninety-Eight,En-US
1986,Oldsmobile,All Models,Custom Cruiser,En-US
1986,Oldsmobile,All Models,Toronado,En-US
1986,Oldsmobile,All Models,Cutlass Ciera,En-US
1986,Oldsmobile,All Models,Cutlass Supreme,En-US
1986,Oldsmobile,All Models,Cutlass Calais,En-US
1986,Oldsmobile,All Models,Firenza,En-US
1986,Oldsmobile,All Models,88,En-US
1986,Pontiac,All Models,1000,En-US
1986,Pontiac,All Models,6000,En-US
1986,Pontiac,All Models,Parisienne,En-US
1986,Pontiac,All Models,Firebird,En-US
1986,Pontiac,All Models,Other Pontiac Models,En-US
1986,Pontiac,All Models,Sunbird,En-US
1986,Pontiac,All Models,Grand Prix,En-US
1986,Pontiac,All Models,Fiero,En-US
1986,Pontiac,All Models,Bonneville,En-US
1986,Pontiac,All Models,Grand Am,En-US
1986,Porsche,All Models,911,En-US
1986,Porsche,All Models,944,En-US
1986,Porsche,All Models,928,En-US
1986,Rolls-Royce,All Models,Corniche,En-US
1986,Rolls-Royce,All Models,Silver Spur,En-US
1986,Rolls-Royce,All Models,Silver Spirit,En-US
1986,Saab,All Models,900,En-US
1986,Saab,All Models,9000,En-US
1986,Suzuki,All Models,Samurai,En-US
1986,Volvo,All Models,740,En-US
1986,Volvo,All Models,760,En-US
1986,Volvo,All Models,240,En-US
1986,Buick,All Other Models,Century,En-US
1986,Buick,All Other Models,Electra,En-US
1986,Buick,All Other Models,Le Sabre,En-US
1986,Buick,All Other Models,Regal,En-US
1986,Buick,All Other Models,Riviera,En-US
1986,Buick,All Other Models,Skyhawk,En-US
1986,Buick,All Other Models,Skylark,En-US
1986,Buick,All Other Models,Somerset,En-US
1986,Chevrolet,G10 G30 P Series,G10,En-US
1986,Chevrolet,G10 G30 P Series,G20,En-US
1986,Chevrolet,G10 G30 P Series,G30,En-US
1986,Chevrolet,S Series,S10 Blazer,En-US
1986,Chevrolet,S Series,S10 Pickup,En-US
1986,Chrysler,All Other Models,Fifth Avenue,En-US
1986,Chrysler,All Other Models,Laser,En-US
1986,Chrysler,All Other Models,LeBaron,En-US
1986,Chrysler,All Other Models,LeBaron GTS,En-US
1986,Chrysler,All Other Models,New Yorker,En-US
1986,Chrysler,All Other Models,Other Chrysler Models,En-US
1986,Dodge,All Other Models,600,En-US
1986,Dodge,All Other Models,Aries,En-US
1986,Dodge,All Other Models,B150,En-US
1986,Dodge,All Other Models,B250,En-US
1986,Dodge,All Other Models,B350,En-US
1986,Dodge,All Other Models,Caravan,En-US
1986,Dodge,All Other Models,Charger,En-US
1986,Dodge,All Other Models,Daytona,En-US
1986,Dodge,All Other Models,Diplomat,En-US
1986,Dodge,All Other Models,Lancer,En-US
1986,Dodge,All Other Models,Mini Ram Van,En-US
1986,Dodge,All Other Models,Omni,En-US
1986,Dodge,All Other Models,Other Dodge Models,En-US
1986,Dodge,All Other Models,Ram 1500 Truck,En-US
1986,Dodge,All Other Models,Ram 2500 Truck,En-US
1986,Dodge,All Other Models,Ram 3500 Truck,En-US
1986,Dodge,All Other Models,Ram 50 Truck,En-US
1986,Dodge,All Other Models,Ramcharger,En-US
1986,Plymouth,All Other Models,Caravelle,En-US
1986,Plymouth,All Other Models,Gran Fury,En-US
1986,Plymouth,All Other Models,Horizon,En-US
1986,Plymouth,All Other Models,Reliant,En-US
1986,Plymouth,All Other Models,Turismo,En-US
1986,Plymouth,All Other Models,Voyager,En-US
