Year,Make,GroupModel,Model,Locale
2015,Aston Martin,All Models,DB9,En-US
2015,Aston Martin,All Models,Rapide S,En-US
2015,Aston Martin,All Models,V12 Vantage,En-US
2015,Aston Martin,All Models,V8 Vantage,En-US
2015,Aston Martin,All Models,Vanquish,En-US
2015,Bentley,All Models,Continental,En-US
2015,Bentley,All Models,Flying Spur,En-US
2015,Bentley,All Models,Mulsanne,En-US
2015,BMW,2 Series,228i,En-US
2015,BMW,2 Series,228i xDrive,En-US
2015,BMW,3 Series,320i,En-US
2015,BMW,3 Series,320i xDrive,En-US
2015,BMW,3 Series,328d,En-US
2015,BMW,3 Series,328d xDrive,En-US
2015,BMW,3 Series,328i,En-US
2015,BMW,3 Series,328i Gran Turismo xDrive,En-US
2015,BMW,3 Series,328i xDrive,En-US
2015,BMW,3 Series,335i,En-US
2015,BMW,3 Series,335i Gran Turismo xDrive,En-US
2015,BMW,3 Series,335i xDrive,En-US
2015,BMW,4 Series,428i,En-US
2015,BMW,4 Series,428i Gran Coupe,En-US
2015,BMW,4 Series,428i Gran Coupe xDrive,En-US
2015,BMW,4 Series,428i xDrive,En-US
2015,BMW,4 Series,435i,En-US
2015,BMW,4 Series,435i Gran Coupe,En-US
2015,BMW,4 Series,435i Gran Coupe xDrive,En-US
2015,BMW,4 Series,435i xDrive,En-US
2015,BMW,5 Series,528i,En-US
2015,BMW,5 Series,528i xDrive,En-US
2015,BMW,5 Series,535d,En-US
2015,BMW,5 Series,535d xDrive,En-US
2015,BMW,5 Series,535i,En-US
2015,BMW,5 Series,535i Gran Turismo,En-US
2015,BMW,5 Series,535i Gran Turismo xDrive,En-US
2015,BMW,5 Series,535i xDrive,En-US
2015,BMW,5 Series,550i,En-US
2015,BMW,5 Series,550i Gran Turismo,En-US
2015,BMW,5 Series,550i Gran Turismo xDrive,En-US
2015,BMW,5 Series,550i xDrive,En-US
2015,BMW,6 Series,640i,En-US
2015,BMW,6 Series,640i Gran Coupe,En-US
2015,BMW,6 Series,640i Gran Coupe xDrive,En-US
2015,BMW,6 Series,640i xDrive,En-US
2015,BMW,6 Series,650i,En-US
2015,BMW,6 Series,650i Gran Coupe,En-US
2015,BMW,6 Series,650i Gran Coupe xDrive,En-US
2015,BMW,6 Series,650i xDrive,En-US
2015,BMW,7 Series,740i,En-US
2015,BMW,7 Series,740Ld xDrive,En-US
2015,BMW,7 Series,740Li,En-US
2015,BMW,7 Series,740Li xDrive,En-US
2015,BMW,7 Series,750i,En-US
2015,BMW,7 Series,750i xDrive,En-US
