Year,Make,GroupModel,Model,Locale
2013,Aston Martin,All Models,DB9,En-US
2013,Aston Martin,All Models,V8 Vantage,En-US
2013,Bentley,All Models,Continental,En-US
2013,Bentley,All Models,Mulsanne,En-US
2013,BMW,1 Series,128i,En-US
2013,BMW,1 Series,135i,En-US
2013,BMW,1 Series,135is,En-US
2013,BMW,3 Series,320i,En-US
2013,BMW,3 Series,320i xDrive,En-US
2013,BMW,3 Series,328i,En-US
2013,BMW,3 Series,328i xDrive,En-US
2013,BMW,3 Series,335i,En-US
2013,BMW,3 Series,335i xDrive,En-US
2013,BMW,3 Series,335is,En-US
2013,BMW,5 Series,528i,En-US
2013,BMW,5 Series,528i xDrive,En-US
2013,BMW,5 Series,535i,En-US
2013,BMW,5 Series,535i Gran Turismo,En-US
2013,BMW,5 Series,535i Gran Turismo xDrive,En-US
2013,BMW,5 Series,535i xDrive,En-US
2013,BMW,5 Series,550i,En-US
2013,BMW,5 Series,550i Gran Turismo,En-US
2013,BMW,5 Series,550i Gran Turismo xDrive,En-US
2013,BMW,5 Series,550i xDrive,En-US
2013,BMW,6 Series,640i,En-US
2013,BMW,6 Series,640i Gran Coupe,En-US
2013,BMW,6 Series,650i,En-US
2013,BMW,6 Series,650i Gran Coupe,En-US
2013,BMW,6 Series,650i Gran Coupe xDrive,En-US
2013,BMW,6 Series,650i xDrive,En-US
2013,BMW,7 Series,740i,En-US
2013,BMW,7 Series,740Li,En-US
2013,BMW,7 Series,740Li xDrive,En-US
2013,BMW,7 Series,750i,En-US
2013,BMW,7 Series,750i xDrive,En-US
2013,BMW,7 Series,750Li,En-US
2013,BMW,7 Series,750Li xDrive,En-US
2013,BMW,7 Series,760Li,En-US
2013,BMW,X5,X5,En-US
2013,BMW,X5,X5 M,En-US
2013,BMW,X6,X6,En-US
2013,BMW,X6,X6 M,En-US
2013,Cadillac,Escalade,Escalade,En-US
2013,Cadillac,Escalade,Escalade ESV,En-US
2013,Cadillac,Escalade,Escalade EXT,En-US
2013,Chevrolet,Express,Express 1500,En-US
2013,Chevrolet,Express,Express 2500,En-US
2013,Chevrolet,Express,Express 3500,En-US
2013,Chevrolet,Express,Express 4500,En-US
2013,Chevrolet,Silverado,Silverado and other C/K1500,En-US
2013,Chevrolet,Silverado,Silverado and other C/K2500,En-US
2013,Chevrolet,Silverado,Silverado and other C/K3500,En-US
2013,Ferrari,All Models,458 Italia,En-US
2013,Ferrari,All Models,California,En-US
2013,Ferrari,All Models,F12 Berlinetta,En-US
2013,Ferrari,All Models,FF,En-US
2013,Ford,Econoline,E-150 and Econoline 150,En-US
2013,Ford,Econoline,E-250 and Econoline 250,En-US
2013,Ford,Econoline,E-350 and Econoline 350,En-US
2013,Ford,Expedition,Expedition,En-US
2013,Ford,Expedition,Expedition EL,En-US
2013,Ford,F-Series,F150,En-US
2013,Ford,F-Series,F250,En-US
