Year,Make,GroupModel,Model,Locale
1991,Alfa Romeo,All Models,164,En-US
1991,Alfa Romeo,All Models,Spider,En-US
1991,Audi,All Models,90,En-US
1991,Audi,All Models,V8 Quattro,En-US
1991,Audi,All Models,80,En-US
1991,Audi,All Models,Coupe,En-US
1991,Audi,All Models,100,En-US
1991,Audi,All Models,Other Audi Models,En-US
1991,Audi,All Models,200,En-US
1991,BMW,All Models,M5,En-US
1991,BMW,All Models,535i,En-US
1991,BMW,All Models,Other BMW Models,En-US
1991,BMW,All Models,525i,En-US
1991,BMW,All Models,325iX,En-US
1991,BMW,All Models,735iL,En-US
1991,BMW,All Models,M3,En-US
1991,BMW,All Models,325i,En-US
1991,BMW,All Models,735i,En-US
1991,BMW,All Models,318iS,En-US
1991,BMW,All Models,750iL,En-US
1991,BMW,All Models,850i,En-US
1991,BMW,All Models,318i,En-US
1991,Cadillac,All Models,Other Cadillac Models,En-US
1991,Cadillac,All Models,Brougham,En-US
1991,Cadillac,All Models,De Ville,En-US
1991,Cadillac,All Models,Allante,En-US
1991,Cadillac,All Models,Fleetwood,En-US
1991,Cadillac,All Models,Seville,En-US
1991,Cadillac,All Models,Eldorado,En-US
1991,Chrysler,All Models,TC by Maserati,En-US
1991,Chrysler,All Models,Town & Country,En-US
1991,Chrysler,All Models,Other Chrysler Models,En-US
1991,Chrysler,All Models,Imperial,En-US
1991,Chrysler,All Models,New Yorker,En-US
1991,Chrysler,All Models,LeBaron,En-US
1991,Ferrari,All Models,348,En-US
1991,Ferrari,All Models,Mondial,En-US
1991,Ferrari,All Models,F40,En-US
1991,Ferrari,All Models,Testarossa,En-US
1991,Hyundai,All Models,Excel,En-US
1991,Hyundai,All Models,Scoupe,En-US
1991,Hyundai,All Models,Other Hyundai Models,En-US
1991,Hyundai,All Models,Sonata,En-US
1991,Jaguar,All Models,Other Jaguar Models,En-US
1991,Jaguar,All Models,XJ Vanden Plas,En-US
1991,Jaguar,All Models,XJ6,En-US
1991,Jaguar,All Models,XJS,En-US
1991,Jeep,All Models,Grand Wagoneer,En-US
1991,Jeep,All Models,Comanche,En-US
1991,Jeep,All Models,Wrangler,En-US
1991,Jeep,All Models,Cherokee,En-US
1991,Land Rover,All Models,Range Rover,En-US
1991,Lincoln,All Models,Mark VII,En-US
1991,Lincoln,All Models,Continental,En-US
1991,Lincoln,All Models,Town Car,En-US
1991,Lotus,All Models,Esprit,En-US
1991,Lotus,All Models,Elan,En-US
1991,Maserati,All Models,Spyder,En-US
1991,Mercedes-Benz,All Models,420SEL,En-US
1991,Mercedes-Benz,All Models,500SL,En-US
1991,Mercedes-Benz,All Models,300SL,En-US
1991,Mercedes-Benz,All Models,300TE,En-US
1991,Mercedes-Benz,All Models,300CE,En-US
1991,Mercedes-Benz,All Models,350SD,En-US
1991,Mercedes-Benz,All Models,300SEL,En-US
1991,Mercedes-Benz,All Models,350SDL,En-US
1991,Mercedes-Benz,All Models,190E,En-US
1991,Mercedes-Benz,All Models,300E,En-US
1991,Mercedes-Benz,All Models,560SEL,En-US
1991,Mercedes-Benz,All Models,560SEC,En-US
1991,Mercedes-Benz,All Models,300SE,En-US
1991,Mercedes-Benz,All Models,300D,En-US
1991,Oldsmobile,All Models,Other Oldsmobile Models,En-US
1991,Oldsmobile,All Models,Custom Cruiser,En-US
1991,Oldsmobile,All Models,Cutlass Calais,En-US
1991,Oldsmobile,All Models,Silhouette,En-US
1991,Oldsmobile,All Models,Bravada,En-US
1991,Oldsmobile,All Models,Cutlass Ciera,En-US
1991,Oldsmobile,All Models,Cutlass,En-US
1991,Oldsmobile,All Models,88,En-US
1991,Oldsmobile,All Models,Ninety-Eight,En-US
1991,Oldsmobile,All Models,Cutlass Supreme,En-US
1991,Oldsmobile,All Models,Toronado,En-US
1991,Pontiac,All Models,Le Mans,En-US
1991,Pontiac,All Models,Grand Prix,En-US
1991,Pontiac,All Models,6000,En-US
1991,Pontiac,All Models,Sunbird,En-US
1991,Pontiac,All Models,Bonneville,En-US
1991,Pontiac,All Models,Grand Am,En-US
1991,Pontiac,All Models,Firebird,En-US
1991,Pontiac,All Models,Other Pontiac Models,En-US
1991,Pontiac,All Models,Trans Sport,En-US
1991,Porsche,All Models,928,En-US
1991,Porsche,All Models,944,En-US
1991,Porsche,All Models,911,En-US
1991,Rolls-Royce,All Models,Silver Spirit,En-US
1991,Rolls-Royce,All Models,Corniche,En-US
1991,Rolls-Royce,All Models,Silver Spur,En-US
1991,Saab,All Models,900,En-US
1991,Saab,All Models,9000,En-US
1991,Saab,All Models,Other Saab Models,En-US
1991,Suzuki,All Models,Sidekick,En-US
1991,Suzuki,All Models,Other Suzuki Models,En-US
1991,Suzuki,All Models,Swift,En-US
1991,Suzuki,All Models,Samurai,En-US
1991,Volvo,All Models,780,En-US
1991,Volvo,All Models,940,En-US
1991,Volvo,All Models,Other Volvo Models,En-US
1991,Volvo,All Models,240,En-US
1991,Volvo,All Models,740,En-US
1991,Buick,All Other Models,Century,En-US
1991,Buick,All Other Models,Le Sabre,En-US
1991,Buick,All Other Models,Other Buick Models,En-US
1991,Buick,All Other Models,Park Avenue,En-US
1991,Buick,All Other Models,Reatta,En-US
1991,Buick,All Other Models,Regal,En-US
1991,Buick,All Other Models,Riviera,En-US
1991,Buick,All Other Models,Roadmaster,En-US
1991,Buick,All Other Models,Skylark,En-US
1991,Chevrolet,G Series,G10,En-US
1991,Chevrolet,G Series,G20,En-US
1991,Chevrolet,G Series,G30,En-US
1991,Chevrolet,S Series,S10 Blazer,En-US
1991,Chevrolet,S Series,S10 Pickup,En-US
1991,Dodge,All Other Models,B150,En-US
1991,Dodge,All Other Models,B250,En-US
1991,Dodge,All Other Models,B350,En-US
1991,Dodge,All Other Models,D/W Truck,En-US
1991,Dodge,All Other Models,Daytona,En-US
1991,Dodge,All Other Models,Dynasty,En-US
1991,Dodge,All Other Models,Mini Ram Van,En-US
1991,Dodge,All Other Models,Monaco,En-US
1991,Dodge,All Other Models,Other Dodge Models,En-US
1991,Dodge,All Other Models,Ram 1500 Truck,En-US
1991,Dodge,All Other Models,Ram 2500 Truck,En-US
1991,Dodge,All Other Models,Ram 3500 Truck,En-US
1991,Dodge,All Other Models,Ramcharger,En-US
1991,Dodge,All Other Models,Shadow,En-US
1991,Dodge,All Other Models,Spirit,En-US
1991,Ford,Econoline,E-150 and Econoline 150,En-US
1991,Ford,Econoline,E-250 and Econoline 250,En-US
1991,Ford,Econoline,E-350 and Econoline 350,En-US
1991,Plymouth,All Other Models,Acclaim,En-US
