Year,Make,GroupModel,Model,Locale
2014,Aston Martin,All Models,DB9,En-US
2014,Aston Martin,All Models,Rapide S,En-US
2014,Aston Martin,All Models,V8 Vantage,En-US
2014,Aston Martin,All Models,Vanquish,En-US
2014,Bentley,All Models,Continental,En-US
2014,Bentley,All Models,Flying Spur,En-US
2014,Bentley,All Models,Mulsanne,En-US
2014,BMW,3 Series,320i,En-US
2014,BMW,3 Series,320i xDrive,En-US
2014,BMW,3 Series,328d,En-US
2014,BMW,3 Series,328d xDrive,En-US
2014,BMW,3 Series,328i,En-US
2014,BMW,3 Series,328i Gran Turismo xDrive,En-US
2014,BMW,3 Series,328i xDrive,En-US
2014,BMW,3 Series,335i,En-US
2014,BMW,3 Series,335i Gran Turismo xDrive,En-US
2014,BMW,3 Series,335i xDrive,En-US
2014,BMW,4 Series,428i,En-US
2014,BMW,4 Series,428i xDrive,En-US
2014,BMW,4 Series,435i,En-US
2014,BMW,4 Series,435i xDrive,En-US
2014,BMW,5 Series,528i,En-US
2014,BMW,5 Series,528i xDrive,En-US
2014,BMW,5 Series,535d,En-US
2014,BMW,5 Series,535d xDrive,En-US
2014,BMW,5 Series,535i,En-US
2014,BMW,5 Series,535i Gran Turismo,En-US
2014,BMW,5 Series,535i Gran Turismo xDrive,En-US
2014,BMW,5 Series,535i xDrive,En-US
2014,BMW,5 Series,550i,En-US
2014,BMW,5 Series,550i Gran Turismo,En-US
2014,BMW,5 Series,550i Gran Turismo xDrive,En-US
2014,BMW,5 Series,550i xDrive,En-US
2014,BMW,6 Series,640i,En-US
2014,BMW,6 Series,640i Gran Coupe,En-US
2014,BMW,6 Series,640i Gran Coupe xDrive,En-US
2014,BMW,6 Series,640i xDrive,En-US
2014,BMW,6 Series,650i,En-US
2014,BMW,6 Series,650i Gran Coupe,En-US
2014,BMW,6 Series,650i Gran Coupe xDrive,En-US
2014,BMW,6 Series,650i xDrive,En-US
2014,BMW,7 Series,740i,En-US
2014,BMW,7 Series,740Li,En-US
2014,BMW,7 Series,740Li xDrive,En-US
2014,BMW,7 Series,750i,En-US
2014,BMW,7 Series,750i xDrive,En-US
2014,BMW,7 Series,750Li,En-US
2014,BMW,7 Series,750Li xDrive,En-US
2014,BMW,7 Series,760Li,En-US
2014,BMW,M6,M6,En-US
2014,BMW,M6,M6 Gran Coupe,En-US
2014,BMW,X6,X6,En-US
2014,BMW,X6,X6 M,En-US
2014,Cadillac,Escalade,Escalade,En-US
2014,Cadillac,Escalade,Escalade ESV,En-US
2014,Chevrolet,Express,Express 1500,En-US
2014,Chevrolet,Express,Express 2500,En-US
2014,Chevrolet,Express,Express 3500,En-US
2014,Chevrolet,Express,Express 4500,En-US
2014,Chevrolet,Silverado,Silverado and other C/K1500,En-US
2014,Chevrolet,Silverado,Silverado and other C/K2500,En-US
2014,Chevrolet,Silverado,Silverado and other C/K3500,En-US
2014,Ferrari,All Models,458 Italia,En-US
2014,Ferrari,All Models,California,En-US
2014,Ferrari,All Models,F12 Berlinetta,En-US
2014,Ferrari,All Models,FF,En-US
2014,Ford,Econoline,E-150 and Econoline 150,En-US
2014,Ford,Econoline,E-250 and Econoline 250,En-US
2014,Ford,Econoline,E-350 and Econoline 350,En-US
2014,Ford,Expedition,Expedition,En-US
2014,Ford,Expedition,Expedition EL,En-US
2014,Ford,F-Series,F150,En-US
2014,Ford,F-Series,F250,En-US
2014,Ford,F-Series,F350,En-US
2014,Ford,F-Series,F450,En-US
2014,GMC,Savana,Savana 1500,En-US
2014,GMC,Savana,Savana 2500,En-US
2014,GMC,Savana,Savana 3500,En-US
2014,GMC,Savana,Savana 4500,En-US
2014,GMC,Sierra,Sierra C/K1500,En-US
2014,GMC,Sierra,Sierra C/K2500,En-US
2014,GMC,Sierra,Sierra C/K3500,En-US
2014,GMC,Yukon,Yukon,En-US
2014,GMC,Yukon,Yukon XL,En-US
2014,Hyundai,Elantra,Elantra,En-US
2014,Hyundai,Elantra,Elantra Coupe,En-US
2014,Kia,Forte,Forte,En-US
2014,Kia,Forte,Forte Koup,En-US
2014,Lamborghini,All Models,Aventador,En-US
2014,Lamborghini,All Models,Gallardo,En-US
2014,Lincoln,Navigator,Navigator,En-US
2014,Lincoln,Navigator,Navigator L,En-US
2014,Lotus,All Models,Evora,En-US
2014,Maserati,All Models,Ghibli,En-US
2014,Maserati,All Models,GranTurismo,En-US
2014,Maserati,All Models,Quattroporte,En-US
2014,Mercedes-Benz,CLA-Class,CLA250,En-US
2014,Mercedes-Benz,CLA-Class,CLA45 AMG,En-US
2014,Mercedes-Benz,CL-Class,CL550,En-US
2014,Mercedes-Benz,CL-Class,CL600,En-US
2014,Mercedes-Benz,CL-Class,CL63 AMG,En-US
2014,Mercedes-Benz,CL-Class,CL65 AMG,En-US
2014,Mercedes-Benz,CLS-Class,CLS550,En-US
2014,Mercedes-Benz,CLS-Class,CLS63 AMG,En-US
2014,Mercedes-Benz,E-Class,E250,En-US
2014,Mercedes-Benz,E-Class,E350,En-US
2014,Mercedes-Benz,E-Class,E400,En-US
2014,Mercedes-Benz,E-Class,E550,En-US
2014,Mercedes-Benz,E-Class,E63 AMG,En-US
2014,Mercedes-Benz,G-Class,G550,En-US
2014,Mercedes-Benz,G-Class,G63 AMG,En-US
2014,Mercedes-Benz,GL-Class,GL350,En-US
2014,Mercedes-Benz,GL-Class,GL450,En-US
