Year,Make,GroupModel,Model,Locale
1999,Audi,All Models,A8,En-US
1999,Audi,All Models,A6,En-US
1999,Audi,All Models,A4,En-US
1999,Daewoo,All Models,Leganza,En-US
1999,Daewoo,All Models,Nubira,En-US
1999,Daewoo,All Models,Lanos,En-US
1999,Ferrari,All Models,360,En-US
1999,Ferrari,All Models,456M GT,En-US
1999,Ferrari,All Models,550 Maranello,En-US
1999,Ferrari,All Models,F355,En-US
1999,HUMMER,All Models,H1,En-US
1999,Jaguar,All Models,XK8,En-US
1999,Jaguar,All Models,XJR,En-US
1999,Jaguar,All Models,XJ8 L,En-US
1999,Jaguar,All Models,XJ Vanden Plas,En-US
1999,Jaguar,All Models,XJ8,En-US
1999,Jeep,All Models,Other Jeep Models,En-US
1999,Jeep,All Models,Grand Cherokee,En-US
1999,Jeep,All Models,Cherokee,En-US
1999,Jeep,All Models,Wrangler,En-US
1999,Lamborghini,All Models,Diablo,En-US
1999,Land Rover,All Models,Range Rover,En-US
1999,Land Rover,All Models,Discovery,En-US
1999,Lotus,All Models,Esprit,En-US
1999,Porsche,All Models,911,En-US
1999,Porsche,All Models,Boxster,En-US
1999,Saab,All Models,Other Saab Models,En-US
1999,Saab,All Models,5-Sep,En-US
1999,Saab,All Models,3-Sep,En-US
1999,BMW,3 Series,318ti,En-US
1999,BMW,3 Series,323i,En-US
1999,BMW,3 Series,323is,En-US
1999,BMW,3 Series,328i,En-US
1999,BMW,3 Series,328iS,En-US
1999,BMW,5 Series,528i,En-US
1999,BMW,5 Series,540i,En-US
1999,BMW,7 Series,740i,En-US
1999,BMW,7 Series,740iL,En-US
1999,BMW,7 Series,750iL,En-US
1999,Cadillac,Escalade,Escalade,En-US
1999,Chevrolet,Express,Express 1500,En-US
1999,Chevrolet,Express,Express 2500,En-US
1999,Chevrolet,Express,Express 3500,En-US
1999,Chevrolet,Silverado,Silverado and other C/K1500,En-US
1999,Chevrolet,Silverado,Silverado and other C/K2500,En-US
1999,Chevrolet,Silverado,Silverado and other C/K3500,En-US
1999,Chrysler,300/300C Series,300M,En-US
1999,Dodge,Ram  Truck,Ram 1500 Truck,En-US
1999,Dodge,Ram  Truck,Ram 2500 Truck,En-US
1999,Dodge,Ram  Truck,Ram 3500 Truck,En-US
1999,Ford,Econoline,E-150 and Econoline 150,En-US
1999,Ford,Econoline,E-250 and Econoline 250,En-US
1999,Ford,Econoline,E-350 and Econoline 350,En-US
1999,Ford,Expedition,Expedition,En-US
1999,Ford,Explorer,Explorer,En-US
1999,Ford,F-Series,F150,En-US
1999,Ford,F-Series,F250,En-US
1999,Ford,F-Series,F350,En-US
1999,Ford,F-Series,F450,En-US
1999,Ford,Taurus,Taurus,En-US
1999,GMC,Savana,Savana 1500,En-US
1999,GMC,Savana,Savana 2500,En-US
1999,GMC,Savana,Savana 3500,En-US
1999,GMC,Sierra,Sierra C/K1500,En-US
1999,GMC,Sierra,Sierra C/K2500,En-US
1999,GMC,Sierra,Sierra C/K3500,En-US
1999,GMC,Yukon,Yukon,En-US
1999,Honda,Accord,Accord,En-US
1999,Hyundai,Elantra,Elantra,En-US
1999,Jaguar,XJ,XJ Vanden Plas,En-US
1999,Jaguar,XJ,XJ8,En-US
1999,Jaguar,XJ,XJ8 L,En-US
1999,Jaguar,XJ,XJR,En-US
1999,Jaguar,XK,XK8,En-US
1999,Lexus,GS300/GS400,GS 300,En-US
1999,Lexus,GS300/GS400,GS 400,En-US
1999,Lexus,LS Series,LS 400,En-US
1999,Lexus,SC300/SC400,SC 300,En-US
1999,Lexus,SC300/SC400,SC 400,En-US
1999,Lincoln,Navigator,Navigator,En-US
1999,Mercedes-Benz,C-Class,C230,En-US
1999,Mercedes-Benz,C-Class,C280,En-US
1999,Mercedes-Benz,C-Class,C43 AMG,En-US
1999,Mercedes-Benz,CL-Class,CL500,En-US
1999,Mercedes-Benz,CL-Class,CL600,En-US
1999,Mercedes-Benz,CLK-Class,CLK320,En-US
1999,Mercedes-Benz,CLK-Class,CLK430,En-US
1999,Mercedes-Benz,E-Class,E300,En-US
1999,Mercedes-Benz,E-Class,E320,En-US
1999,Mercedes-Benz,E-Class,E430,En-US
1999,Mercedes-Benz,E-Class,E55 AMG,En-US
1999,Mercedes-Benz,M-Class,ML320,En-US
1999,Mercedes-Benz,M-Class,ML430,En-US
1999,Mercedes-Benz,S-Class,S320,En-US
1999,Mercedes-Benz,S-Class,S420,En-US
1999,Mercedes-Benz,S-Class,S500,En-US
1999,Mercedes-Benz,S-Class,S600,En-US
1999,Mercedes-Benz,SL-Class,SL500,En-US
1999,Mercedes-Benz,SL-Class,SL600,En-US
1999,Mercedes-Benz,SLK-Class,SLK230,En-US
1999,Subaru,Impreza,Impreza,En-US
1999,Volkswagen,Golf,Golf,En-US
1999,Volvo,S70/V70,S70,En-US
1999,Volvo,S70/V70,V70,En-US
1999,Volvo,XC50/XC70/XC90,XC70,En-US
