Year,Make,GroupModel,Model,Locale
2012,Aston Martin,All Models,DB9,En-US
2012,Aston Martin,All Models,DBS,En-US
2012,Aston Martin,All Models,Rapide,En-US
2012,Aston Martin,All Models,V12 Vantage,En-US
2012,Aston Martin,All Models,V8 Vantage,En-US
2012,Aston Martin,All Models,Virage,En-US
2012,Bentley,All Models,Continental,En-US
2012,Bentley,All Models,Mulsanne,En-US
2012,BMW,1 Series,128i,En-US
2012,BMW,1 Series,135i,En-US
2012,Ferrari,All Models,458 Italia,En-US
2012,Ferrari,All Models,California,En-US
2012,Ferrari,All Models,FF,En-US
2012,Lamborghini,All Models,Aventador,En-US
2012,Lamborghini,All Models,Gallardo,En-US
2012,Lotus,All Models,Evora,En-US
2012,Maserati,All Models,GranTurismo,En-US
2012,Maserati,All Models,Quattroporte,En-US
2012,Rolls-Royce,All Models,Ghost,En-US
2012,Rolls-Royce,All Models,Phantom,En-US
2012,Tesla,All Models,Model S,En-US
2012,BMW,3 Series,328i,En-US
2012,BMW,3 Series,328i xDrive,En-US
2012,BMW,3 Series,335i,En-US
2012,BMW,3 Series,335i xDrive,En-US
2012,BMW,3 Series,335is,En-US
2012,BMW,5 Series,528i,En-US
2012,BMW,5 Series,528i xDrive,En-US
2012,BMW,5 Series,535i,En-US
2012,BMW,5 Series,535i Gran Turismo,En-US
2012,BMW,5 Series,535i Gran Turismo xDrive,En-US
2012,BMW,5 Series,535i xDrive,En-US
2012,BMW,5 Series,550i,En-US
2012,BMW,5 Series,550i Gran Turismo,En-US
2012,BMW,5 Series,550i Gran Turismo xDrive,En-US
2012,BMW,5 Series,550i xDrive,En-US
2012,BMW,6 Series,640i,En-US
2012,BMW,6 Series,650i,En-US
2012,BMW,6 Series,650i xDrive,En-US
2012,BMW,7 Series,740i,En-US
2012,BMW,7 Series,740Li,En-US
2012,BMW,7 Series,750i,En-US
2012,BMW,7 Series,750i xDrive,En-US
2012,BMW,7 Series,750Li,En-US
2012,BMW,7 Series,750Li xDrive,En-US
2012,BMW,7 Series,760Li,En-US
2012,BMW,X5,X5,En-US
2012,BMW,X5,X5 M,En-US
2012,BMW,X6,X6,En-US
2012,BMW,X6,X6 M,En-US
2012,Cadillac,Escalade,Escalade,En-US
2012,Cadillac,Escalade,Escalade ESV,En-US
2012,Cadillac,Escalade,Escalade EXT,En-US
2012,Chevrolet,Express,Express 1500,En-US
2012,Chevrolet,Express,Express 2500,En-US
2012,Chevrolet,Express,Express 3500,En-US
2012,Chevrolet,Express,Express 4500,En-US
2012,Chevrolet,Silverado,Silverado and other C/K1500,En-US
2012,Chevrolet,Silverado,Silverado and other C/K2500,En-US
2012,Chevrolet,Silverado,Silverado and other C/K3500,En-US
