Year,Make,GroupModel,Model,Locale
1996,Buick,All Other Models,Other Buick Models,En-US
1996,Buick,All Other Models,Park Avenue,En-US
1996,Buick,All Other Models,Regal,En-US
1996,Buick,All Other Models,Riviera,En-US
1996,Buick,All Other Models,Roadmaster,En-US
1996,Buick,All Other Models,Skylark,En-US
1996,Chevrolet,G Series,G10,En-US
1996,Chevrolet,G Series,G20,En-US
1996,Chevrolet,G Series,G30,En-US
1996,Chevrolet,S Series,S10 Pickup,En-US
1996,Chevrolet,All Other Models,Beretta,En-US
1996,Chevrolet,All Other Models,Camaro,En-US
1996,Chevrolet,All Other Models,Caprice,En-US
1996,Chevrolet,All Other Models,Cavalier,En-US
1996,Chevrolet,All Other Models,Corsica,En-US
1996,Chevrolet,All Other Models,Express 1500,En-US
1996,Chevrolet,All Other Models,Express 2500,En-US
1996,Chevrolet,All Other Models,Express 3500,En-US
1996,Chevrolet,All Other Models,Impala,En-US
1996,Chevrolet,All Other Models,Lumina,En-US
1996,Chevrolet,All Other Models,Lumina APV,En-US
1996,Chevrolet,All Other Models,Monte Carlo,En-US
1996,Chevrolet,All Other Models,Other Chevrolet Models,En-US
1996,Chevrolet,All Other Models,Silverado and other C/K1500,En-US
1996,Chevrolet,All Other Models,Silverado and other C/K2500,En-US
1996,Chevrolet,All Other Models,Silverado and other C/K3500,En-US
1996,Chevrolet,All Other Models,Suburban,En-US
1996,Chrysler,All Other Models,Cirrus,En-US
1996,Chrysler,All Other Models,Concorde,En-US
1996,Chrysler,All Other Models,Intrepid,En-US
1996,Chrysler,All Other Models,LHS,En-US
1996,Chrysler,All Other Models,New Yorker,En-US
1996,Chrysler,All Other Models,Other Chrysler Models,En-US
1996,Chrysler,All Other Models,Sebring,En-US
1996,Dodge,All Other Models,B1500,En-US
1996,Dodge,All Other Models,B2500,En-US
1996,Dodge,All Other Models,B3500,En-US
1996,Dodge,All Other Models,Caravan,En-US
1996,Dodge,All Other Models,Mini Ram Van,En-US
1996,Dodge,All Other Models,Neon,En-US
1996,Dodge,All Other Models,Other Dodge Models,En-US
1996,Dodge,All Other Models,Ram 1500 Truck,En-US
1996,Dodge,All Other Models,Ram 2500 Truck,En-US
1996,Dodge,All Other Models,Ram 3500 Truck,En-US
1996,Dodge,All Other Models,Stratus,En-US
1996,Mercury,All Other Models,Cougar,En-US
1996,Mercury,All Other Models,Grand Marquis,En-US
1996,Mercury,All Other Models,Mystique,En-US
1996,Mercury,All Other Models,Other Mercury Models,En-US
1996,Mercury,All Other Models,Sable,En-US
1996,Plymouth,All Other Models,Breeze,En-US
1996,Plymouth,All Other Models,Grand Voyager,En-US
1996,Plymouth,All Other Models,Other Plymouth Models,En-US
