Year,Make,GroupModel,Model,Locale
1983,BMW,3 Series,320i,En-US
1983,BMW,5 Series,528e,En-US
1983,BMW,5 Series,533i,En-US
1983,BMW,6 Series,633CSi,En-US
1983,BMW,7 Series,733i,En-US
1983,Chevrolet,Silverado,Silverado and other C/K1500,En-US
1983,Chevrolet,Silverado,Silverado and other C/K2500,En-US
1983,Chevrolet,Silverado,Silverado and other C/K3500,En-US
1983,Dodge,Ram  Truck,Ram 1500 Truck,En-US
1983,Dodge,Ram  Truck,Ram 2500 Truck,En-US
1983,Dodge,Ram  Truck,Ram 3500 Truck,En-US
1983,Dodge,Ram  Truck,Ram 50 Truck,En-US
1983,Ford,Econoline,E-150 and Econoline 150,En-US
1983,Ford,Econoline,E-250 and Econoline 250,En-US
1983,Ford,Econoline,E-350 and Econoline 350,En-US
1983,Ford,F-Series,F100,En-US
1983,Ford,F-Series,F150,En-US
1983,Ford,F-Series,F250,En-US
1983,Ford,F-Series,F350,En-US
1983,GMC,Sierra,Sierra C/K1500,En-US
1983,GMC,Sierra,Sierra C/K2500,En-US
1983,GMC,Sierra,Sierra C/K3500,En-US
1983,Honda,Accord,Accord,En-US
1983,Jaguar,XJ,XJ Vanden Plas,En-US
1983,Jaguar,XJ,XJ6,En-US
1983,Jaguar,XJ,XJS,En-US
1983,Alfa Romeo,All Models,Spider,En-US
1983,Alfa Romeo,All Models,GTV-6,En-US
1983,Ferrari,All Models,308,En-US
1983,Ferrari,All Models,Mondial,En-US
1983,FIAT,All Models,Pininfarina Spider,En-US
1983,Jeep,All Models,Wagoneer,En-US
1983,Jeep,All Models,Scrambler,En-US
1983,Jeep,All Models,CJ,En-US
1983,Jeep,All Models,Pickup,En-US
1983,Jeep,All Models,Cherokee,En-US
1983,Lamborghini,All Models,Countach,En-US
1983,Lincoln,All Models,Continental,En-US
1983,Lincoln,All Models,Mark VI,En-US
1983,Lincoln,All Models,Town Car,En-US
1983,Lotus,All Models,Esprit,En-US
1983,Mercedes-Benz,All Models,380SEL,En-US
1983,Mercedes-Benz,All Models,300CD,En-US
1983,Mercedes-Benz,All Models,380SEC,En-US
1983,Mercedes-Benz,All Models,300SD,En-US
1983,Mercedes-Benz,All Models,240D,En-US
1983,Mercedes-Benz,All Models,380SL,En-US
1983,Mercedes-Benz,All Models,300TD,En-US
1983,Mercedes-Benz,All Models,300D,En-US
