Year,Make,GroupModel,Model,Locale
2016,BMW,2 Series,228i,En-US
2016,BMW,2 Series,228i xDrive,En-US
2016,BMW,3 Series,320i,En-US
2016,BMW,3 Series,320i xDrive,En-US
2016,BMW,3 Series,328d,En-US
2016,BMW,3 Series,328d xDrive,En-US
2016,BMW,3 Series,328i,En-US
2016,BMW,3 Series,328i Gran Turismo xDrive,En-US
2016,BMW,3 Series,328i xDrive,En-US
2016,BMW,3 Series,335i Gran Turismo xDrive,En-US
2016,BMW,3 Series,340i,En-US
2016,BMW,3 Series,340i xDrive,En-US
2016,BMW,4 Series,428i,En-US
2016,BMW,4 Series,428i Gran Coupe,En-US
2016,BMW,4 Series,428i Gran Coupe xDrive,En-US
2016,BMW,4 Series,428i xDrive,En-US
2016,BMW,4 Series,435i,En-US
2016,BMW,4 Series,435i Gran Coupe,En-US
2016,BMW,4 Series,435i Gran Coupe xDrive,En-US
2016,BMW,4 Series,435i xDrive,En-US
2016,BMW,5 Series,528i,En-US
2016,BMW,5 Series,528i xDrive,En-US
2016,BMW,5 Series,535d,En-US
2016,BMW,5 Series,535d xDrive,En-US
2016,BMW,5 Series,535i,En-US
2016,BMW,5 Series,535i Gran Turismo,En-US
2016,BMW,5 Series,535i Gran Turismo xDrive,En-US
2016,BMW,5 Series,535i xDrive,En-US
2016,BMW,5 Series,550i,En-US
2016,BMW,5 Series,550i xDrive,En-US
2016,BMW,6 Series,640i,En-US
2016,BMW,6 Series,640i Gran Coupe,En-US
2016,BMW,6 Series,640i Gran Coupe xDrive,En-US
2016,BMW,6 Series,640i xDrive,En-US
2016,BMW,6 Series,650i,En-US
2016,BMW,6 Series,650i Gran Coupe xDrive,En-US
2016,BMW,6 Series,650i xDrive,En-US
2016,BMW,7 Series,750i xDrive,En-US
2016,Bentley,All Models,Continental,En-US
2016,Bentley,All Models,Flying Spur,En-US
2016,Bentley,All Models,Mulsanne,En-US
2016,BMW,M235,M235i,En-US
2016,BMW,M235,M235i xDrive,En-US
2016,BMW,M6,M6,En-US
2016,BMW,M6,M6 Gran Coupe,En-US
2016,BMW,X5,X5,En-US
2016,BMW,X5,X5 M,En-US
2016,BMW,X6,X6,En-US
2016,BMW,X6,X6 M,En-US
2016,Chevrolet,Express,Express 2500,En-US
2016,Chevrolet,Express,Express 3500,En-US
2016,Chrysler,200 Series,200,En-US
2016,Chrysler,300 Series,300,En-US
2016,Ford,Expedition,Expedition,En-US
2016,Ford,Expedition,Expedition EL,En-US
2016,Ford,F-Series,F150,En-US
2016,Ford,F-Series,F250,En-US
2016,Ford,F-Series,F350,En-US
2016,Ford,F-Series,F450,En-US
2016,Cadillac,Escalade,Escalade,En-US
2016,Cadillac,Escalade,Escalade ESV,En-US
2016,Ford,Transit,Transit 150,En-US
2016,Ford,Transit,Transit 250,En-US
2016,Ford,Transit,Transit 350,En-US
2016,Ford,Transit,Transit Connect,En-US
2016,GMC,Savana,Savana 2500,En-US
2016,GMC,Savana,Savana 3500,En-US
2016,GMC,Sierra,Sierra C/K2500,En-US
2016,GMC,Yukon,Yukon,En-US
2016,GMC,Yukon,Yukon XL,En-US
2016,Lincoln,Navigator,Navigator,En-US
2016,Lincoln,Navigator,Navigator L,En-US
2016,Maserati,All Models,Ghibli,En-US
2016,Maserati,All Models,GranTurismo,En-US
2016,Maserati,All Models,Quattroporte,En-US
2016,Mercedes-Benz,CLS-Class,CLS400,En-US
2016,Mercedes-Benz,CLS-Class,CLS550,En-US
2016,Mercedes-Benz,CLS-Class,CLS63 AMG,En-US
2016,Mercedes-Benz,E-Class,E250,En-US
2016,Mercedes-Benz,E-Class,E350,En-US
2016,Mercedes-Benz,E-Class,E400,En-US
2016,Mercedes-Benz,E-Class,E550,En-US
2016,Mercedes-Benz,E-Class,E63 AMG,En-US
2016,Mercedes-Benz,GL-Class,GL350,En-US
2016,Mercedes-Benz,GL-Class,GL450,En-US
2016,Mercedes-Benz,GL-Class,GL550,En-US
2016,Mercedes-Benz,GL-Class,GL63 AMG,En-US
2016,Mercedes-Benz,GLE-Class,GLE300d,En-US
2016,Mercedes-Benz,GLE-Class,GLE350,En-US
2016,Mercedes-Benz,GLE-Class,GLE400,En-US
2016,Mercedes-Benz,GLE-Class,GLE450,En-US
2016,Mercedes-Benz,GLE-Class,GLE63 AMG,En-US
2016,Mercedes-Benz,S-Class,S550,En-US
2016,Mercedes-Benz,S-Class,S63 AMG,En-US
2016,Mercedes-Benz,S-Class,S65 AMG,En-US
2016,Mercedes-Benz,SL-Class,SL400,En-US
2016,Mercedes-Benz,SL-Class,SL550,En-US
2016,Mercedes-Benz,SL-Class,SL63 AMG,En-US
2016,Mercedes-Benz,SLK-Class,SLK300,En-US
2016,Mercedes-Benz,SLK-Class,SLK350,En-US
2016,Mercedes-Benz,SLK-Class,SLK55 AMG,En-US
2016,Nissan,Versa,Versa,En-US
2016,Nissan,Versa,Versa Note,En-US
