Year,Make,GroupModel,Model,Locale
1989,Oldsmobile,All Models,Cutlass Supreme,En-US
1989,Oldsmobile,All Models,Ninety-Eight,En-US
1989,Oldsmobile,All Models,Toronado,En-US
1989,Plymouth,All Other Models,Acclaim,En-US
1989,Plymouth,All Other Models,Gran Fury,En-US
1989,Plymouth,All Other Models,Grand Voyager,En-US
1989,Plymouth,All Other Models,Horizon,En-US
1989,Plymouth,All Other Models,Other Plymouth Models,En-US
1989,Plymouth,All Other Models,Reliant,En-US
1989,Plymouth,All Other Models,Sundance,En-US
1989,Pontiac,All Models,6000,En-US
1989,Pontiac,All Models,Bonneville,En-US
1989,Pontiac,All Models,Firebird,En-US
1989,Pontiac,All Models,Grand Am,En-US
1989,Pontiac,All Models,Grand Prix,En-US
1989,Pontiac,All Models,Le Mans,En-US
1989,Pontiac,All Models,Other Pontiac Models,En-US
1989,Pontiac,All Models,Safari,En-US
1989,Pontiac,All Models,Sunbird,En-US
1989,Porsche,All Models,911,En-US
1989,Porsche,All Models,928,En-US
1989,Porsche,All Models,944,En-US
1989,Rolls-Royce,All Models,Corniche,En-US
1989,Rolls-Royce,All Models,Silver Spirit,En-US
1989,Rolls-Royce,All Models,Silver Spur,En-US
1989,Saab,All Models,900,En-US
1989,Saab,All Models,9000,En-US
1989,Saab,All Models,Other Saab Models,En-US
1989,Suzuki,All Models,Samurai,En-US
1989,Suzuki,All Models,Sidekick,En-US
1989,Suzuki,All Models,Swift,En-US
1989,Volkswagen,Golf,Golf,En-US
1989,Volvo,All Models,240,En-US
1989,Volvo,All Models,740,En-US
1989,Volvo,All Models,760,En-US
1989,Volvo,All Models,780,En-US
