Year,Make,GroupModel,Model,Locale
1981,BMW,3 Series,320i,En-US
1981,BMW,5 Series,528i,En-US
1981,BMW,6 Series,633CSi,En-US
1981,BMW,7 Series,733i,En-US
1981,Chevrolet,Silverado,Silverado and other C/K1500,En-US
1981,Chevrolet,Silverado,Silverado and other C/K2500,En-US
1981,Chevrolet,Silverado,Silverado and other C/K3500,En-US
1981,Dodge,Ram  Truck,Ram 1500 Truck,En-US
1981,Dodge,Ram  Truck,Ram 2500 Truck,En-US
1981,Dodge,Ram  Truck,Ram 3500 Truck,En-US
1981,Dodge,Ram  Truck,Ram 50 Truck,En-US
1981,Ford,Econoline,E-150 and Econoline 150,En-US
1981,Ford,Econoline,E-250 and Econoline 250,En-US
1981,Ford,Econoline,E-350 and Econoline 350,En-US
1981,Ford,F-Series,F100,En-US
1981,Ford,F-Series,F150,En-US
1981,Ford,F-Series,F250,En-US
1981,Ford,F-Series,F350,En-US
1981,GMC,Sierra,Sierra C/K1500,En-US
1981,GMC,Sierra,Sierra C/K2500,En-US
1981,GMC,Sierra,Sierra C/K3500,En-US
1981,Honda,Accord,Accord,En-US
1981,Jaguar,XJ,XJ6,En-US
1981,Alfa Romeo,All Models,Spider,En-US
1981,Alfa Romeo,All Models,GTV-6,En-US
1981,Audi,All Models,Coupe,En-US
1981,Audi,All Models,5000,En-US
1981,Audi,All Models,4000,En-US
1981,Ferrari,All Models,308,En-US
1981,FIAT,All Models,2000 Spider,En-US
1981,FIAT,All Models,X1/9,En-US
1981,Jeep,All Models,Wagoneer,En-US
1981,Jeep,All Models,Scrambler,En-US
1981,Jeep,All Models,CJ,En-US
1981,Jeep,All Models,Pickup,En-US
1981,Jeep,All Models,Cherokee,En-US
1981,Lincoln,All Models,Town Car,En-US
1981,Lincoln,All Models,Mark VI,En-US
1981,Mercedes-Benz,All Models,280E,En-US
1981,Mercedes-Benz,All Models,380SL,En-US
1981,Mercedes-Benz,All Models,380SLC,En-US
1981,Mercedes-Benz,All Models,300CD,En-US
1981,Mercedes-Benz,All Models,240D,En-US
1981,Mercedes-Benz,All Models,280CE,En-US
1981,Mercedes-Benz,All Models,300SD,En-US
1981,Mercedes-Benz,All Models,300D,En-US
1981,Mercedes-Benz,All Models,380SEL,En-US
1981,Mercedes-Benz,All Models,300TD,En-US
1981,Mercury,All Models,Cougar,En-US
1981,Mercury,All Models,Lynx,En-US
1981,Mercury,All Models,Zephyr,En-US
1981,Mercury,All Models,Grand Marquis,En-US
1981,Mercury,All Models,Capri,En-US
1981,Mercury,All Models,Marquis,En-US
1981,Oldsmobile,All Models,Cutlass Supreme,En-US
1981,Oldsmobile,All Models,Custom Cruiser,En-US
1981,Oldsmobile,All Models,88,En-US
1981,Oldsmobile,All Models,Cutlass,En-US
1981,Oldsmobile,All Models,Ninety-Eight,En-US
1981,Oldsmobile,All Models,Toronado,En-US
1981,Oldsmobile,All Models,Omega,En-US
1981,Pontiac,All Models,Firebird,En-US
1981,Pontiac,All Models,1000,En-US
1981,Pontiac,All Models,Le Mans,En-US
1981,Pontiac,All Models,Grand Prix,En-US
1981,Pontiac,All Models,Bonneville,En-US
1981,Pontiac,All Models,Catalina,En-US
1981,Pontiac,All Models,Phoenix,En-US
1981,Rolls-Royce,All Models,Corniche,En-US
1981,Rolls-Royce,All Models,Silver Spur,En-US
1981,Rolls-Royce,All Models,Silver Spirit,En-US
1981,Saab,All Models,900,En-US
1981,Subaru,All Models,Brat,En-US
1981,Subaru,All Models,L Series,En-US
1981,Subaru,All Models,Other Subaru Models,En-US
1981,Buick,All Other Models,Century,En-US
1981,Buick,All Other Models,Electra,En-US
1981,Buick,All Other Models,Le Sabre,En-US
1981,Buick,All Other Models,Regal,En-US
1981,Buick,All Other Models,Riviera,En-US
1981,Buick,All Other Models,Skylark,En-US
1981,Cadillac,Other Cadillac Models,De Ville,En-US
1981,Cadillac,Other Cadillac Models,Eldorado,En-US
1981,Cadillac,Other Cadillac Models,Fleetwood,En-US
1981,Cadillac,Other Cadillac Models,Seville,En-US
1981,Chrysler,All Other Models,Cordoba,En-US
1981,Chrysler,All Other Models,Imperial,En-US
1981,Chrysler,All Other Models,LeBaron,En-US
1981,Chrysler,All Other Models,New Yorker,En-US
1981,Chrysler,All Other Models,Newport,En-US
1981,Chevrolet,G Series,G10,En-US
1981,Chevrolet,G Series,G20,En-US
1981,Chevrolet,G Series,G30,En-US
1981,Ford,All Other Models,Courier,En-US
1981,Ford,All Other Models,Crown Victoria,En-US
1981,Ford,All Other Models,E-100,En-US
1981,Ford,All Other Models,E-150 and Econoline 150,En-US
1981,Ford,All Other Models,E-250 and Econoline 250,En-US
1981,Ford,All Other Models,E-350 and Econoline 350,En-US
1981,Ford,All Other Models,Escort,En-US
1981,Ford,All Other Models,F100,En-US
1981,Ford,All Other Models,F150,En-US
1981,Ford,All Other Models,F250,En-US
1981,Ford,All Other Models,F350,En-US
1981,Ford,All Other Models,Fairmont,En-US
1981,Ford,All Other Models,Granada,En-US
1981,Ford,All Other Models,LTD,En-US
