Year,Make,GroupModel,Model,Locale
2011,Aston Martin,All Models,DB9,En-US
2011,Aston Martin,All Models,DBS,En-US
2011,Aston Martin,All Models,Rapide,En-US
2011,Aston Martin,All Models,V12 Vantage,En-US
2011,Aston Martin,All Models,V8 Vantage,En-US
2011,Bentley,All Models,Continental,En-US
2011,Bentley,All Models,Mulsanne,En-US
2011,Ferrari,All Models,458 Italia,En-US
2011,Ferrari,All Models,599 GTB Fiorano,En-US
2011,Ferrari,All Models,599 GTO,En-US
2011,Ferrari,All Models,California,En-US
2011,Lamborghini,All Models,Gallardo,En-US
2011,Lotus,All Models,Elise,En-US
2011,Lotus,All Models,Evora,En-US
2011,Lotus,All Models,Exige,En-US
2011,Maserati,All Models,GranTurismo,En-US
2011,Maserati,All Models,Quattroporte,En-US
2011,Rolls-Royce,All Models,Ghost,En-US
2011,Rolls-Royce,All Models,Phantom,En-US
2011,Tesla,All Models,Roadster,En-US
2011,BMW,1 Series,1 Series M,En-US
2011,BMW,1 Series,128i,En-US
2011,BMW,1 Series,135i,En-US
2011,BMW,3 Series,328i,En-US
2011,BMW,3 Series,328i xDrive,En-US
2011,BMW,3 Series,335d,En-US
2011,BMW,3 Series,335i,En-US
2011,BMW,3 Series,335i xDrive,En-US
2011,BMW,3 Series,335is,En-US
2011,BMW,5 Series,528i,En-US
2011,BMW,5 Series,535i,En-US
2011,BMW,5 Series,535i Gran Turismo,En-US
2011,BMW,5 Series,535i Gran Turismo xDrive,En-US
2011,BMW,5 Series,535i xDrive,En-US
2011,BMW,5 Series,550i,En-US
2011,BMW,5 Series,550i Gran Turismo,En-US
2011,BMW,5 Series,550i Gran Turismo xDrive,En-US
2011,BMW,5 Series,550i xDrive,En-US
2011,BMW,7 Series,740i,En-US
2011,BMW,7 Series,740Li,En-US
2011,BMW,7 Series,750i,En-US
2011,BMW,7 Series,750i xDrive,En-US
2011,BMW,7 Series,750Li,En-US
2011,BMW,7 Series,750Li xDrive,En-US
2011,BMW,7 Series,760Li,En-US
2011,BMW,X5,X5,En-US
2011,BMW,X5,X5 M,En-US
2011,BMW,X6,X6,En-US
2011,BMW,X6,X6 M,En-US
2011,Cadillac,Escalade,Escalade,En-US
