Year,Make,GroupModel,Model,Locale
2008,Mercedes-Benz,CLK-Class,CLK63 AMG,En-US
2008,Mercedes-Benz,CLS-Class,CLS550,En-US
2008,Mercedes-Benz,CLS-Class,CLS63 AMG,En-US
2008,Mercedes-Benz,E-Class,E320,En-US
2008,Mercedes-Benz,E-Class,E350,En-US
2008,Mercedes-Benz,E-Class,E550,En-US
2008,Mercedes-Benz,E-Class,E63 AMG,En-US
2008,Mercedes-Benz,G-Class,G500,En-US
2008,Mercedes-Benz,G-Class,G55 AMG,En-US
2008,Mercedes-Benz,GL-Class,GL320,En-US
2008,Mercedes-Benz,GL-Class,GL450,En-US
2008,Mercedes-Benz,GL-Class,GL550,En-US
2008,Mercedes-Benz,M-Class,ML320,En-US
2008,Mercedes-Benz,M-Class,ML350,En-US
2008,Mercedes-Benz,M-Class,ML550,En-US
2008,Mercedes-Benz,M-Class,ML63 AMG,En-US
2008,Mercedes-Benz,R-Class,R320,En-US
2008,Mercedes-Benz,R-Class,R350,En-US
2008,Mercedes-Benz,S-Class,S550,En-US
2008,Mercedes-Benz,S-Class,S600,En-US
2008,Mercedes-Benz,S-Class,S63 AMG,En-US
2008,Mercedes-Benz,S-Class,S65 AMG,En-US
2008,Mercedes-Benz,SL-Class,SL55 AMG,En-US
2008,Mercedes-Benz,SL-Class,SL550,En-US
2008,Mercedes-Benz,SL-Class,SL600,En-US
2008,Mercedes-Benz,SL-Class,SL65 AMG,En-US
2008,Mercedes-Benz,SLK-Class,SLK280,En-US
2008,Mercedes-Benz,SLK-Class,SLK350,En-US
2008,Mercedes-Benz,SLK-Class,SLK55 AMG,En-US
2008,Subaru,Impreza,Impreza,En-US
2008,Subaru,Impreza,Impreza WRX,En-US
2008,Alfa Romeo,All Models,8C Competizione,En-US
2008,Aston Martin,All Models,DB9,En-US
2008,Aston Martin,All Models,V8 Vantage,En-US
2008,Aston Martin,All Models,DBS,En-US
2008,Ferrari,All Models,599 GTB Fiorano,En-US
2008,Ferrari,All Models,F430,En-US
2008,Ferrari,All Models,612 Scaglietti,En-US
2008,Lamborghini,All Models,Gallardo,En-US
2008,Lamborghini,All Models,Murcielago,En-US
2008,Lotus,All Models,Exige,En-US
2008,Lotus,All Models,Elise,En-US
2008,Maserati,All Models,GranTurismo,En-US
2008,Maserati,All Models,Quattroporte,En-US
2008,Rolls-Royce,All Models,Phantom,En-US
2008,Kia,Spectra,Spectra,En-US
2008,Kia,Spectra,Spectra5,En-US
2008,Chrysler,300/300C Series,300,En-US
