Year,Make,GroupModel,Model,Locale
2008,BMW,1 Series,128i,En-US
2008,BMW,1 Series,135i,En-US
2008,BMW,3 Series,328i,En-US
2008,BMW,3 Series,328xi,En-US
2008,BMW,3 Series,335i,En-US
2008,BMW,3 Series,335xi,En-US
2008,BMW,5 Series,528i,En-US
2008,BMW,5 Series,528xi,En-US
2008,BMW,5 Series,535i,En-US
2008,BMW,5 Series,535xi,En-US
2008,BMW,5 Series,550i,En-US
2008,BMW,6 Series,650i,En-US
2008,BMW,7 Series,750i,En-US
2008,BMW,7 Series,750Li,En-US
2008,BMW,7 Series,760Li,En-US
2008,BMW,X5,X5,En-US
2008,BMW,X6,X6,En-US
2008,Cadillac,Escalade,Escalade,En-US
2008,Cadillac,Escalade,Escalade ESV,En-US
2008,Cadillac,Escalade,Escalade EXT,En-US
2008,Chevrolet,Aveo,Aveo,En-US
2008,Chevrolet,Aveo,Aveo5,En-US
2008,Chevrolet,Express,Express 1500,En-US
2008,Chevrolet,Express,Express 2500,En-US
2008,Chevrolet,Express,Express 3500,En-US
2008,Chevrolet,Kodiak,Kodiak C4500,En-US
2008,Chevrolet,Silverado,Silverado and other C/K1500,En-US
2008,Chevrolet,Silverado,Silverado and other C/K2500,En-US
2008,Chevrolet,Silverado,Silverado and other C/K3500,En-US
2008,Dodge,Ram  Truck,Ram 1500 Truck,En-US
2008,Dodge,Ram  Truck,Ram 2500 Truck,En-US
2008,Dodge,Ram  Truck,Ram 3500 Truck,En-US
2008,Dodge,Ram  Truck,Ram 4500 Truck,En-US
2008,Dodge,Ram  Truck,Ram 5500 Truck,En-US
2008,Ford,Econoline,E-150 and Econoline 150,En-US
2008,Ford,Econoline,E-250 and Econoline 250,En-US
2008,Ford,Econoline,E-350 and Econoline 350,En-US
2008,Ford,Expedition,Expedition,En-US
2008,Ford,Expedition,Expedition EL,En-US
2008,Ford,Explorer,Explorer,En-US
2008,Ford,Explorer,Explorer Sport Trac,En-US
2008,Ford,F-Series,F150,En-US
2008,Ford,F-Series,F250,En-US
2008,Ford,F-Series,F350,En-US
2008,Ford,F-Series,F450,En-US
2008,Ford,Taurus,Taurus,En-US
2008,Ford,Taurus,Taurus X,En-US
2008,GMC,Savana,Savana 1500,En-US
2008,GMC,Savana,Savana 2500,En-US
2008,GMC,Savana,Savana 3500,En-US
2008,GMC,Sierra,Sierra C/K1500,En-US
2008,GMC,Sierra,Sierra C/K2500,En-US
2008,GMC,Sierra,Sierra C/K3500,En-US
2008,GMC,Topkick,TopKick C4500,En-US
2008,GMC,Yukon,Yukon,En-US
2008,GMC,Yukon,Yukon XL,En-US
2008,Honda,Accord,Accord,En-US
2008,Hyundai,Elantra,Elantra,En-US
2008,Jaguar,XJ,XJ Vanden Plas,En-US
2008,Jaguar,XJ,XJ8,En-US
2008,Jaguar,XJ,XJ8 L,En-US
2008,Jaguar,XJ,XJR,En-US
2008,Jaguar,XK,XK,En-US
2008,Jaguar,XK,XKR,En-US
2008,Kia,Rio,Rio,En-US
2008,Kia,Rio,Rio5,En-US
2008,Lexus,SC300/SC400,SC 430,En-US
2008,Lincoln,Navigator,Navigator,En-US
2008,Lincoln,Navigator,Navigator L,En-US
2008,Mercedes-Benz,C-Class,C300,En-US
2008,Mercedes-Benz,C-Class,C350,En-US
2008,Mercedes-Benz,C-Class,C63 AMG,En-US
2008,Mercedes-Benz,CL-Class,CL550,En-US
2008,Mercedes-Benz,CL-Class,CL600,En-US
2008,Mercedes-Benz,CL-Class,CL63 AMG,En-US
2008,Mercedes-Benz,CL-Class,CL65 AMG,En-US
2008,Mercedes-Benz,CLK-Class,CLK350,En-US
2008,Mercedes-Benz,CLK-Class,CLK550,En-US
