thing,avgListPrice,medianPrice,popularity,state,statecode,county,maptype,date,avgDate,medianDate,popularityDate
Montour,206243,134200,62,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Douglas,206169,,31,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Johnston,205944,,26,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
San Patricio,205935,,55,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Martin,205820,,101,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jerome,205782,,32,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bullitt,205569,,6,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,205491,104900,13,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Brunswick,205395,107000,103,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Potter,205097,,220,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Matagorda,205093,,44,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oglethorpe,205020,134950,84,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Windham,204702,180000,8,Connecticut,CT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,204700,,32,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Randolph,204595,76500,38,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pontotoc,204527,,27,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,204449,,30,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
DeSoto,204401,,38,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cleburne,204353,145000,21,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marion,204212,132000,142,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Allegheny,204190,150000,4,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scotts Bluff,204188,,15,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Taney,204170,,8,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lexington,204116,136750,10,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Page,203945,,56,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Baker,203863,173450,56,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Whitman,203741,,32,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Prince Edward,203730,,45,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Blue Earth,203712,166750,57,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Effingham,203624,165000,50,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Churchill,203610,145000,6,Nevada,NV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Brookings,203577,,5,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Navarro,203561,,83,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gregg,203506,,108,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Amite,203400,,55,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Renville,203366,,31,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Berkeley,203251,176675,2,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dubois,203214,,57,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Madison,203205,,17,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Antelope,203191,,62,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hamilton,203174,,25,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Effingham,203105,115000,51,Illinois,IL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,203096,,12,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Garza,203055,,201,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gooding,202961,,40,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Walsh,202888,,20,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Webb,202741,,57,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wabasha,202684,,40,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Williams,202516,,6,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wood,202488,149000,12,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washington,202413,170000,11,Maryland,MD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Erath,202221,,49,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Navajo,202209,206999,9,Arizona,AZ,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Brown,202015,,95,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Klamath,201949,157500,13,Oregon,OR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Craighead,201894,154000,9,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Buffalo,201647,122500,65,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fulton,201152,,64,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cumberland,201122,125000,25,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Haralson,201096,109000,83,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dimmit,200844,,232,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pueblo,200829,148900,8,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jones,200751,75500,59,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Las Animas,200728,121500,25,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Caswell,200618,55000,99,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wood,200526,,70,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Alleghany,200525,,85,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bourbon,200452,94875,22,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Helena,200350,,37,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chautauqua,200326,,33,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson Davis,200264,,39,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saline,200258,155000,7,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Calloway,200204,111500,27,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Edgefield,199905,125500,20,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Scott,199892,,6,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Leon,199843,170000,32,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chowan,199740,,79,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Amherst,199723,135730,44,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greene,199711,,60,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dawson,199358,113500,20,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Monroe,199161,,42,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lamar,199022,,90,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Floyd,198852,,17,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Heard,198648,110000,87,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stearns,198516,3268950,10,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Linn,198439,,3,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Elko,198382,225000,8,Nevada,NV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saluda,198222,,30,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,198182,182450,9,Vermont,VT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wyoming,198015,86200,57,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Citrus,197968,115000,33,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dunn,197938,,24,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,197878,,18,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lee,197833,,13,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Campbell,197708,,11,Wyoming,WY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tom Green,197708,,68,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Taylor,197700,130500,132,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Perry,197639,,49,Arkansas,AR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mercer,197455,,16,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Polk,197454,,1,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Alexander,197452,122500,86,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Natchitoches,197408,,30,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grady,197405,153500,109,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Holmes,197404,145000,65,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adams,197354,169950,27,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chase,197274,,72,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,197163,,7,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Platte,197074,,21,Wyoming,WY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
San Juan,196922,,12,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kershaw,196777,,21,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cherokee,196775,120000,24,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rhea,196693,125000,49,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ramsey,196651,,9,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mitchell,196613,,80,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Meigs,196115,183250,61,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hancock,196104,,8,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tishomingo,196093,,34,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Brown,196081,150000,12,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jasper,196076,125000,75,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grayson,196021,114450,65,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gosper,196014,,41,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Newton,195927,132900,9,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Terrebonne,195926,,16,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Okeechobee,195883,85000,37,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jackson,195816,88000,83,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cascade,195775,,8,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Floyd,195769,107000,27,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Anderson,195730,,16,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barry,195574,135000,31,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sioux,195437,,56,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wakulla,195360,,54,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Fairbanks North Star,195303,,10,Alaska,AK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Uvalde,195269,,109,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint Croix,195157,115000,14,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Craven,195047,60000,28,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Adams,195026,,18,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dauphin,195020,,15,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Washington,194912,151800,16,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Plymouth,194835,,26,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Livingston,194703,,10,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morgan,194523,,14,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Pasco,194420,142350,12,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Kit Carson,194274,,57,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ontario,194178,155000,30,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Otsego,193842,112500,38,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,193784,,20,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Deuel,193744,,42,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Polk,193711,,40,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Unicoi,193606,109000,68,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clinton,193446,165000,28,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Menard,193262,,205,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,193151,158250,25,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Calhoun,193067,72000,35,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morgan,192961,,36,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Polk,192932,,39,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,192715,,15,South Dakota,SD,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stanton,192657,142000,36,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Leavenworth,192636,,5,Kansas,KS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cherokee,192614,132000,43,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Polk,192539,85250,50,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lincoln,192512,,43,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Franklin,192475,113200,80,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Autauga,192469,147450,19,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clarke,192403,149500,,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Richland,192343,147000,6,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Doddridge,192150,,19,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Racine,192050,158200,5,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Gordon,191982,135000,67,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wahkiakum,191881,600000,39,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Charlotte,191845,,110,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Baker,191755,98900,88,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Jefferson,191730,82960,22,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rensselaer,191711,165000,21,New York,NY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stanly,191624,,60,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Delaware,191612,6325000,30,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carroll,191608,138950,26,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Morgan,191545,,15,West Virginia,WV,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clarendon,191312,125000,29,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Iberville,191264,,29,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Bryan,191152,142000,19,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tippecanoe,191124,,9,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Warrick,191108,,35,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Cullman,190983,,21,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Custer,190969,,32,Montana,MT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clinch,190862,91500,108,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lake of the Woods,190513,,66,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Vernon,190505,121250,47,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lauderdale,190422,145000,20,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Catoosa,190259,142000,40,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oceana,190251,79500,54,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Platte,190186,,11,Nebraska,NE,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Benson,190066,,33,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hidalgo,190050,,18,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hancock,190014,178000,68,Georgia,GA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greene,189786,153500,19,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Chippewa,189715,,27,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grant,189606,155000,27,Washington,WA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Rio Blanco,189577,277500,35,Colorado,CO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Giles,189493,,98,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Payette,189334,,25,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clark,189325,,19,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lyon,189266,,52,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Richland,189126,,10,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carter,189030,103000,28,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Benton,188971,,36,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Grant,188945,95000,31,Oregon,OR,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Portage,188918,139500,9,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Caldwell,188870,,38,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Ector,188832,,60,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Andrew,188592,,78,Missouri,MO,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Matanuska-Susitna,188551,,2,Alaska,AK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Polk,188333,154000,7,Florida,FL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Berks,188277,145000,14,Pennsylvania,PA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wayne,188052,76625,21,Kentucky,KY,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Caledonia,187945,121375,13,Vermont,VT,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Winneshiek,187690,,32,Iowa,IA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Erie,187665,125000,33,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Saint James,187511,,47,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wharton,187448,,99,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Greene,187430,93700,22,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mille Lacs,187399,,30,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sheboygan,186833,,19,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carlton,186828,,28,Minnesota,MN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Macomb,186804,149300,4,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Webster,186753,,65,Mississippi,MS,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Marshall,186710,,33,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Tyrrell,186629,120750,89,North Carolina,NC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dearborn,186600,,36,Indiana,IN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hockley,186413,,124,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Wythe,186204,130450,62,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Mackinac,186098,,63,Michigan,MI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Titus,186086,,152,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Clay,186076,87000,90,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Anderson,186004,139900,12,South Carolina,SC,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Iron,185947,64900,67,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
San Miguel,185527,,8,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Lynn,185525,,157,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Barbour,185487,,35,Alabama,AL,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Hamblen,185166,114500,34,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Sullivan,185099,127000,15,Tennessee,TN,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Love,185077,103000,57,Oklahoma,OK,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
McKenzie,184931,,11,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Carroll,184908,117000,57,Virginia,VA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Eddy,184862,,17,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Oneida,184805,,41,Idaho,ID,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Burnett,184754,137000,51,Wisconsin,WI,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
La Salle,184712,,57,Louisiana,LA,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Freestone,184685,,116,Texas,TX,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Dona Ana,184611,,3,New Mexico,NM,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Licking,184485,148000,11,Ohio,OH,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
Stutsman,184465,,7,North Dakota,ND,,county,2017-01-18,Jan 18,Oct '16 - Jan '17,Jan 18
