Year,Make,Type,Model,ColorName,Color,ColorCode,Locale
1991,Acura,DETAIL,Integra,Charcoal Granite Metallic,NH-531M,#191F11,En-US
1991,Acura,DETAIL,Integra,Concord Blue Metallic,B-58M,#4C596A,En-US
1991,Acura,DETAIL,Integra,Flint Black Metallic,NH-526M,#050505,En-US
1991,Acura,DETAIL,Integra,Frost White,NH-538,#E5F3E8,En-US
1991,Acura,DETAIL,Integra,Granada Black Metallic,NH-503P,#151517,En-US
1991,Acura,DETAIL,Integra,Honey Beige Metallic,YR-89M,#91938A,En-US
1991,Acura,DETAIL,Integra,Jasper Green Metallic,BG-22M,#589394,En-US
1991,Acura,DETAIL,Integra,Pewter Gray Metallic,NH-537M,#4F5954,En-US
1991,Acura,DETAIL,Integra,Phoenix Red,R-51,#C00000,En-US
1991,Acura,DETAIL,Integra,Polar White Z,NH-512A,#F9FBFD,En-US
1991,Acura,DETAIL,Integra,Rio Red,R-63,#E21414,En-US
1991,Acura,DETAIL,Integra,Rosewood Brown Metallic,YR-503M,#575156,En-US
1991,Acura,DETAIL,Integra,Saxony Blue Metallic,B-56M,#243D6B,En-US
1991,Acura,DETAIL,Integra,Seattle Silver Metallic,YR-94M,#999685,En-US
1991,Acura,DETAIL,Integra,Torino Red Pearl,R-72P,#691E06,En-US
1991,Acura,DETAIL,Integra,Twilight Blue Metallic,RP-19M,#8D90C3,En-US
1991,Acura,DETAIL,Legend,Charcoal Granite Metallic,NH-531M,#191F11,En-US
1991,Acura,DETAIL,Legend,Cobalt Blue Pearl,B-54P,#111121,En-US
1991,Acura,DETAIL,Legend,Frost White,NH-538,#E5F3E8,En-US
1991,Acura,DETAIL,Legend,Geneva Green Pearl,G-62P,#233D2A,En-US
1991,Acura,DETAIL,Legend,Golden Glow Pearl,YR-502P,#A18D6B,En-US
1991,Acura,DETAIL,Legend,Granada Black Metallic,NH-503P,#151517,En-US
1991,Acura,DETAIL,Legend,Honey Beige Metallic,YR-89M,#91938A,En-US
1991,Acura,DETAIL,Legend,Persian Red Metallic,R-65P,#632316,En-US
1991,Acura,DETAIL,Legend,Pewter Gray Metallic,NH-537M,#4F5954,En-US
1991,Acura,DETAIL,Legend,Phoenix Red,R-51,#C00000,En-US
1991,Acura,DETAIL,Legend,Rosewood Brown Metallic,YR-503M,#575156,En-US
1991,Acura,DETAIL,Legend,Seattle Silver Metallic,YR-94M,#999685,En-US
1991,Acura,DETAIL,Legend,Sirius White Tri-coat Pearl,NH-515P,#D9E0CE,En-US
1991,Acura,DETAIL,Legend,Twilight Blue Metallic,RP-19M,#8D90C3,En-US
1991,Acura,DETAIL,Legend,Vineyard Gray Metallic,RP-20M,#322C2B,En-US
1991,Acura,DETAIL,NSX,Berlina Black,NH-547,#000000,En-US
1991,Acura,DETAIL,NSX,Formula Red Tricoat,R-77,#B22119,En-US
1991,Acura,DETAIL,NSX,Persian Red Metallic,R-65P,#632316,En-US
1991,Acura,DETAIL,NSX,Pewter Gray Metallic,NH-537M,#4F5954,En-US
1991,Acura,DETAIL,NSX,Seattle Silver Metallic,YR-94M,#999685,En-US
1991,Acura,DETAIL,NSX,Sebring Silver Metallic,NH-552M,#9FAE9E,En-US
1991,Chevrolet,DETAIL,Astro,Black,41/ WA8555,#121713,En-US
1991,Chevrolet,DETAIL,Astro,Black Sapphire Metallic,98/WA8863,#3A737C,En-US
1991,Chevrolet,DETAIL,Astro,Dark Garnet Red Metallic,76/WA9154,#821847,En-US
1991,Chevrolet,DETAIL,Astro,Dark Garnet Red Metallic,77/WA9154,#821847,En-US
1991,Chevrolet,DETAIL,Astro,Dark Gray Metallic,97/WA9658,#857B75,En-US
1991,Chevrolet,DETAIL,Astro,Light Blue Metallic,27/WA9264,#A6B7C2,En-US
1991,Chevrolet,DETAIL,Astro,Light Mesa Brown,33/WA9207,#F0E5BD,En-US
1991,Chevrolet,DETAIL,Astro,Light Mesa Brown Metallic,34/WA9208,#C2A16E,En-US
1991,Chevrolet,DETAIL,Astro,Medium Blue Metallic,30/WA9086,#1C4A74,En-US
1991,Chevrolet,DETAIL,Astro,Red,74/WA9260,#A51814,En-US
1991,Chevrolet,DETAIL,Astro,Red Metallic,75/WA8919,#7C2222,En-US
1991,Chevrolet,DETAIL,Astro,Silver Metallic,15/WA8914,#CDD1D5,En-US
1991,Chevrolet,DETAIL,Astro,Warm Gray Metallic,16/WA9659,#949492,En-US
1991,Chevrolet,DETAIL,Astro,White,10/WA9225,#FEFDF2,En-US
1991,Chevrolet,DETAIL,Blazer,Bahama Blue Metallic,22/WA9656,#35ACB7,En-US
1991,Chevrolet,DETAIL,Blazer,Black,19/WA5118/WA848,#0A150D,En-US
1991,Chevrolet,DETAIL,Blazer,Black,41/ WA8555,#121713,En-US
