"annarbor","19","2.00645","628","collectibles"
"annarbor","20","2.00006","626","recreational vehicles"
"annarbor","21","1.66139","520","bicycles"
"annarbor","22","1.56235","489","auto wheels & tires"
"annarbor","23","1.40260","439","boats"
"annarbor","24","1.21410","380","business"
"annarbor","25","1.17576","368","toys & games"
"annarbor","26","1.14061","357","computers"
"annarbor","27","1.09908","344","cell phones"
"annarbor","28","0.95211","298","materials"
"annarbor","29","0.86904","272","health and beauty"
"annarbor","30","0.78277","245","arts & crafts"
"annarbor","31","0.69651","218","heavy equipment"
"annarbor","32","0.69331","217","video gaming"
"annarbor","33","0.63261","198","trailers"
"annarbor","34","0.58788","184","photo/video"
"annarbor","35","0.53995","169","jewelry"
"annarbor","36","0.53037","166","motorcycle parts & accessories"
"annarbor","37","0.52398","164","wanted"
"annarbor","38","0.39298","123","computer parts"
"annarbor","39","0.36742","115","boat parts & accessories"
"annarbor","40","0.33547","105","books & magazines"
"annarbor","41","0.27157","85","bicycle parts"
"annarbor","42","0.16294","51","cds / dvds / vhs"
"annarbor","43","0.01278","4","barter"
"annarbor","44","0.00000","0","garage & moving sales"
"annarbor","45","0.00000","0","free stuff"
"asheville","1","16.04627","6423","furniture"
"asheville","2","13.54802","5423","cars & trucks"
"asheville","3","7.79205","3119","general for sale"
"asheville","4","5.37873","2153","farm & garden"
"asheville","5","4.28700","1716","auto parts"
"asheville","7","4.07715","1632","motorcycles/scooters"
"asheville","8","3.79484","1519","antiques"
"asheville","9","3.48756","1396","household items"
"asheville","10","3.27521","1311","musical instruments"
"asheville","11","3.19277","1278","appliances"
"asheville","12","2.89547","1159","sporting goods"
"asheville","13","2.71560","1087","electronics"
"asheville","14","2.30838","924","tools"
"asheville","15","2.30089","921","clothing & accessories"
"asheville","16","1.98111","793","recreational vehicles"
"asheville","17","1.95113","781","collectibles"
"asheville","18","1.90617","763","baby & kid stuff"
"asheville","19","1.73628","695","auto wheels & tires"
"asheville","20","1.60388","642","atvs, utvs, snowmobiles"
"asheville","21","1.50145","601","bicycles"
"asheville","22","1.28910","516","boats"
"asheville","23","1.18667","475","heavy equipment"
"asheville","24","1.13920","456","materials"
"asheville","25","1.07675","431","arts & crafts"
"asheville","26","1.06675","427","business"
"asheville","27","0.89437","358","trailers"
"asheville","28","0.86439","346","cell phones"
"asheville","29","0.74198","297","tickets"
"asheville","30","0.73698","295","health and beauty"
"asheville","31","0.71200","285","computers"
"asheville","32","0.64955","260","motorcycle parts & accessories"
"asheville","33","0.62206","249","toys & games"
"asheville","34","0.61207","245","jewelry"
"asheville","35","0.56960","228","video gaming"
"asheville","36","0.41471","166","bicycle parts"
"asheville","37","0.41221","165","photo/video"
"asheville","38","0.37724","151","wanted"
"asheville","39","0.29479","118","books & magazines"
