"name" "lastname" "firstname" "articleNum" "birthDate" "birthMonth" "birthDay" "zodiac"
"1154" "de Blasio, Bill" "de Blasio" "Bill" 31 1961-05-08 5 8 "Taurus"
"1155" "de Gaulle, Charles" "de Gaulle" "Charles" 5 1890-11-22 11 22 "Scorpio"
"1156" "de Keersmaeker, Anne Teresa" "de Keersmaeker" "Anne Teresa" 8 1960-01-01 1 1 "Capricorn"
"1157" "de Klerk, F W" "de Klerk" "F W" 1 1936-03-18 3 18 "Pisces"
"1158" "de Kooning, Willem" "de Kooning" "Willem" 18 1904-04-24 4 24 "Taurus"
"1159" "de Larrocha, Alicia" "de Larrocha" "Alicia" 2 1923-05-23 5 23 "Gemini"
"1160" "de Montebello, Philippe" "de Montebello" "Philippe" 27 1936-05-16 5 16 "Taurus"
"1161" "de Palma, Brian" "de Palma" "Brian" 5 1940-09-11 9 11 "Virgo"
"1162" "de la Renta, Oscar" "de la Renta" "Oscar" 26 1933-07-22 7 22 "Cancer"
"1163" "de la Rua, Fernando" "de la Rua" "Fernando" 0 1937-09-15 9 15 "Virgo"
"1164" "Eagleburger, Lawrence S" "Eagleburger" "Lawrence S" 0 1930-08-01 8 1 "Leo"
"1165" "Eaglen, Jane" "Eaglen" "Jane" 0 1960-04-04 4 4 "Aries"
"1166" "Eakins, Thomas" "Eakins" "Thomas" 11 1844-07-25 7 25 "Leo"
"1167" "Earhart, Amelia" "Earhart" "Amelia" 10 1897-07-24 7 24 "Leo"
"1168" "Easterbrook, Gregg" "Easterbrook" "Gregg" 5 1953-03-03 3 3 "Pisces"
"1169" "Eastwood, Clint" "Eastwood" "Clint" 47 1930-05-31 5 31 "Gemini"
"1170" "Eaton, Robert J" "Eaton" "Robert J" 0 1940-01-01 1 1 "Capricorn"
"1171" "Ebadi, Shirin" "Ebadi" "Shirin" 14 1947-06-21 6 21 "Gemini"
"1172" "Ebb, Fred" "Ebb" "Fred" 10 1928-04-08 4 8 "Aries"
"1173" "Ebbers, Bernard J" "Ebbers" "Bernard J" 60 1941-08-27 8 27 "Virgo"
"1174" "Eberharter, Stephan" "Eberharter" "Stephan" 0 1969-03-24 3 24 "Aries"
"1175" "Ebersol, Dick" "Ebersol" "Dick" 17 1947-07-28 7 28 "Leo"
"1176" "Ebersole, Christine" "Ebersole" "Christine" 22 1953-02-21 2 21 "Pisces"
"1177" "Ebert, Roger" "Ebert" "Roger" 7 1942-06-18 6 18 "Gemini"
"1178" "Ecevit, Bulent" "Ecevit" "Bulent" 1 1925-05-28 5 28 "Gemini"
"1179" "Echeverria, Luis" "Echeverria" "Luis" 1 1922-01-17 1 17 "Capricorn"
"1180" "Edberg, Stefan" "Edberg" "Stefan" 1 1966-01-19 1 19 "Capricorn"
"1181" "Edelman, Marian Wright" "Edelman" "Marian Wright" 1 1939-06-06 6 6 "Gemini"
"1182" "Edelstein, David N" "Edelstein" "David N" 0 1910-02-16 2 16 "Aquarius"
"1183" "Edgar, Jim" "Edgar" "Jim" 2 1946-07-22 7 22 "Cancer"
"1184" "Edison, Thomas A" "Edison" "Thomas A" 6 1847-02-11 2 11 "Aquarius"
"1185" "Edwards, Blake" "Edwards" "Blake" 1 1922-07-26 7 26 "Leo"
"1186" "Edwards, Edwin W" "Edwards" "Edwin W" 0 1927-08-07 8 7 "Leo"
"1187" "Edwards, Elizabeth" "Edwards" "Elizabeth" 34 1949-07-03 7 3 "Cancer"
"1188" "Edwards, Herman" "Edwards" "Herman" 53 1954-04-27 4 27 "Taurus"
"1189" "Edwards, John" "Edwards" "John" 273 1953-06-10 6 10 "Gemini"
"1190" "Egan, Edward M" "Egan" "Edward M" 29 1932-04-02 4 2 "Aries"
"1191" "Egan, Timothy" "Egan" "Timothy" 6 1954-11-08 11 8 "Scorpio"
"1192" "Egeland, Jan" "Egeland" "Jan" 4 1957-09-12 9 12 "Virgo"
"1193" "Eggers, Dave" "Eggers" "Dave" 22 1970-03-12 3 12 "Pisces"
"1194" "Egoyan, Atom" "Egoyan" "Atom" 12 1960-07-19 7 19 "Cancer"
"1195" "Ehrenreich, Barbara" "Ehrenreich" "Barbara" 12 1941-08-26 8 26 "Virgo"
"1196" "Ehrlich, Robert L Jr" "Ehrlich" "Robert L Jr" 9 1957-11-25 11 25 "Sagittarius"
"1197" "Eichenwald, Kurt" "Eichenwald" "Kurt" 4 1961-06-28 6 28 "Cancer"
"1198" "Eichmann, Adolf" "Eichmann" "Adolf" 9 1906-03-19 3 19 "Pisces"
"1199" "Einstein, Albert" "Einstein" "Albert" 34 1879-03-14 3 14 "Pisces"
"1200" "Eisenhower, Dwight David" "Eisenhower" "Dwight David" 31 1890-10-14 10 14 "Libra"
"1201" "Eisenman, Peter" "Eisenman" "Peter" 6 1932-08-11 8 11 "Leo"
"1202" "Eisenstein, Sergei" "Eisenstein" "Sergei" 1 1898-01-22 1 22 "Aquarius"
"1203" "Eisley, Howard" "Eisley" "Howard" 0 1972-12-04 12 4 "Sagittarius"
"1204" "Eisner, Michael D" "Eisner" "Michael D" 63 1942-03-07 3 7 "Pisces"
"1205" "Eizenstat, Stuart E" "Eizenstat" "Stuart E" 2 1943-01-15 1 15 "Capricorn"
"1206" "Ekeus, Rolf" "Ekeus" "Rolf" 0 1935-07-07 7 7 "Cancer"
"1207" "El-Hage, Wadih" "El-Hage" "Wadih" 2 1960-07-25 7 25 "Leo"
"1208" "ElBaradei, Mohamed" "ElBaradei" "Mohamed" 42 1942-06-17 6 17 "Gemini"
"1209" "Eldredge, Todd" "Eldredge" "Todd" 0 1971-08-28 8 28 "Virgo"
"1210" "Eliasson, Olafur" "Eliasson" "Olafur" 19 1967-01-01 1 1 "Capricorn"
"1211" "Eliot, Thomas Stearns" "Eliot" "Thomas Stearns" 6 1888-09-26 9 26 "Libra"
"1212" "Elizabeth II, Queen of Great Britain" "Elizabeth II" "Queen of Great Britain" 20 1926-04-21 4 21 "Taurus"
"1213" "Elkin, Stanley" "Elkin" "Stanley" 0 1930-05-11 5 11 "Taurus"
"1214" "Ellington, Duke" "Ellington" "Duke" 17 1899-04-29 4 29 "Taurus"
"1215" "Elliott, Andrea" "Elliott" "Andrea" 0 1972-12-14 12 14 "Sagittarius"
"1216" "Ellis, Bret Easton" "Ellis" "Bret Easton" 8 1964-03-07 3 7 "Pisces"
"1217" "Ellis, Joseph J" "Ellis" "Joseph J" 6 1943-07-18 7 18 "Cancer"
"1218" "Ellis, Shaun" "Ellis" "Shaun" 9 1977-06-24 6 24 "Cancer"
"1219" "Ellison, Lawrence J" "Ellison" "Lawrence J" 18 1944-08-17 8 17 "Leo"
"1220" "Ellison, Ralph" "Ellison" "Ralph" 7 1913-03-01 3 1 "Pisces"
"1221" "Ellroy, James" "Ellroy" "James" 5 1948-03-04 3 4 "Pisces"
"1222" "Ellsberg, Daniel" "Ellsberg" "Daniel" 5 1931-04-07 4 7 "Aries"
"1223" "Els, Ernie" "Els" "Ernie" 26 1969-10-17 10 17 "Libra"
"1224" "Elway, John" "Elway" "John" 4 1960-06-28 6 28 "Cancer"
"1225" "Emanuel, Rahm" "Emanuel" "Rahm" 63 1959-11-29 11 29 "Sagittarius"
"1226" "Eminem" "Eminem" NA 18 1972-10-17 10 17 "Libra"
"1227" "Engel, Eliot L" "Engel" "Eliot L" 1 1947-02-18 2 18 "Aquarius"
"1228" "England, Lynndie R" "England" "Lynndie R" 8 1982-11-08 11 8 "Scorpio"
"1229" "Engler, John" "Engler" "John" 0 1948-10-12 10 12 "Libra"
"1230" "Enqvist, Thomas" "Enqvist" "Thomas" 1 1974-03-13 3 13 "Pisces"
"1231" "Ensign, John" "Ensign" "John" 22 1958-03-25 3 25 "Aries"
"1232" "Ensler, Eve" "Ensler" "Eve" 10 1953-05-25 5 25 "Gemini"
"1233" "Ephron, Nora" "Ephron" "Nora" 25 1941-05-19 5 19 "Taurus"
"1234" "Erbakan, Necmettin" "Erbakan" "Necmettin" 0 1926-10-29 10 29 "Scorpio"
"1235" "Erdogan, Recep Tayyip" "Erdogan" "Recep Tayyip" 86 1954-02-26 2 26 "Pisces"
"1236" "Erdrich, Louise" "Erdrich" "Louise" 9 1954-06-07 6 7 "Gemini"
"1237" "Erekat, Saeb" "Erekat" "Saeb" 7 1955-04-28 4 28 "Taurus"
"1238" "Eristoff, Andrew S" "Eristoff" "Andrew S" 0 1963-02-20 2 20 "Pisces"
"1239" "Erlanger, Steven" "Erlanger" "Steven" 1 1952-01-01 1 1 "Capricorn"
"1240" "Errico, Melissa" "Errico" "Melissa" 2 1970-03-23 3 23 "Aries"
"1241" "Erving, Julius" "Erving" "Julius" 3 1950-02-22 2 22 "Pisces"
"1242" "Esbjornson, David" "Esbjornson" "David" 3 NA NA NA NA
"1243" "Eschenbach, Christoph" "Eschenbach" "Christoph" 17 1940-01-01 1 1 "Capricorn"
"1244" "Esiason, Boomer" "Esiason" "Boomer" 4 1961-04-17 4 17 "Aries"
"1245" "Espada, Pedro Jr" "Espada" "Pedro Jr" 59 1953-10-20 10 20 "Libra"
"1246" "Espy, Mike" "Espy" "Mike" 0 1953-11-30 11 30 "Sagittarius"
"1247" "Esrey, William T" "Esrey" "William T" 0 1940-01-01 1 1 "Capricorn"
"1248" "Estefan, Gloria" "Estefan" "Gloria" 2 1957-09-01 9 1 "Virgo"
"1249" "Estrada, Joseph" "Estrada" "Joseph" 2 1937-04-19 4 19 "Aries"
"1250" "Estrada, Miguel" "Estrada" "Miguel" 0 1961-09-25 9 25 "Libra"
"1251" "Eszterhas, Joe" "Eszterhas" "Joe" 2 1944-11-23 11 23 "Sagittarius"
"1252" "Etzioni, Amitai" "Etzioni" "Amitai" 1 1929-01-04 1 4 "Capricorn"
"1253" "Eugenides, Jeffrey" "Eugenides" "Jeffrey" 6 1960-03-08 3 8 "Pisces"
"1254" "Euripides" "Euripides" NA 17 NA NA NA NA
"1255" "Evans, Donald L" "Evans" "Donald L" 3 1946-07-26 7 26 "Leo"
"1256" "Evans, Walker" "Evans" "Walker" 13 1903-11-03 11 3 "Scorpio"
"1257" "Everett, Carl" "Everett" "Carl" 2 1971-06-03 6 3 "Gemini"
"1258" "Everett, Rupert" "Everett" "Rupert" 7 1959-05-29 5 29 "Gemini"
"1259" "Evers, Medgar" "Evers" "Medgar" 2 1925-07-02 7 2 "Cancer"
"1260" "Everson, Mark W" "Everson" "Mark W" 4 1954-09-10 9 10 "Virgo"
"1261" "Evert, Chris" "Evert" "Chris" 6 1954-12-21 12 21 "Sagittarius"
"1262" "Ewing, Patrick" "Ewing" "Patrick" 10 1962-08-05 8 5 "Leo"
"1263" "Eyadema, Gnassingbe" "Eyadema" "Gnassingbe" 0 1935-12-26 12 26 "Capricorn"
"1264" "Eyre, Richard" "Eyre" "Richard" 7 1943-03-28 3 28 "Aries"
"1265" "Fahd" "Fahd" NA 5 1921-03-16 3 16 "Pisces"
"1266" "Fahim, Muhammad" "Fahim" "Muhammad" 4 1957-01-01 1 1 "Capricorn"
"1267" "Faircloth, Lauch" "Faircloth" "Lauch" 0 1928-01-14 1 14 "Capricorn"
"1268" "Fairstein, Linda" "Fairstein" "Linda" 3 1947-05-05 5 5 "Taurus"
"1269" "Faithfull, Marianne" "Faithfull" "Marianne" 4 1946-12-29 12 29 "Capricorn"
"1270" "Falco, Edie" "Falco" "Edie" 13 1963-07-05 7 5 "Cancer"
"1271" "Faldo, Nick" "Faldo" "Nick" 13 1957-07-18 7 18 "Cancer"
"1272" "Falk, David" "Falk" "David" 2 1950-01-01 1 1 "Capricorn"
"1273" "Falk, Peter" "Falk" "Peter" 1 1927-09-16 9 16 "Virgo"
"1274" "Fallows, James" "Fallows" "James" 6 1949-08-02 8 2 "Leo"
"1275" "Faludi, Susan" "Faludi" "Susan" 3 1959-04-18 4 18 "Aries"
"1276" "Falwell, Jerry" "Falwell" "Jerry" 23 1933-08-11 8 11 "Leo"
"1277" "Farrakhan, Louis" "Farrakhan" "Louis" 8 1933-05-11 5 11 "Taurus"
"1278" "Farrell, Colin" "Farrell" "Colin" 26 1976-05-31 5 31 "Gemini"
"1279" "Farrell, Herman D Jr" "Farrell" "Herman D Jr" 3 1932-02-04 2 4 "Aquarius"
"1280" "Farrell, Suzanne" "Farrell" "Suzanne" 12 1945-08-16 8 16 "Leo"
"1281" "Farrow, Mia" "Farrow" "Mia" 10 1945-02-09 2 9 "Aquarius"
"1282" "Fassbinder, Rainer Werner" "Fassbinder" "Rainer Werner" 7 1945-05-31 5 31 "Gemini"
"1283" "Fassel, Jim" "Fassel" "Jim" 8 1949-08-31 8 31 "Virgo"
"1284" "Fastow, Andrew S" "Fastow" "Andrew S" 19 1961-12-22 12 22 "Capricorn"
"1285" "Fauci, Anthony S" "Fauci" "Anthony S" 4 1940-12-24 12 24 "Capricorn"
"1286" "Faulk, Marshall" "Faulk" "Marshall" 0 1973-02-26 2 26 "Pisces"
"1287" "Faulkner, Daniel" "Faulkner" "Daniel" 0 NA NA NA NA
"1288" "Faulkner, William" "Faulkner" "William" 10 1897-09-25 9 25 "Libra"
"1289" "Favre, Brett" "Favre" "Brett" 129 1969-10-10 10 10 "Libra"
"1290" "Fayed, Emad al-" "Fayed" "Emad al-" 0 1955-04-15 4 15 "Aries"
"1291" "Fayed, Mohamed al-" "Fayed" "Mohamed al-" 2 1933-01-27 1 27 "Aquarius"
"1292" "Fayyad, Salam" "Fayyad" "Salam" 16 1952-04-02 4 2 "Aries"
"1293" "Fazio, Vic" "Fazio" "Vic" 0 1942-10-11 10 11 "Libra"
"1294" "Federer, Roger" "Federer" "Roger" 296 1981-08-08 8 8 "Leo"
"1295" "Feerick, John D" "Feerick" "John D" 4 NA NA NA NA
"1296" "Fehr, Donald" "Fehr" "Donald" 41 1948-06-18 6 18 "Gemini"
"1297" "Feiffer, Jules" "Feiffer" "Jules" 7 1929-01-26 1 26 "Aquarius"
"1298" "Feinberg, Kenneth R" "Feinberg" "Kenneth R" 28 1945-10-23 10 23 "Libra"
"1299" "Feiner, Paul" "Feiner" "Paul" 4 1956-02-14 2 14 "Aquarius"
"1300" "Feingold, Russell D" "Feingold" "Russell D" 22 1953-03-02 3 2 "Pisces"
"1301" "Feinstein, Dianne" "Feinstein" "Dianne" 32 1933-06-22 6 22 "Cancer"
"1302" "Feinstein, Michael" "Feinstein" "Michael" 16 1956-09-07 9 7 "Virgo"
"1303" "Feith, Douglas J" "Feith" "Douglas J" 6 1953-07-16 7 16 "Cancer"
"1304" "Feld, Eliot" "Feld" "Eliot" 11 1942-07-05 7 5 "Cancer"
"1305" "Feldman, Morton" "Feldman" "Morton" 10 1926-01-12 1 12 "Capricorn"
"1306" "Feldman, Sandra" "Feldman" "Sandra" 1 1939-10-13 10 13 "Libra"
"1307" "Feldshuh, Tovah" "Feldshuh" "Tovah" 7 1952-12-27 12 27 "Capricorn"
"1308" "Fellini, Federico" "Fellini" "Federico" 4 1920-01-20 1 20 "Capricorn"
"1309" "Feltsman, Vladimir" "Feltsman" "Vladimir" 8 1952-01-08 1 8 "Capricorn"
"1310" "Ferencz, Benjamin B" "Ferencz" "Benjamin B" 0 1920-03-11 3 11 "Pisces"
"1311" "Ferguson, Niall" "Ferguson" "Niall" 10 1964-04-18 4 18 "Aries"
"1312" "Fernandes, George" "Fernandes" "George" 0 1930-06-03 6 3 "Gemini"
"1313" "Fernandez, Leonel" "Fernandez" "Leonel" 0 1953-12-26 12 26 "Capricorn"
"1314" "Ferraro, Geraldine A" "Ferraro" "Geraldine A" 10 1935-08-26 8 26 "Virgo"
"1315" "Ferre, Gianfranco" "Ferre" "Gianfranco" 4 1944-08-15 8 15 "Leo"
"1316" "Ferreira, Wayne" "Ferreira" "Wayne" 0 1971-09-15 9 15 "Virgo"
"1317" "Ferrell, Will" "Ferrell" "Will" 35 1967-07-16 7 16 "Cancer"
"1318" "Ferrer, Fernando" "Ferrer" "Fernando" 240 1950-04-30 4 30 "Taurus"
"1319" "Ferrero, Juan Carlos" "Ferrero" "Juan Carlos" 7 1980-02-12 2 12 "Aquarius"
"1320" "Fey, Tina" "Fey" "Tina" 28 1970-05-18 5 18 "Taurus"
"1321" "Fhimah, Al Amin Khalifa" "Fhimah" "Al Amin Khalifa" 0 1956-04-04 4 4 "Aries"
"1322" "Fiedler, Jay" "Fiedler" "Jay" 7 1971-12-29 12 29 "Capricorn"
"1323" "Fieger, Geoffrey" "Fieger" "Geoffrey" 1 1950-12-23 12 23 "Capricorn"
"1324" "Field, Sally" "Field" "Sally" 6 1946-11-06 11 6 "Scorpio"
"1325" "Fielder, Cecil" "Fielder" "Cecil" 1 1963-09-21 9 21 "Virgo"
"1326" "Fields, C Virginia" "Fields" "C Virginia" 81 1945-08-06 8 6 "Leo"
"1327" "Fiennes, Ralph" "Fiennes" "Ralph" 22 1962-12-22 12 22 "Capricorn"
"1328" "Fierstein, Harvey" "Fierstein" "Harvey" 12 1952-06-06 6 6 "Gemini"
"1329" "Figgis, Mike" "Figgis" "Mike" 0 1948-02-28 2 28 "Pisces"
"1330" "Filkins, Dexter" "Filkins" "Dexter" 13 1961-01-01 1 1 "Capricorn"
"1331" "Fine, Glenn A" "Fine" "Glenn A" 2 NA NA NA NA
"1332" "Finley, Karen" "Finley" "Karen" 2 1956-01-01 1 1 "Capricorn"
"1333" "Fiorina, Carleton S" "Fiorina" "Carleton S" 42 1954-09-06 9 6 "Virgo"
"1334" "Firth, Colin" "Firth" "Colin" 12 1960-09-10 9 10 "Virgo"
"1335" "Fischer, Bobby" "Fischer" "Bobby" 18 1943-03-09 3 9 "Pisces"
"1336" "Fischer, Joschka" "Fischer" "Joschka" 4 1948-04-12 4 12 "Aries"
"1337" "Fischer, Stanley" "Fischer" "Stanley" 2 1943-10-15 10 15 "Libra"
"1338" "Fischl, Eric" "Fischl" "Eric" 2 1948-03-09 3 9 "Pisces"
"1339" "Fish, Mardy" "Fish" "Mardy" 9 1981-12-09 12 9 "Sagittarius"
"1340" "Fish, Stanley" "Fish" "Stanley" 7 1938-04-19 4 19 "Aries"
"1341" "Fisher, Amy" "Fisher" "Amy" 5 1974-08-21 8 21 "Leo"
"1342" "Fisher, Carrie" "Fisher" "Carrie" 11 1956-10-21 10 21 "Libra"
"1343" "Fisher, George M C" "Fisher" "George M C" 1 1940-01-01 1 1 "Capricorn"
"1344" "Fisk, Carlton" "Fisk" "Carlton" 2 1947-12-26 12 26 "Capricorn"
"1345" "Fitzgerald, Ella" "Fitzgerald" "Ella" 6 1917-04-25 4 25 "Taurus"
"1346" "Fitzgerald, F Scott" "Fitzgerald" "F Scott" 22 1896-09-24 9 24 "Libra"
"1347" "Fitzgerald, Patrick J" "Fitzgerald" "Patrick J" 58 1960-12-22 12 22 "Capricorn"
"1348" "Fitzgerald, Penelope" "Fitzgerald" "Penelope" 0 1916-12-17 12 17 "Sagittarius"
"1349" "Flake, Floyd H" "Flake" "Floyd H" 8 1945-01-30 1 30 "Aquarius"
"1350" "Flanders, Stephanie" "Flanders" "Stephanie" 0 1968-08-05 8 5 "Leo"
"1351" "Flaubert, Gustave" "Flaubert" "Gustave" 5 1821-12-12 12 12 "Sagittarius"
"1352" "Flavin, Dan" "Flavin" "Dan" 9 1933-04-01 4 1 "Aries"
"1353" "Flay, Bobby" "Flay" "Bobby" 18 1964-12-10 12 10 "Sagittarius"
"1354" "Fleischer, Ari" "Fleischer" "Ari" 7 1960-10-13 10 13 "Libra"
"1355" "Fleisher, Bruce" "Fleisher" "Bruce" 0 1948-10-16 10 16 "Libra"
"1356" "Fleiss, Heidi" "Fleiss" "Heidi" 3 1965-12-30 12 30 "Capricorn"
"1357" "Fleming, Renee" "Fleming" "Renee" 35 1959-02-14 2 14 "Aquarius"
"1358" "Fletcher, Ernie" "Fletcher" "Ernie" 16 1952-11-12 11 12 "Scorpio"
"1359" "Fleury, Theo" "Fleury" "Theo" 1 1968-06-29 6 29 "Cancer"
"1360" "Florio, Jim" "Florio" "Jim" 1 1937-08-29 8 29 "Virgo"
"1361" "Florio, Steven T" "Florio" "Steven T" 2 1949-04-19 4 19 "Aries"
"1362" "Flowers, Gennifer" "Flowers" "Gennifer" 2 1950-01-24 1 24 "Aquarius"
"1363" "Flutie, Doug" "Flutie" "Doug" 5 1962-10-23 10 23 "Libra"
"1364" "Flynt, Larry" "Flynt" "Larry" 4 1942-11-01 11 1 "Scorpio"
"1365" "Fo, Dario" "Fo" "Dario" 2 1926-03-24 3 24 "Aries"
"1366" "Foer, Jonathan Safran" "Foer" "Jonathan Safran" 17 1977-02-21 2 21 "Pisces"
"1367" "Foley, Glenn" "Foley" "Glenn" 0 1970-10-10 10 10 "Libra"
"1368" "Foley, Mark A" "Foley" "Mark A" 58 1954-09-08 9 8 "Virgo"
"1369" "Fonda, Jane" "Fonda" "Jane" 23 1937-12-21 12 21 "Sagittarius"
"1370" "Foner, Eric" "Foner" "Eric" 2 1943-02-07 2 7 "Aquarius"
"1371" "Foote, Horton" "Foote" "Horton" 27 1916-03-14 3 14 "Pisces"
"1372" "Forbes, Malcolm" "Forbes" "Malcolm" 3 1919-08-19 8 19 "Leo"
"1373" "Forbes, Malcolm S Jr" "Forbes" "Malcolm S Jr" 0 1947-07-18 7 18 "Cancer"
"1374" "Forbes, Michael P" "Forbes" "Michael P" 1 1952-07-16 7 16 "Cancer"
"1375" "Ford, Gerald Rudolph Jr" "Ford" "Gerald Rudolph Jr" 47 1913-07-14 7 14 "Cancer"
"1376" "Ford, Harrison" "Ford" "Harrison" 13 1942-07-13 7 13 "Cancer"
"1377" "Ford, Henry" "Ford" "Henry" 9 1863-07-30 7 30 "Leo"
"1378" "Ford, Richard" "Ford" "Richard" 5 1944-02-16 2 16 "Aquarius"
"1379" "Ford, Tom" "Ford" "Tom" 28 1961-08-27 8 27 "Virgo"
"1380" "Fordice, Kirk" "Fordice" "Kirk" 2 1934-02-10 2 10 "Aquarius"
"1381" "Foreman, George" "Foreman" "George" 6 1949-01-10 1 10 "Capricorn"
"1382" "Forrest, Vernon" "Forrest" "Vernon" 4 1971-01-12 1 12 "Capricorn"
"1383" "Forrester, Douglas R" "Forrester" "Douglas R" 70 1953-01-24 1 24 "Aquarius"
"1384" "Forstmann, Theodore J" "Forstmann" "Theodore J" 4 1940-02-13 2 13 "Aquarius"
"1385" "Fortuyn, Pim" "Fortuyn" "Pim" 2 1948-02-19 2 19 "Pisces"
"1386" "Foss, Lukas" "Foss" "Lukas" 2 1922-08-15 8 15 "Leo"
"1387" "Fosse, Bob" "Fosse" "Bob" 4 1927-06-23 6 23 "Cancer"
"1388" "Fossella, Vito J Jr" "Fossella" "Vito J Jr" 36 1965-03-09 3 9 "Pisces"
"1389" "Fossett, Steve" "Fossett" "Steve" 26 1944-04-22 4 22 "Taurus"
"1390" "Foster, Jodie" "Foster" "Jodie" 8 1962-11-19 11 19 "Scorpio"
"1391" "Foster, Vincent W Jr" "Foster" "Vincent W Jr" 1 1945-01-15 1 15 "Capricorn"
"1392" "Fox Quesada, Vicente" "Fox Quesada" "Vicente" 0 1942-07-02 7 2 "Cancer"
"1393" "Fox, Michael J" "Fox" "Michael J" 10 1961-06-09 6 9 "Gemini"
"1394" "Foxman, Abraham H" "Foxman" "Abraham H" 6 1940-05-01 5 1 "Taurus"
"1395" "Foxx, Jamie" "Foxx" "Jamie" 28 1967-12-13 12 13 "Sagittarius"
"1396" "Franchitti, Dario" "Franchitti" "Dario" 13 1973-05-19 5 19 "Taurus"
"1397" "Franco, Francisco" "Franco" "Francisco" 12 1892-12-04 12 4 "Sagittarius"
"1398" "Franco, Itamar" "Franco" "Itamar" 0 1930-06-28 6 28 "Cancer"
"1399" "Franco, John" "Franco" "John" 6 1960-09-17 9 17 "Virgo"
"1400" "Franey, Pierre" "Franey" "Pierre" 1 1921-01-13 1 13 "Capricorn"
"1401" "Frank, Anne" "Frank" "Anne" 24 1929-06-12 6 12 "Gemini"
"1402" "Frank, Barney" "Frank" "Barney" 47 1940-03-31 3 31 "Aries"
"1403" "Frank, Lawrence" "Frank" "Lawrence" 25 1970-08-23 8 23 "Virgo"
"1404" "Frank, Pamela" "Frank" "Pamela" 0 1967-06-20 6 20 "Gemini"
"1405" "Frank, Robert H" "Frank" "Robert H" 3 1945-01-02 1 2 "Capricorn"
"1406" "Frankel, Max" "Frankel" "Max" 3 1930-01-01 1 1 "Capricorn"
"1407" "Franken, Al" "Franken" "Al" 53 1951-05-21 5 21 "Gemini"
"1408" "Frankenheimer, John" "Frankenheimer" "John" 0 1930-02-19 2 19 "Pisces"
"1409" "Frankenthaler, Helen" "Frankenthaler" "Helen" 3 1928-12-12 12 12 "Sagittarius"
"1410" "Franklin, Aretha" "Franklin" "Aretha" 10 1942-03-25 3 25 "Aries"
"1411" "Franklin, Benjamin" "Franklin" "Benjamin" 21 1706-01-17 1 17 "Capricorn"
"1412" "Franklin, John Hope" "Franklin" "John Hope" 8 1915-01-02 1 2 "Capricorn"
"1413" "Franks, Bob" "Franks" "Bob" 1 1951-09-21 9 21 "Virgo"
"1414" "Franks, Gary A" "Franks" "Gary A" 0 1953-02-09 2 9 "Aquarius"
"1415" "Franks, Tommy R" "Franks" "Tommy R" 18 1945-06-17 6 17 "Gemini"
"1416" "Franzen, Jonathan" "Franzen" "Jonathan" 9 1959-08-17 8 17 "Leo"
"1417" "Fraschilla, Fran" "Fraschilla" "Fran" 0 1958-08-30 8 30 "Virgo"
"1418" "Fraser, C Gerald" "Fraser" "C Gerald" 0 1928-01-09 1 9 "Capricorn"
"1419" "Frayn, Michael" "Frayn" "Michael" 9 1933-09-08 9 8 "Virgo"
"1420" "Frazier, Walt" "Frazier" "Walt" 7 1945-03-29 3 29 "Aries"
"1421" "Frears, Stephen" "Frears" "Stephen" 10 1941-06-20 6 20 "Gemini"
"1422" "Freedman, Samuel G" "Freedman" "Samuel G" 7 1955-01-01 1 1 "Capricorn"
"1423" "Freeh, Louis J" "Freeh" "Louis J" 2 1950-01-06 1 6 "Capricorn"
"1424" "Freeman, Mike" "Freeman" "Mike" 0 NA NA NA NA
"1425" "Freeman, Morgan" "Freeman" "Morgan" 31 1937-06-01 6 1 "Gemini"
"1426" "French, Howard W" "French" "Howard W" 1 NA NA NA NA
"1427" "Freni, Mirella" "Freni" "Mirella" 3 1935-02-27 2 27 "Pisces"
"1428" "Freston, Tom" "Freston" "Tom" 6 1945-11-22 11 22 "Scorpio"
"1429" "Freud, Lucian" "Freud" "Lucian" 4 1922-12-08 12 8 "Sagittarius"
"1430" "Freud, Sigmund" "Freud" "Sigmund" 29 1856-05-06 5 6 "Taurus"
"1431" "Frey, James" "Frey" "James" 44 1969-09-12 9 12 "Virgo"
"1432" "Friedan, Betty" "Friedan" "Betty" 10 1921-02-04 2 4 "Aquarius"
"1433" "Frieden, Thomas R" "Frieden" "Thomas R" 17 1960-01-01 1 1 "Capricorn"
"1434" "Friedman, Kinky" "Friedman" "Kinky" 8 1944-11-01 11 1 "Scorpio"
"1435" "Friedman, Milton" "Friedman" "Milton" 19 1912-07-31 7 31 "Leo"
"1436" "Friedman, Paul L" "Friedman" "Paul L" 0 1944-02-20 2 20 "Pisces"
"1437" "Friedman, Thomas L" "Friedman" "Thomas L" 24 1953-07-20 7 20 "Cancer"
"1438" "Friel, Brian" "Friel" "Brian" 8 1929-01-09 1 9 "Capricorn"
"1439" "Friendly, Fred W" "Friendly" "Fred W" 1 1915-10-30 10 30 "Scorpio"
"1440" "Frist, Bill" "Frist" "Bill" 117 1952-02-22 2 22 "Pisces"
"1441" "Frost, Martin" "Frost" "Martin" 4 1942-01-01 1 1 "Capricorn"
"1442" "Frost, Robert" "Frost" "Robert" 5 1874-03-26 3 26 "Aries"
"1443" "Frum, David" "Frum" "David" 8 1960-06-30 6 30 "Cancer"
