"id","firstname","midname","lastname","ftin","feet","inches","meters","gender"
"3938","Claudia",,"Schiffer","5ft 11in","5","11.000","1.803400","F"
"3939","Phillip",,"Schofield","5ft 11in","5","11.000","1.803400","M"
"3940","Campbell",,"Scott","5ft 11in","5","11.000","1.803400","M"
"3941","Jerry",,"Seinfeld","5ft 11in","5","11.000","1.803400","F"
"3942","Omar",,"Sharif","5ft 11in","5","11.000","1.803400","M"
"3943","Judi",,"Shekoni","5ft 11in","5","11.000","1.803400","F"
"3944","Brooke",,"Shields","5ft 11in","5","11.000","1.803400","F"
"3945","Tom",,"Skerritt","5ft 11in","5","11.000","1.803400","M"
"3946","Scott",,"Speedman","5ft 11in","5","11.000","1.803400","M"
"3947","Hugo",,"Speer","5ft 11in","5","11.000","1.803400","M"
"3948","Sebastian",,"Stan","5ft 11in","5","11.000","1.803400","M"
"3949","Kevin",,"Stapleton","5ft 11in","5","11.000","1.803400","M"
"3950","Nicole",,"Steinwedell","5ft 11in","5","11.000","1.803400","F"
"3951","Jason",,"Stuart","5ft 11in","5","11.000","1.803400","M"
"3952","Ice",,"T","5ft 11in","5","11.000","1.803400",
"3953","Cary","Hiroyuki","Tagawa","5ft 11in","5","11.000","1.803400","F"
"3954","Uma",,"Thurman","5ft 11in","5","11.000","1.803400","F"
"3955","Connor",,"Trinneer","5ft 11in","5","11.000","1.803400","M"
"3956","Alan",,"Tudyk","5ft 11in","5","11.000","1.803400","M"
"3957","Daniel","Von","Bargen","5ft 11in","5","11.000","1.803400","M"
"3958","Robert",,"Wagner","5ft 11in","5","11.000","1.803400","M"
"3959","Rufus",,"Wainwright","5ft 11in","5","11.000","1.803400","M"
"3960","Tom",,"Waits","5ft 11in","5","11.000","1.803400","M"
"3961","Anna",,"Walton","5ft 11in","5","11.000","1.803400","F"
"3962","Michael",,"Warren","5ft 11in","5","11.000","1.803400","M"
"3963","Sigourney",,"Weaver","5ft 11in","5","11.000","1.803400",
"3964","Simon",,"Webbe","5ft 11in","5","11.000","1.803400","M"
"3965","Mark",,"Webber","5ft 11in","5","11.000","1.803400","M"
"3966","Scott",,"Weiland","5ft 11in","5","11.000","1.803400","M"
"3967","Vernon",,"Wells","5ft 11in","5","11.000","1.803400","M"
"3968","Rebecca",,"Wheatley","5ft 11in","5","11.000","1.803400","F"
"3969","Wade",,"Williams","5ft 11in","5","11.000","1.803400","M"
"3970","Bokeem",,"Woodbine","5ft 11in","5","11.000","1.803400",
"3971","James",,"Woods","5ft 11in","5","11.000","1.803400","M"
"3972","Will",,"Young","5ft 11in","5","11.000","1.803400","M"
"3973","Alex",,"Zahara","5ft 11in","5","11.000","1.803400","F"
"3974","Ian",,"Ziering","5ft 11in","5","11.000","1.803400","M"
"3975","Darrell",,"Armstrong","5ft 11.25in","5","11.250","1.809750","M"
"3976","Rowan",,"Atkinson","5ft 11.25in","5","11.250","1.809750","F"
"3977","Hank",,"Azaria","5ft 11.25in","5","11.250","1.809750","M"
"3978","Javier",,"Bardem","5ft 11.25in","5","11.250","1.809750","M"
"3979","David",,"Blue","5ft 11.25in","5","11.250","1.809750","M"
"3980","Matt",,"Bomer","5ft 11.25in","5","11.250","1.809750","M"
"3981","Timothy",,"Bottoms","5ft 11.25in","5","11.250","1.809750","M"
"3982","Raoul",,"Bova","5ft 11.25in","5","11.250","1.809750","M"
"3983","Thomas","Haden","Church","5ft 11.25in","5","11.250","1.809750","M"
"3984","Cary",,"Elwes","5ft 11.25in","5","11.250","1.809750","F"
"3985","Joey",,"Fatone","5ft 11.25in","5","11.250","1.809750","M"
"3986","Richard",,"Hatch","5ft 11.25in","5","11.250","1.809750","M"
"3987","Stacy",,"Keach","5ft 11.25in","5","11.250","1.809750","F"
"3988","Adam",,"Levine","5ft 11.25in","5","11.250","1.809750","M"
"3989","Robert",,"Maschio","5ft 11.25in","5","11.250","1.809750","M"
"3990","Jason",,"Mewes","5ft 11.25in","5","11.250","1.809750","M"
"3991","Matthew",,"Perry","5ft 11.25in","5","11.250","1.809750","M"
"3992","Michael",,"Rosenbaum","5ft 11.25in","5","11.250","1.809750","M"
"3993","Dougray",,"Scott","5ft 11.25in","5","11.250","1.809750",
"3994","Seann","William","Scott","5ft 11.25in","5","11.250","1.809750",
"3995","Mathew","St.","Patrick","5ft 11.25in","5","11.250","1.809750","M"
"3996","Robert",,"Stack","5ft 11.25in","5","11.250","1.809750","M"
"3997","John",,"Stamos","5ft 11.25in","5","11.250","1.809750","M"
"3998","Shane",,"West","5ft 11.25in","5","11.250","1.809750","M"
"3999","Patrick",,"Wilson","5ft 11.25in","5","11.250","1.809750","M"
"4000","John",,"Amos","5ft 11.5in","5","11.500","1.816100","M"
"4001","David",,"Anders","5ft 11.5in","5","11.500","1.816100","M"
"4002","Jonas",,"Armstrong","5ft 11.5in","5","11.500","1.816100","M"
"4003","Alec",,"Baldwin","5ft 11.5in","5","11.500","1.816100","M"
"4004","Jay",,"Baruchel","5ft 11.5in","5","11.500","1.816100","M"
"4005","Adam",,"Beach","5ft 11.5in","5","11.500","1.816100","M"
"4006","David",,"Beckham","5ft 11.5in","5","11.500","1.816100","M"
"4007","Peter",,"Berg","5ft 11.5in","5","11.500","1.816100","M"
"4008","Zach",,"Braff","5ft 11.5in","5","11.500","1.816100","M"
"4009","Alton",,"Brown","5ft 11.5in","5","11.500","1.816100","M"
"4010","Sterling","K","Brown","5ft 11.5in","5","11.500","1.816100","M"
"4011","Santiago",,"Cabrera","5ft 11.5in","5","11.500","1.816100","M"
"4012","Peter",,"Capaldi","5ft 11.5in","5","11.500","1.816100","M"
"4013","Jason",,"Carter","5ft 11.5in","5","11.500","1.816100","M"
"4014","David",,"Caruso","5ft 11.5in","5","11.500","1.816100","M"
"4015","Joshua",,"Close","5ft 11.5in","5","11.500","1.816100","M"
"4016","Sharlto",,"Copley","5ft 11.5in","5","11.500","1.816100",
"4017","Henry","Ian","Cusick","5ft 11.5in","5","11.500","1.816100","M"
"4018","Matt",,"Dallas","5ft 11.5in","5","11.500","1.816100","M"
"4019","Craig",,"David","5ft 11.5in","5","11.500","1.816100","M"
"4020","Leonardo",,"DiCaprio","5ft 11.5in","5","11.500","1.816100","M"
"4021","Jason",,"Dohring","5ft 11.5in","5","11.500","1.816100","M"
"4022","Denholm",,"Elliott","5ft 11.5in","5","11.500","1.816100","M"
"4023","Trevor",,"Eve","5ft 11.5in","5","11.500","1.816100","M"
"4024","Yan",,"Feldman","5ft 11.5in","5","11.500","1.816100","M"
"4025","Colm",,"Feore","5ft 11.5in","5","11.500","1.816100","M"
"4026","Joseph",,"Fiennes","5ft 11.5in","5","11.500","1.816100","M"
"4027","Joe",,"Flanigan","5ft 11.5in","5","11.500","1.816100","M"
"4028","David",,"Frost","5ft 11.5in","5","11.500","1.816100","M"
"4029","Michael",,"Gambon","5ft 11.5in","5","11.500","1.816100","M"
"4030","Jorge",,"Garcia","5ft 11.5in","5","11.500","1.816100","M"
"4031","Cam",,"Gigandet","5ft 11.5in","5","11.500","1.816100","F"
"4032","Philip",,"Glenister","5ft 11.5in","5","11.500","1.816100","M"
"4033","Scott",,"Glenn","5ft 11.5in","5","11.500","1.816100","M"
"4034","Mark","Paul","Gosselaar","5ft 11.5in","5","11.500","1.816100","M"
"4035","Bear",,"Grylls","5ft 11.5in","5","11.500","1.816100",
"4036","Jake",,"Gyllenhaal","5ft 11.5in","5","11.500","1.816100","M"
"4037","GZA",,,"5ft 11.5in","5","11.500","1.816100",
"4038","Lukas",,"Haas","5ft 11.5in","5","11.500","1.816100","M"
"4039","Dean",,"Haglund","5ft 11.5in","5","11.500","1.816100","M"
"4040","Steve",,"Harris","5ft 11.5in","5","11.500","1.816100","M"
"4041","Justin",,"Hawkins","5ft 11.5in","5","11.500","1.816100","M"
"4042","Isaac",,"Hayes","5ft 11.5in","5","11.500","1.816100","M"
"4043","Marcos",,"Hernandez","5ft 11.5in","5","11.500","1.816100","M"
"4044","Howard",,"Hesseman","5ft 11.5in","5","11.500","1.816100","M"
"4045","Al",,"James","5ft 11.5in","5","11.500","1.816100","M"
"4046","Famke",,"Janssen","5ft 11.5in","5","11.500","1.816100",
"4047","Gabe",,"Kaplan","5ft 11.5in","5","11.500","1.816100","M"
"4048","Paul",,"Kaye","5ft 11.5in","5","11.500","1.816100","M"
"4049","Jimmy",,"Kimmell","5ft 11.5in","5","11.500","1.816100","M"
"4050","Ted",,"King","5ft 11.5in","5","11.500","1.816100","M"
"4051","Jeroen",,"Krabbe","5ft 11.5in","5","11.500","1.816100","M"
"4052","Amanda",,"Lamb","5ft 11.5in","5","11.500","1.816100","F"
"4053","Peter",,"Lawford","5ft 11.5in","5","11.500","1.816100","M"
"4054","Lemar",,,"5ft 11.5in","5","11.500","1.816100",
"4055","Matthew",,"Lewis","5ft 11.5in","5","11.500","1.816100","M"
"4056","Ray",,"Liotta","5ft 11.5in","5","11.500","1.816100","M"
"4057","Josh",,"Lucas","5ft 11.5in","5","11.500","1.816100","M"
"4058","Simon",,"Maccorkindale","5ft 11.5in","5","11.500","1.816100","M"
"4059","Lee",,"Majors","5ft 11.5in","5","11.500","1.816100","F"
"4060","Aimee",,"Mann","5ft 11.5in","5","11.500","1.816100","F"
"4061","Ricky",,"Martin","5ft 11.5in","5","11.500","1.816100","M"
"4062","Steve",,"Martin","5ft 11.5in","5","11.500","1.816100","M"
"4063","Ted",,"McGinley","5ft 11.5in","5","11.500","1.816100","M"
"4064","Ryan",,"Merriman","5ft 11.5in","5","11.500","1.816100","M"
"4065","Johnny",,"Messner","5ft 11.5in","5","11.500","1.816100","M"
"4066","Shawn",,"Michaels","5ft 11.5in","5","11.500","1.816100","M"
"4067","P.H.",,"Moriarty","5ft 11.5in","5","11.500","1.816100",
"4068","Chad","Michael","Murray","5ft 11.5in","5","11.500","1.816100","M"
"4069","Samy",,"Naceri","5ft 11.5in","5","11.500","1.816100",
"4070","Ricky",,"Nelson","5ft 11.5in","5","11.500","1.816100","M"
"4071","Ryan",,"O'Neal","5ft 11.5in","5","11.500","1.816100","M"
"4072","Robert",,"Patrick","5ft 11.5in","5","11.500","1.816100","M"
"4073","Bill",,"Paxton","5ft 11.5in","5","11.500","1.816100","M"
"4074","Vincent",,"Perez","5ft 11.5in","5","11.500","1.816100","M"
"4075","Sean",,"Pertwee","5ft 11.5in","5","11.500","1.816100","M"
"4076","Lou","Diamond","Phillips","5ft 11.5in","5","11.500","1.816100","F"
"4077","Missi",,"Pyle","5ft 11.5in","5","11.500","1.816100",
"4078","Aidan",,"Quinn","5ft 11.5in","5","11.500","1.816100","M"
"4079","Josh",,"Radnor","5ft 11.5in","5","11.500","1.816100","M"
"4080","David","Lee","Roth","5ft 11.5in","5","11.500","1.816100","M"
"4081","Alan",,"Ruck","5ft 11.5in","5","11.500","1.816100","M"
"4082","Geoffrey",,"Rush","5ft 11.5in","5","11.500","1.816100","M"
"4083","Tim",,"Russ","5ft 11.5in","5","11.500","1.816100","M"
"4084","Devon",,"Sawa","5ft 11.5in","5","11.500","1.816100","F"
"4085","Ignacio",,"Serrichio","5ft 11.5in","5","11.500","1.816100","M"
"4086","Charles",,"Shaughnessy","5ft 11.5in","5","11.500","1.816100","M"
"4087","Craig",,"Sheffer","5ft 11.5in","5","11.500","1.816100","M"
"4088","Matt",,"Smith","5ft 11.5in","5","11.500","1.816100","M"
"4089","Jerry",,"Springer","5ft 11.5in","5","11.500","1.816100","F"
"4090","David",,"Strathairn","5ft 11.5in","5","11.500","1.816100","M"
"4091","George",,"Stults","5ft 11.5in","5","11.500","1.816100","M"
"4092","Eddie","Kaye","Thomas","5ft 11.5in","5","11.500","1.816100","F"
"4093","Justin",,"Timberlake","5ft 11.5in","5","11.500","1.816100","M"
"4094","Zachery","Ty","Bryan","5ft 11.5in","5","11.500","1.816100","M"
"4095","Rob","Van","Dam","5ft 11.5in","5","11.500","1.816100","M"
"4096","Michael",,"Vartan","5ft 11.5in","5","11.500","1.816100","M"
"4097","Jack",,"Wagner","5ft 11.5in","5","11.500","1.816100","M"
"4098","Bruce",,"Willis","5ft 11.5in","5","11.500","1.816100","M"
"4099","Luke",,"Wilson","5ft 11.5in","5","11.500","1.816100","M"
"4100","Michael",,"Winslow","5ft 11.5in","5","11.500","1.816100","M"
"4101","Aaron",,"Ashmore","5ft 11.75in","5","11.750","1.822450","M"
"4102","Scott",,"Bakula","5ft 11.75in","5","11.750","1.822450","M"
"4103","Ben",,"Barnes","5ft 11.75in","5","11.750","1.822450","M"
"4104","John",,"Barrowman","5ft 11.75in","5","11.750","1.822450","M"
"4105","Michael",,"Biehn","5ft 11.75in","5","11.750","1.822450","M"
"4106","Kathryn",,"Bigelow","5ft 11.75in","5","11.750","1.822450","F"
"4107","Gil",,"Birmingham","5ft 11.75in","5","11.750","1.822450","M"
"4108","Dane",,"Cook","5ft 11.75in","5","11.750","1.822450","M"
"4109","Alfonso",,"Cuaron","5ft 11.75in","5","11.750","1.822450","M"
"4110","Liam",,"Cunningham","5ft 11.75in","5","11.750","1.822450","M"
"4111","Ray",,"Davies","5ft 11.75in","5","11.750","1.822450","M"
"4112","Vin",,"Diesel","5ft 11.75in","5","11.750","1.822450","M"
"4113","Danny",,"Dyer","5ft 11.75in","5","11.750","1.822450","M"
"4114","Jimmy",,"Fallon","5ft 11.75in","5","11.750","1.822450","M"
"4115","Terry",,"Farrell","5ft 11.75in","5","11.750","1.822450","F"
"4116","Christopher",,"Gorham","5ft 11.75in","5","11.750","1.822450","M"
"4117","Morten",,"Harket","5ft 11.75in","5","11.750","1.822450","M"
"4118","Bruce",,"Hopkins","5ft 11.75in","5","11.750","1.822450","M"
"4119","Brandon",,"Lee","5ft 11.75in","5","11.750","1.822450","M"
"4120","David",,"Marciano","5ft 11.75in","5","11.750","1.822450","M"
"4121","Kevin",,"McKidd","5ft 11.75in","5","11.750","1.822450","M"
"4122","Mads",,"Mikkelsen","5ft 11.75in","5","11.750","1.822450","M"
"4123","Sam",,"Neill","5ft 11.75in","5","11.750","1.822450","F"
"4124","Josh",,"Peck","5ft 11.75in","5","11.750","1.822450","M"
"4125","Elvis",,"Presley","5ft 11.75in","5","11.750","1.822450","M"
"4126","Alexander",,"Siddig","5ft 11.75in","5","11.750","1.822450","M"
"4127","Kerr",,"Smith","5ft 11.75in","5","11.750","1.822450","M"
"4128","Sting",,,"5ft 11.75in","5","11.750","1.822450",
"4129","Lance",,"Storm","5ft 11.75in","5","11.750","1.822450","M"
"4130","Joss",,"Ackland","6ft 0in","6","0.000","1.828800","F"
"4131","Jensen",,"Ackles","6ft 0in","6","0.000","1.828800",
"4132","Max",,"Adler","6ft 0in","6","0.000","1.828800","M"
"4133","Marc",,"Alaimo","6ft 0in","6","0.000","1.828800","M"
"4134","Robert",,"Altman","6ft 0in","6","0.000","1.828800","M"
"4135","Brett",,"Anderson","6ft 0in","6","0.000","1.828800","F"
"4136","Vaughn",,"Armstrong","6ft 0in","6","0.000","1.828800","M"
"4137","Ron",,"Atkinson","6ft 0in","6","0.000","1.828800","F"
"4138","Rene",,"Auberjonois","6ft 0in","6","0.000","1.828800","M"
"4139","Larry",,"Bagby","6ft 0in","6","0.000","1.828800","M"
"4140","Colin",,"Baker","6ft 0in","6","0.000","1.828800","M"
"4141","Dylan",,"Baker","6ft 0in","6","0.000","1.828800","M"
"4142","Christian",,"Bale","6ft 0in","6","0.000","1.828800","M"
"4143","Gene",,"Barry","6ft 0in","6","0.000","1.828800","M"
"4144","Geoffrey",,"Bayldon","6ft 0in","6","0.000","1.828800","M"
"4145","Tyson",,"Beckford","6ft 0in","6","0.000","1.828800","M"
"4146","Lyriq",,"Bent","6ft 0in","6","0.000","1.828800",
"4147","David",,"Blaine","6ft 0in","6","0.000","1.828800","M"
"4148","Tony",,"Blair","6ft 0in","6","0.000","1.828800","M"
"4149","Jamie","Campbell","Bower","6ft 0in","6","0.000","1.828800","F"
"4150","Grant",,"Bowler","6ft 0in","6","0.000","1.828800","M"
"4151","Andre",,"Braugher","6ft 0in","6","0.000","1.828800","M"
"4152","Adrien",,"Brody","6ft 0in","6","0.000","1.828800","M"
"4153","Garth",,"Brooks","6ft 0in","6","0.000","1.828800","M"
"4154","Ben",,"Browder","6ft 0in","6","0.000","1.828800","M"
"4155","Chris",,"Brown","6ft 0in","6","0.000","1.828800","F"
"4156","Peter",,"Brown","6ft 0in","6","0.000","1.828800","M"
"4157","Victor",,"Browne","6ft 0in","6","0.000","1.828800","M"
"4158","Nigel",,"Bruce","6ft 0in","6","0.000","1.828800","M"
"4159","Ty",,"Burrell","6ft 0in","6","0.000","1.828800","M"
"4160","Saffron",,"Burrows","6ft 0in","6","0.000","1.828800","F"
"4161","Gary",,"Busey","6ft 0in","6","0.000","1.828800","M"
"4162","Jenson",,"Button","6ft 0in","6","0.000","1.828800",
"4163","David",,"Byrne","6ft 0in","6","0.000","1.828800","M"
"4164","Nicolas",,"Cage","6ft 0in","6","0.000","1.828800","M"
"4165","Dean",,"Cain","6ft 0in","6","0.000","1.828800","M"
"4166","Joe",,"Calzaghe","6ft 0in","6","0.000","1.828800","M"
"4167","John",,"Carpenter","6ft 0in","6","0.000","1.828800","M"
"4168","David",,"Carradine","6ft 0in","6","0.000","1.828800","M"
"4169","Maxwell",,"Caulfield","6ft 0in","6","0.000","1.828800","M"
"4170","Hayden",,"Christensen","6ft 0in","6","0.000","1.828800","F"
"4171","Lana",,"Clarkson","6ft 0in","6","0.000","1.828800","F"
"4172","Dabney",,"Coleman","6ft 0in","6","0.000","1.828800",
"4173","Don",,"Collier","6ft 0in","6","0.000","1.828800","M"
"4174","Common",,,"6ft 0in","6","0.000","1.828800",
"4175","Billy",,"Connolly","6ft 0in","6","0.000","1.828800","M"
"4176","Norman",,"Cook","6ft 0in","6","0.000","1.828800","M"
"4177","David",,"Copperfield","6ft 0in","6","0.000","1.828800","M"
"4178","Randy",,"Couture","6ft 0in","6","0.000","1.828800","M"
"4179","Broderick",,"Crawford","6ft 0in","6","0.000","1.828800",
"4180","Cameron",,"Crowe","6ft 0in","6","0.000","1.828800","F"
"4181","Benedict",,"Cumberbatch","6ft 0in","6","0.000","1.828800","M"
"4182","Ian",,"Curtis","6ft 0in","6","0.000","1.828800","M"
"4183","Peter",,"Cushing","6ft 0in","6","0.000","1.828800","M"
"4184","Billy","Ray","Cyrus","6ft 0in","6","0.000","1.828800","M"
"4185","Ben",,"Daniels","6ft 0in","6","0.000","1.828800","M"
"4186","Doug",,"Davidson","6ft 0in","6","0.000","1.828800","M"
"4187","Geena",,"Davis","6ft 0in","6","0.000","1.828800","F"
"4188","Bruce",,"Davison","6ft 0in","6","0.000","1.828800","M"
"4189","Dustin",,"Diamond","6ft 0in","6","0.000","1.828800","M"
"4190","Neil",,"Diamond","6ft 0in","6","0.000","1.828800","M"
"4191","Stephen",,"Dillane","6ft 0in","6","0.000","1.828800","M"
"4192","Jeffrey",,"Donovan","6ft 0in","6","0.000","1.828800","M"
"4193","Tate",,"Donovan","6ft 0in","6","0.000","1.828800","M"
"4194","Christopher",,"Douglas","6ft 0in","6","0.000","1.828800","M"
"4195","Drake",,,"6ft 0in","6","0.000","1.828800","M"
"4196","Keir",,"Dullea","6ft 0in","6","0.000","1.828800","M"
"4197","Teddy",,"Dunn","6ft 0in","6","0.000","1.828800","M"
"4198","Michael",,"Easton","6ft 0in","6","0.000","1.828800","M"
"4199","Christopher",,"Eccleston","6ft 0in","6","0.000","1.828800","M"
"4200","Jarrod",,"Emick","6ft 0in","6","0.000","1.828800","M"
"4201","R. Lee",,"Ermey","6ft 0in","6","0.000","1.828800",
"4202","Chris",,"Evans","6ft 0in","6","0.000","1.828800","F"
"4203","Luke",,"Evans","6ft 0in","6","0.000","1.828800","M"
"4204","Fabolous",,,"6ft 0in","6","0.000","1.828800",
"4205","Jeff",,"Fahey","6ft 0in","6","0.000","1.828800","M"
"4206","Brendan",,"Fehr","6ft 0in","6","0.000","1.828800","M"
"4207","Miguell",,"Ferrer","6ft 0in","6","0.000","1.828800",
"4208","William",,"Fichtner","6ft 0in","6","0.000","1.828800","M"
"4209","Jennie",,"Finch","6ft 0in","6","0.000","1.828800","F"
"4210","Laurence",,"Fishburne","6ft 0in","6","0.000","1.828800","F"
"4211","Ric",,"Flair","6ft 0in","6","0.000","1.828800",
"4212","Jason",,"Flemyng","6ft 0in","6","0.000","1.828800","M"
"4213","Ben",,"Fogle","6ft 0in","6","0.000","1.828800","M"
"4214","James",,"Frain","6ft 0in","6","0.000","1.828800","M"
"4215","Andee",,"Frizzell","6ft 0in","6","0.000","1.828800",
"4216","Carl",,"Froch","6ft 0in","6","0.000","1.828800","M"
"4217","Patrick",,"Fugit","6ft 0in","6","0.000","1.828800","M"
"4218","Max",,"Gail","6ft 0in","6","0.000","1.828800","M"
"4219","Malcolm",,"Gets","6ft 0in","6","0.000","1.828800","M"
"4220","Joseph",,"Gilgun","6ft 0in","6","0.000","1.828800","M"
"4221","John",,"Glover","6ft 0in","6","0.000","1.828800","M"
"4222","Omar",,"Gooding","6ft 0in","6","0.000","1.828800","M"
"4223","Luke",,"Goss","6ft 0in","6","0.000","1.828800","M"
"4224","Leslie",,"Grantham","6ft 0in","6","0.000","1.828800","F"
"4225","Mackenzie",,"Gray","6ft 0in","6","0.000","1.828800","F"
"4226","Bryan",,"Greenberg","6ft 0in","6","0.000","1.828800","M"
"4227","Lorne",,"Greene","6ft 0in","6","0.000","1.828800","M"
"4228","Bruce",,"Greenwood","6ft 0in","6","0.000","1.828800","M"
"4229","Andy",,"Griffith","6ft 0in","6","0.000","1.828800","F"
"4230","Dave",,"Grohl","6ft 0in","6","0.000","1.828800","M"
"4231","Paul",,"Gross","6ft 0in","6","0.000","1.828800","M"
"4232","William",,"Haines","6ft 0in","6","0.000","1.828800","M"
"4233","Rob",,"Halford","6ft 0in","6","0.000","1.828800","M"
"4234","Nicholas",,"Hammond","6ft 0in","6","0.000","1.828800","M"
"4235","Tom",,"Hanks","6ft 0in","6","0.000","1.828800","M"
"4236","Ryan",,"Hansen","6ft 0in","6","0.000","1.828800","M"
"4237","Mark",,"Harmon","6ft 0in","6","0.000","1.828800","M"
"4238","Neil","Patrick","Harris","6ft 0in","6","0.000","1.828800","M"
"4239","Ray",,"Harryhausen","6ft 0in","6","0.000","1.828800","M"
"4240","Bret",,"Hart","6ft 0in","6","0.000","1.828800","M"
"4241","Steven",,"Hartley","6ft 0in","6","0.000","1.828800","M"
"4242","Imogen",,"Heap","6ft 0in","6","0.000","1.828800","F"
"4243","Jamie",,"Hector","6ft 0in","6","0.000","1.828800","F"
"4244","Ed",,"Helms","6ft 0in","6","0.000","1.828800","M"
"4245","Margaux",,"Hemingway","6ft 0in","6","0.000","1.828800","F"
"4246","J.G.",,"Hertzler","6ft 0in","6","0.000","1.828800",
"4247","Ciaran",,"Hinds","6ft 0in","6","0.000","1.828800","M"
"4248","Judd",,"Hirsch","6ft 0in","6","0.000","1.828800","M"
"4249","Marjean",,"Holden","6ft 0in","6","0.000","1.828800",
"4250","Jeff",,"Hordley","6ft 0in","6","0.000","1.828800","M"
"4251","Terrence",,"Howard","6ft 0in","6","0.000","1.828800","M"
"4252","Ernie",,"Hudson","6ft 0in","6","0.000","1.828800","M"
"4253","Gareth",,"Hunt","6ft 0in","6","0.000","1.828800","M"
"4254","Jeffrey",,"Hunter","6ft 0in","6","0.000","1.828800","M"
"4255","Jack",,"Huston","6ft 0in","6","0.000","1.828800","M"
"4256","Timothy",,"Hutton","6ft 0in","6","0.000","1.828800","M"
"4257","Jeremy",,"Irvine","6ft 0in","6","0.000","1.828800","M"
"4258","Curtis Jackson","50","Cent","6ft 0in","6","0.000","1.828800",
"4259","Allison",,"Janney","6ft 0in","6","0.000","1.828800","F"
"4260","David",,"Janssen","6ft 0in","6","0.000","1.828800","M"
"4261","Fat",,"Joe","6ft 0in","6","0.000","1.828800",
"4262","Kristen",,"Johnston","6ft 0in","6","0.000","1.828800","F"
"4263","Andreas",,"Katsulas","6ft 0in","6","0.000","1.828800","M"
"4264","Robert",,"Kazinsky","6ft 0in","6","0.000","1.828800","M"
"4265","Martin",,"Kemp","6ft 0in","6","0.000","1.828800","M"
"4266","Val",,"Kilmer","6ft 0in","6","0.000","1.828800","F"
"4267","Kane",,"Kosugi","6ft 0in","6","0.000","1.828800","M"
"4268","Adam",,"Lambert","6ft 0in","6","0.000","1.828800","M"
"4269","Lance","Le","Gault","6ft 0in","6","0.000","1.828800","M"
"4270","Kimora",,"Lee","6ft 0in","6","0.000","1.828800",
"4271","Al",,"Lewis","6ft 0in","6","0.000","1.828800","M"
"4272","Hal",,"Linden","6ft 0in","6","0.000","1.828800","M"
"4273","Robert",,"Llewellyn","6ft 0in","6","0.000","1.828800","M"
"4274","Meat",,"Loaf","6ft 0in","6","0.000","1.828800",
"4275","Lyle",,"Lovett","6ft 0in","6","0.000","1.828800","M"
"4276","Jane",,"Lynch","6ft 0in","6","0.000","1.828800","F"
"4277","Mac",,"MacDonald","6ft 0in","6","0.000","1.828800",
"4278","Gabriel",,"Macht","6ft 0in","6","0.000","1.828800","M"
"4279","Kyle",,"MacLachlan","6ft 0in","6","0.000","1.828800","M"
"4280","Elle",,"Macpherson","6ft 0in","6","0.000","1.828800","F"
"4281","Art",,"Malik","6ft 0in","6","0.000","1.828800","M"
"4282","John",,"Malkovich","6ft 0in","6","0.000","1.828800","M"
"4283","Stephen",,"Mangan","6ft 0in","6","0.000","1.828800","M"
"4284","Niall",,"Matter","6ft 0in","6","0.000","1.828800","M"
"4285","Al",,"Matthews","6ft 0in","6","0.000","1.828800","M"
"4286","Brad",,"Maule","6ft 0in","6","0.000","1.828800","M"
"4287","Grayson",,"McCouch","6ft 0in","6","0.000","1.828800","M"
"4288","Dylan",,"McDermott","6ft 0in","6","0.000","1.828800","M"
"4289","Neal",,"McDonough","6ft 0in","6","0.000","1.828800","M"
"4290","Mark",,"McGrath","6ft 0in","6","0.000","1.828800","M"
"4291","Ray",,"Mears","6ft 0in","6","0.000","1.828800","M"
"4292","Scott",,"Mechlowicz","6ft 0in","6","0.000","1.828800","M"
"4293","Christopher",,"Meloni","6ft 0in","6","0.000","1.828800","M"
"4294","Marjorie",,"Monaghan","6ft 0in","6","0.000","1.828800","F"
"4295","Michael",,"Moore","6ft 0in","6","0.000","1.828800","M"
"4296","Shemar",,"Moore","6ft 0in","6","0.000","1.828800",
"4297","Colin",,"Morgan","6ft 0in","6","0.000","1.828800","M"
"4298","Piers",,"Morgan","6ft 0in","6","0.000","1.828800","M"
"4299","Brigitte",,"Nielsen","6ft 0in","6","0.000","1.828800","F"
"4300","John",,"Noble","6ft 0in","6","0.000","1.828800","M"
"4301","Nick",,"Nolte","6ft 0in","6","0.000","1.828800","M"
"4302","Jeremy",,"Northam","6ft 0in","6","0.000","1.828800","M"
"4303","Edward",,"Norton","6ft 0in","6","0.000","1.828800","M"
"4304","Ian",,"Ogilvy","6ft 0in","6","0.000","1.828800","M"
"4305","Antonia",,"Okonma","6ft 0in","6","0.000","1.828800","F"
"4306","Timothy",,"Olyphant","6ft 0in","6","0.000","1.828800","M"
"4307","Beth",,"Orton","6ft 0in","6","0.000","1.828800","F"
"4308","Nathaniel",,"Parker","6ft 0in","6","0.000","1.828800","M"
"4309","Trey",,"Parker","6ft 0in","6","0.000","1.828800","M"
"4310","Nicholas",,"Parsons","6ft 0in","6","0.000","1.828800","M"
"4311","Scott",,"Patterson","6ft 0in","6","0.000","1.828800","M"
"4312","Adrian",,"Paul","6ft 0in","6","0.000","1.828800","M"
"4313","Joe",,"Penny","6ft 0in","6","0.000","1.828800","M"
"4314","George",,"Peppard","6ft 0in","6","0.000","1.828800","M"
"4315","Ron",,"Perlman","6ft 0in","6","0.000","1.828800","F"
