"id","firstname","midname","lastname","ftin","feet","inches","meters","gender"
"1","Verne",,"Troyer","2ft 8in","2","8.000","0.812800","M"
"2","Tony",,"Cox","3ft 6in","3","6.000","1.066800","M"
"3","Warwick",,"Davis","3ft 6in","3","6.000","1.066800","M"
"4","Phil",,"Fondacaro","3ft 6in","3","6.000","1.066800","M"
"5","Michael","J","Anderson","3ft 7in","3","7.000","1.092200","M"
"6","Kenny",,"Baker","3ft 8in","3","8.000","1.117600","M"
"7","Billy",,"Barty","3ft 9in","3","9.000","1.143000","M"
"8","Herve",,"Villechaize","3ft 10in","3","10.000","1.168400","M"
"9","David",,"Rappaport","3ft 11in","3","11.000","1.193800","M"
"10","Kiran",,"Shah","4ft 1.7in","4","1.700","1.262380","F"
"11","Peter",,"Dinklage","4ft 5in","4","5.000","1.346200","M"
"12","Gary",,"Coleman","4ft 7in","4","7.000","1.397000","M"
"13","Linda",,"Hunt","4ft 9in","4","9.000","1.447800","F"
"14","Brenda",,"Lee","4ft 9in","4","9.000","1.447800","F"
"15","Nicole",,"Polizzi","4ft 9in","4","9.000","1.447800","F"
"16","Lil",,"Kim","4ft 9.5in","4","9.500","1.460500",
"17","Nikki",,"Blonsky","4ft 10in","4","10.000","1.473200","F"
"18","Kristin",,"Chenoweth","4ft 10in","4","10.000","1.473200","F"
"19","Danny",,"DeVito","4ft 10in","4","10.000","1.473200","M"
"20","Kelly",,"Stables","4ft 10in","4","10.000","1.473200","F"
"21","Adrienne",,"Bailon","4ft 11in","4","11.000","1.498600","F"
"22","Tammy","Faye","Bakker","4ft 11in","4","11.000","1.498600","F"
"23","Nell",,"Carter","4ft 11in","4","11.000","1.498600","F"
"24","Alexis",,"Dziena","4ft 11in","4","11.000","1.498600","F"
"25","Danielle",,"Harris","4ft 11in","4","11.000","1.498600","F"
"26","Melissa",,"Howard","4ft 11in","4","11.000","1.498600","F"
"27","Leslie",,"Jordan","4ft 11in","4","11.000","1.498600","F"
"28","Veronica",,"Lake","4ft 11in","4","11.000","1.498600","F"
"29","Mary","Kate","Olsen","4ft 11in","4","11.000","1.498600","F"
"30","Melissa",,"Rauch","4ft 11in","4","11.000","1.498600","F"
"31","Charlene",,"Tilton","4ft 11in","4","11.000","1.498600","F"
"32","Jeillo",,"Edwards","4ft 11.5in","4","11.500","1.511300",
"33","Lorena",,"Gale","4ft 11.5in","4","11.500","1.511300","F"
"34","Lisa",,"Origlasso","4ft 11.5in","4","11.500","1.511300","F"
"35","Elaine",,"Paige","4ft 11.5in","4","11.500","1.511300","F"
"36","Jada","Pinkett","Smith","4ft 11.5in","4","11.500","1.511300","F"
"37","Marissa","Jaret","Winokur","4ft 11.5in","4","11.500","1.511300","F"
"38","Paula",,"Abdul","5ft 0in","5","0.000","1.524000","F"
"39","June",,"Allyson","5ft 0in","5","0.000","1.524000","F"
"40","Jan",,"Anderson","5ft 0in","5","0.000","1.524000","F"
"41","Pat",,"Benatar","5ft 0in","5","0.000","1.524000","F"
"42","Lucy",,"Benjamin","5ft 0in","5","0.000","1.524000","F"
"43","Alex",,"Borstein","5ft 0in","5","0.000","1.524000","F"
"44","Ronnie",,"Corbett","5ft 0in","5","0.000","1.524000","F"
"45","Elizabeth",,"Daily","5ft 0in","5","0.000","1.524000","F"
"46","Amy",,"Davidson","5ft 0in","5","0.000","1.524000","F"
"47","Patty",,"Duke","5ft 0in","5","0.000","1.524000","F"
"48","America",,"Ferrera","5ft 0in","5","0.000","1.524000","F"
"49","Dawn",,"French","5ft 0in","5","0.000","1.524000","F"
"50","Janet",,"Gaynor","5ft 0in","5","0.000","1.524000","F"
"51","Ruth",,"Gordon","5ft 0in","5","0.000","1.524000","F"
"52","Brea",,"Grant","5ft 0in","5","0.000","1.524000",
"53","Helen",,"Hayes","5ft 0in","5","0.000","1.524000","F"
"54","Jordan",,"Ladd","5ft 0in","5","0.000","1.524000","F"
"55","Miriam",,"Margolyes","5ft 0in","5","0.000","1.524000","F"
"56","Kylie",,"Minogue","5ft 0in","5","0.000","1.524000","F"
"57","Ashley",,"Olsen","5ft 0in","5","0.000","1.524000","F"
"58","Dolly",,"Parton","5ft 0in","5","0.000","1.524000","F"
"59","Rhea",,"Perlman","5ft 0in","5","0.000","1.524000","F"
"60","Keshia","Knight","Pulliam","5ft 0in","5","0.000","1.524000","F"
"61","Shaobo",,"Qin","5ft 0in","5","0.000","1.524000",
"62","Suzi",,"Quatro","5ft 0in","5","0.000","1.524000","F"
"63","Aileen",,"Quinn","5ft 0in","5","0.000","1.524000","F"
"64","Charlotte",,"Rae","5ft 0in","5","0.000","1.524000","F"
"65","Mackenzie",,"Rosman","5ft 0in","5","0.000","1.524000","F"
"66","Imelda",,"Staunton","5ft 0in","5","0.000","1.524000","F"
"67","Sarah",,"Steele","5ft 0in","5","0.000","1.524000","F"
"68","Gloria",,"Swanson","5ft 0in","5","0.000","1.524000","F"
"69","Mae",,"West","5ft 0in","5","0.000","1.524000","F"
"70","Maisie",,"Williams","5ft 0in","5","0.000","1.524000","F"
"71","Chandra",,"Wilson","5ft 0in","5","0.000","1.524000","F"
"72","Ariana",,"Grande","5ft 0.25in","5","0.250","1.530350","F"
"73","Hayden",,"Panettiere","5ft 0.25in","5","0.250","1.530350","F"
"74","Christina",,"Ricci","5ft 0.25in","5","0.250","1.530350","F"
"75","Emilie","De","Ravin","5ft 0.5in","5","0.500","1.536700","F"
"76","Sheena",,"Easton","5ft 0.5in","5","0.500","1.536700","F"
"77","Jodelle",,"Ferland","5ft 0.5in","5","0.500","1.536700",
"78","Judy",,"Garland","5ft 0.5in","5","0.500","1.536700","F"
"79","Shirley",,"Henderson","5ft 0.5in","5","0.500","1.536700","F"
"80","Jessica","Parker","Kennedy","5ft 0.5in","5","0.500","1.536700","F"
"81","Eva",,"Longoria","5ft 0.5in","5","0.500","1.536700","F"
"82","Kandyse",,"McClure","5ft 0.5in","5","0.500","1.536700",
"83","Jennette",,"McCurdy","5ft 0.5in","5","0.500","1.536700",
"84","Cathy",,"Newell","5ft 0.5in","5","0.500","1.536700","F"
"85","Kate",,"Rusby","5ft 0.5in","5","0.500","1.536700","F"
"86","Brenda",,"Song","5ft 0.5in","5","0.500","1.536700","F"
"87","Rachel",,"Stevens","5ft 0.5in","5","0.500","1.536700","F"
"88","Mae",,"Whitman","5ft 0.5in","5","0.500","1.536700","F"
"89","Toyah",,"Wilcox","5ft 0.5in","5","0.500","1.536700",
"90","Elizabeth",,"Hendrickson","5ft 0.75in","5","0.750","1.543050","F"
"91","Lisa",,"Rogers","5ft 0.75in","5","0.750","1.543050","F"
"92","Keiko",,"Agena","5ft 1in","5","1.000","1.549400","F"
"93","Silvana",,"Arias","5ft 1in","5","1.000","1.549400","F"
"94","Imogen",,"Bailey","5ft 1in","5","1.000","1.549400","F"
"95","Kristen",,"Bell","5ft 1in","5","1.000","1.549400","F"
"96","Rachel",,"Bilson","5ft 1in","5","1.000","1.549400","F"
"97","Abigail",,"Breslin","5ft 1in","5","1.000","1.549400","F"
"98","Kellie",,"Bright","5ft 1in","5","1.000","1.549400","F"
"99","Charnele",,"Brown","5ft 1in","5","1.000","1.549400",
"100","Emily",,"Browning","5ft 1in","5","1.000","1.549400","F"
"101","Rebecca",,"Budig","5ft 1in","5","1.000","1.549400","F"
"102","Emma",,"Bunton","5ft 1in","5","1.000","1.549400","F"
"103","Sarah",,"Cawood","5ft 1in","5","1.000","1.549400","F"
"104","Andrea",,"Corr","5ft 1in","5","1.000","1.549400","F"
"105","Caroline",,"Dhavernas","5ft 1in","5","1.000","1.549400","F"
"106","Eileen",,"Dietz","5ft 1in","5","1.000","1.549400","F"
"107","Hilary",,"Duff","5ft 1in","5","1.000","1.549400","F"
"108","Missy",,"Elliott","5ft 1in","5","1.000","1.549400","F"
"109","Danielle",,"Fishel","5ft 1in","5","1.000","1.549400","F"
"110","Carrie",,"Fisher","5ft 1in","5","1.000","1.549400","F"
"111","Samantha",,"Fox","5ft 1in","5","1.000","1.549400","F"
"112","Connie",,"Francis","5ft 1in","5","1.000","1.549400","F"
"113","Soleil","Moon","Frye","5ft 1in","5","1.000","1.549400","F"
"114","Janeane",,"Garofalo","5ft 1in","5","1.000","1.549400",
"115","Sara",,"Gilbert","5ft 1in","5","1.000","1.549400","F"
"116","Nancy",,"Grace","5ft 1in","5","1.000","1.549400","F"
"117","Geri",,"Halliwell","5ft 1in","5","1.000","1.549400",
"118","Danielle",,"Harmer","5ft 1in","5","1.000","1.549400","F"
"119","Rachael",,"Harris","5ft 1in","5","1.000","1.549400","F"
"120","Lindsey",,"Haun","5ft 1in","5","1.000","1.549400","F"
"121","Vanessa","Anne","Hudgens","5ft 1in","5","1.000","1.549400","F"
"122","Marianne","Jean","Baptiste","5ft 1in","5","1.000","1.549400","F"
"123","Sinead",,"Keenan","5ft 1in","5","1.000","1.549400","F"
"124","Anna",,"Kendrick","5ft 1in","5","1.000","1.549400","F"
"125","Brooke",,"Kinsella","5ft 1in","5","1.000","1.549400","F"
"126","Angela",,"Kinsey","5ft 1in","5","1.000","1.549400","F"
"127","Lady",,"Gaga","5ft 1in","5","1.000","1.549400",
"128","Christine",,"Lakin","5ft 1in","5","1.000","1.549400","F"
"129","Bonnie",,"Langford","5ft 1in","5","1.000","1.549400","F"
"130","Julia",,"Ling","5ft 1in","5","1.000","1.549400","F"
"131","Tara",,"Lipinski","5ft 1in","5","1.000","1.549400","F"
"132","Susan",,"Lucci","5ft 1in","5","1.000","1.549400","F"
"133","Justina",,"Machado","5ft 1in","5","1.000","1.549400","F"
"134","Skye","McCole","Bartusiak","5ft 1in","5","1.000","1.549400","F"
"135","Michelle",,"McManus","5ft 1in","5","1.000","1.549400","F"
"136","Bette",,"Midler","5ft 1in","5","1.000","1.549400","F"
"137","Beverley",,"Mitchell","5ft 1in","5","1.000","1.549400","F"
"138","Kelly",,"Monaco","5ft 1in","5","1.000","1.549400","F"
"139","Tina",,"O'Brien","5ft 1in","5","1.000","1.549400","F"
"140","Ellen",,"Page","5ft 1in","5","1.000","1.549400","F"
"141","Roxanne",,"Pallett","5ft 1in","5","1.000","1.549400","F"
"142","Courtney",,"Peldon","5ft 1in","5","1.000","1.549400","F"
"143","Mary","Kay","Place","5ft 1in","5","1.000","1.549400","F"
"144","Nathalie",,"Press","5ft 1in","5","1.000","1.549400","F"
"145","Debbie",,"Reynolds","5ft 1in","5","1.000","1.549400","F"
"146","Nicole",,"Richie","5ft 1in","5","1.000","1.549400","F"
"147","Joan",,"Rivers","5ft 1in","5","1.000","1.549400","F"
"148","Julie",,"Roberts","5ft 1in","5","1.000","1.549400","F"
"149","Mickey",,"Rooney","5ft 1in","5","1.000","1.549400","F"
"150","Christopher",,"Ryan","5ft 1in","5","1.000","1.549400","M"
"151","Cassie",,"Scerbo","5ft 1in","5","1.000","1.549400","F"
"152","Suzanne",,"Shaw","5ft 1in","5","1.000","1.549400","F"
"153","Sherri",,"Shepherd","5ft 1in","5","1.000","1.549400","F"
"154","Lucie",,"Silvas","5ft 1in","5","1.000","1.549400","F"
"155","Samia",,"Smith","5ft 1in","5","1.000","1.549400","F"
"156","Samantha",,"Spiro","5ft 1in","5","1.000","1.549400","F"
"157","Sally",,"Struthers","5ft 1in","5","1.000","1.549400","F"
"158","Antonia",,"Thomas","5ft 1in","5","1.000","1.549400","F"
"159","Jasmine",,"Trias","5ft 1in","5","1.000","1.549400","F"
"160","Alanna",,"Ubach","5ft 1in","5","1.000","1.549400","F"
"161","Alexa",,"Vega","5ft 1in","5","1.000","1.549400","F"
"162","Jessie",,"Wallace","5ft 1in","5","1.000","1.549400","F"
"163","Jane",,"Wiedlin","5ft 1in","5","1.000","1.549400","F"
"164","Jaime",,"Winstone","5ft 1in","5","1.000","1.549400","F"
"165","Natalie",,"Wood","5ft 1in","5","1.000","1.549400","F"
"166","Shannon",,"Woodward","5ft 1in","5","1.000","1.549400","F"
"167","Kaye",,"Wragg","5ft 1in","5","1.000","1.549400","F"
"168","A","J","Langer","5ft 1.25in","5","1.250","1.555750",
"169","Lady",,"Sovereign","5ft 1.25in","5","1.250","1.555750",
"170","Christina",,"Aguilera","5ft 1.5in","5","1.500","1.562100","F"
"171","Angry",,"Anderson","5ft 1.5in","5","1.500","1.562100",
"172","Patricia",,"Arquette","5ft 1.5in","5","1.500","1.562100","F"
"173","MyAnna",,"Buring","5ft 1.5in","5","1.500","1.562100",
"174","Francesca",,"Catalano","5ft 1.5in","5","1.500","1.562100","F"
"175","Lindsey",,"Coulson","5ft 1.5in","5","1.500","1.562100","F"
"176","Elisha",,"Cuthbert","5ft 1.5in","5","1.500","1.562100","M"
"177","Karen","Shenaz","David","5ft 1.5in","5","1.500","1.562100","F"
"178","Fefe",,"Dobson","5ft 1.5in","5","1.500","1.562100",
"179","Kerri",,"Green","5ft 1.5in","5","1.500","1.562100","F"
"180","Sarah",,"Hadland","5ft 1.5in","5","1.500","1.562100","F"
"181","Jean",,"Harlow","5ft 1.5in","5","1.500","1.562100","F"
"182","Salma",,"Hayek","5ft 1.5in","5","1.500","1.562100","F"
"183","Chelsee",,"Healey","5ft 1.5in","5","1.500","1.562100",
"184","Norah",,"Jones","5ft 1.5in","5","1.500","1.562100","F"
"185","Monica",,"Keena","5ft 1.5in","5","1.500","1.562100","F"
"186","Avril",,"Lavigne","5ft 1.5in","5","1.500","1.562100","F"
"187","Vicki",,"Lewis","5ft 1.5in","5","1.500","1.562100","F"
"188","Cher",,"Lloyd","5ft 1.5in","5","1.500","1.562100","F"
"189","LuLu",,,"5ft 1.5in","5","1.500","1.562100","F"
"190","Kathleen",,"Madigan","5ft 1.5in","5","1.500","1.562100","F"
"191","Teairra",,"Mari","5ft 1.5in","5","1.500","1.562100",
"192","Alyssa",,"Milano","5ft 1.5in","5","1.500","1.562100","F"
"193","Stevie",,"Nicks","5ft 1.5in","5","1.500","1.562100","F"
"194","Rosie",,"Perez","5ft 1.5in","5","1.500","1.562100","F"
"195","Marion",,"Ramsey","5ft 1.5in","5","1.500","1.562100","F"
"196","Amy",,"Sedaris","5ft 1.5in","5","1.500","1.562100","F"
"197","Shakira",,,"5ft 1.5in","5","1.500","1.562100","F"
"198","Adrienne",,"Shelly","5ft 1.5in","5","1.500","1.562100","F"
"199","Ronnie",,"Spector","5ft 1.5in","5","1.500","1.562100","F"
"200","Emily",,"Symons","5ft 1.5in","5","1.500","1.562100","F"
"201","Lili",,"Taylor","5ft 1.5in","5","1.500","1.562100","F"
"202","Eric",,"Tsang","5ft 1.5in","5","1.500","1.562100","M"
"203","Rita",,"Tushingham","5ft 1.5in","5","1.500","1.562100","F"
"204","Amy",,"Weber","5ft 1.5in","5","1.500","1.562100","F"
"205","Hayley",,"Williams","5ft 1.5in","5","1.500","1.562100","F"
"206","Reese",,"Witherspoon","5ft 1.5in","5","1.500","1.562100","M"
"207","Toni",,"Braxton","5ft 1.75in","5","1.750","1.568450","F"
"208","Judi",,"Dench","5ft 1.75in","5","1.750","1.568450","F"
"209","Gloria",,"Estefan","5ft 1.75in","5","1.750","1.568450","F"
"210","Lucy",,"Liu","5ft 1.75in","5","1.750","1.568450","F"
"211","Caryn",,"Richman","5ft 1.75in","5","1.750","1.568450","F"
"212","Emma",,"Roberts","5ft 1.75in","5","1.750","1.568450","F"
"213","Freema",,"Agyeman","5ft 2in","5","2.000","1.574800",
"214","Kacey",,"Ainsworth","5ft 2in","5","2.000","1.574800","F"
"215","Debbie",,"Allen","5ft 2in","5","2.000","1.574800","F"
"216","Lily",,"Allen","5ft 2in","5","2.000","1.574800","F"
"217","Tori",,"Amos","5ft 2in","5","2.000","1.574800","F"
"218","Anastacia",,,"5ft 2in","5","2.000","1.574800","F"
"219","Gabrielle",,"Anwar","5ft 2in","5","2.000","1.574800","F"
"220","Claire","Hope","Ashitey","5ft 2in","5","2.000","1.574800","F"
"221","Coco",,"Austin","5ft 2in","5","2.000","1.574800","F"
"222","Sherri",,"Austin","5ft 2in","5","2.000","1.574800","F"
"223","Fairuza",,"Balk","5ft 2in","5","2.000","1.574800","F"
"224","Adrienne",,"Barbeau","5ft 2in","5","2.000","1.574800","F"
"225","Linda",,"Blair","5ft 2in","5","2.000","1.574800","F"
"226","Brenda",,"Blethyn","5ft 2in","5","2.000","1.574800","F"
"227","Ann",,"Blyth","5ft 2in","5","2.000","1.574800","F"
"228","Helena","Bonham","Carter","5ft 2in","5","2.000","1.574800","F"
"229","Nicola",,"Bryant","5ft 2in","5","2.000","1.574800","F"
"230","Candace","Cameron","Bure","5ft 2in","5","2.000","1.574800","F"
"231","Marilyn",,"Burns","5ft 2in","5","2.000","1.574800","F"
"232","Susan",,"Cabot","5ft 2in","5","2.000","1.574800","F"
"233","Keisha","Castle","Hughes","5ft 2in","5","2.000","1.574800","F"
"234","Lacey",,"Chabert","5ft 2in","5","2.000","1.574800","F"
"235","Anna",,"Chlumsky","5ft 2in","5","2.000","1.574800","F"
"236","Petula",,"Clark","5ft 2in","5","2.000","1.574800","F"
"237","Emilia",,"Clarke","5ft 2in","5","2.000","1.574800","F"
"238","Jenna","Louise","Coleman","5ft 2in","5","2.000","1.574800","F"
"239","Monique",,"Coleman","5ft 2in","5","2.000","1.574800","F"
"240","Lauren",,"Collins","5ft 2in","5","2.000","1.574800","F"
"241","Pauline",,"Collins","5ft 2in","5","2.000","1.574800","F"
"242","Holly","Marie","Combs","5ft 2in","5","2.000","1.574800","F"
"243","Rachael","Leigh","Cook","5ft 2in","5","2.000","1.574800","F"
"244","Emily",,"Corrie","5ft 2in","5","2.000","1.574800","F"
"245","Nikka",,"Costa","5ft 2in","5","2.000","1.574800",
"246","Beverly",,"D'Angelo","5ft 2in","5","2.000","1.574800","F"
"247","Patrika",,"Darbo","5ft 2in","5","2.000","1.574800",
"248","Lucy",,"Davis","5ft 2in","5","2.000","1.574800","F"
"249","Darcy","De","Moss","5ft 2in","5","2.000","1.574800","F"
"250","Jenna","Dewan","Tatum","5ft 2in","5","2.000","1.574800","F"
"251","Melonie",,"Diaz","5ft 2in","5","2.000","1.574800",
"252","Ani",,"DiFranco","5ft 2in","5","2.000","1.574800",
"253","Beth",,"Ditto","5ft 2in","5","2.000","1.574800","F"
"254","Shannen",,"Doherty","5ft 2in","5","2.000","1.574800","F"
"255","Karyn",,"Dwyer","5ft 2in","5","2.000","1.574800","F"
"256","Mireille",,"Enos","5ft 2in","5","2.000","1.574800","F"
"257","Enya",,,"5ft 2in","5","2.000","1.574800","F"
"258","Melissa",,"Etheridge","5ft 2in","5","2.000","1.574800","F"
"259","Pamelyn",,"Ferdin","5ft 2in","5","2.000","1.574800",
"260","Isla",,"Fisher","5ft 2in","5","2.000","1.574800","F"
"261","Laura",,"Fraser","5ft 2in","5","2.000","1.574800","F"
"262","Nelly",,"Furtado","5ft 2in","5","2.000","1.574800","F"
"263","Eva",,"Gabor","5ft 2in","5","2.000","1.574800","F"
"264","Jenette",,"Goldstein","5ft 2in","5","2.000","1.574800",
"265","Karen","Lynn","Gorney","5ft 2in","5","2.000","1.574800","F"
"266","Lucy",,"Hale","5ft 2in","5","2.000","1.574800","F"
"267","Lisa","Gay","Hamilton","5ft 2in","5","2.000","1.574800","F"
"268","Kevin",,"Hart","5ft 2in","5","2.000","1.574800","M"
"269","Melissa","Joan","Hart","5ft 2in","5","2.000","1.574800","F"
"270","Alexa",,"Havins","5ft 2in","5","2.000","1.574800","F"
"271","Jill",,"Haworth","5ft 2in","5","2.000","1.574800","F"
"272","Patricia",,"Heaton","5ft 2in","5","2.000","1.574800","F"
"273","Rebecca",,"Herbst","5ft 2in","5","2.000","1.574800","F"
"274","Jennifer","Love","Hewitt","5ft 2in","5","2.000","1.574800","F"
"275","Jane",,"Horrocks","5ft 2in","5","2.000","1.574800","F"
"276","Holly",,"Hunter","5ft 2in","5","2.000","1.574800","F"
"277","Sarah",,"Hyland","5ft 2in","5","2.000","1.574800","F"
"278","Mickie",,"James","5ft 2in","5","2.000","1.574800",
"279","Carly","Rae","Jepsen","5ft 2in","5","2.000","1.574800","F"
"280","Amy","Jo","Johnson","5ft 2in","5","2.000","1.574800","F"
"281","Carol",,"Kane","5ft 2in","5","2.000","1.574800","F"
"282","Kim",,"Kardashian","5ft 2in","5","2.000","1.574800","F"
"283","Mia",,"Kirshner","5ft 2in","5","2.000","1.574800","F"
"284","LaLaine",,,"5ft 2in","5","2.000","1.574800",
"285","Adam",,"Lamberg","5ft 2in","5","2.000","1.574800","M"
"286","Marit",,"Larsen","5ft 2in","5","2.000","1.574800","F"
"287","Melanie",,"Laurent","5ft 2in","5","2.000","1.574800","F"
"288","Lisa","Scott","Lee","5ft 2in","5","2.000","1.574800","F"
"289","Angela",,"Little","5ft 2in","5","2.000","1.574800","F"
"290","Alison",,"Lohman","5ft 2in","5","2.000","1.574800","F"
"291","Nia",,"Long","5ft 2in","5","2.000","1.574800","F"
"292","Josie",,"Loren","5ft 2in","5","2.000","1.574800","F"
"293","Ophelia",,"Lovibond","5ft 2in","5","2.000","1.574800","F"
"294","Patti",,"LuPone","5ft 2in","5","2.000","1.574800","F"
"295","Loretta",,"Lynn","5ft 2in","5","2.000","1.574800","F"
"296","Loretta",,"Lynn","5ft 2in","5","2.000","1.574800","F"
"297","Taryn",,"Manning","5ft 2in","5","2.000","1.574800","F"
"298","Jane",,"March","5ft 2in","5","2.000","1.574800","F"
"299","Jodie",,"Marsh","5ft 2in","5","2.000","1.574800","F"
"300","Kellie",,"Martin","5ft 2in","5","2.000","1.574800","F"
"301","Lisa",,"Maxwell","5ft 2in","5","2.000","1.574800","F"
"302","Melissa",,"McCarthy","5ft 2in","5","2.000","1.574800","F"
"303","Katie",,"Melua","5ft 2in","5","2.000","1.574800","F"
"304","Melinda",,"Messenger","5ft 2in","5","2.000","1.574800","F"
"305","Ari",,"Meyers","5ft 2in","5","2.000","1.574800","M"
"306","Lea",,"Michele","5ft 2in","5","2.000","1.574800","F"
"307","Christina",,"Milian","5ft 2in","5","2.000","1.574800","F"
"308","Nicki",,"Minaj","5ft 2in","5","2.000","1.574800",
"309","Dannii",,"Minogue","5ft 2in","5","2.000","1.574800",
"310","Georgia",,"Moffett","5ft 2in","5","2.000","1.574800","F"
"311","Heidi",,"Montag","5ft 2in","5","2.000","1.574800","F"
"312","Allison",,"Munn","5ft 2in","5","2.000","1.574800","F"
"313","Devon",,"Murray","5ft 2in","5","2.000","1.574800","F"
"314","Rey",,"Mysterio","5ft 2in","5","2.000","1.574800",
"315","Parminder",,"Nagra","5ft 2in","5","2.000","1.574800",
"316","Jasika",,"Nicole","5ft 2in","5","2.000","1.574800",
"317","Lani",,"O'Grady","5ft 2in","5","2.000","1.574800","F"
"318","Dolores",,"O'Riordan","5ft 2in","5","2.000","1.574800","F"
"319","Susan",,"Olsen","5ft 2in","5","2.000","1.574800","F"
"320","Kelly",,"Osbourne","5ft 2in","5","2.000","1.574800","F"
"321","Sharon",,"Osbourne","5ft 2in","5","2.000","1.574800","F"
"322","Joanna",,"Page","5ft 2in","5","2.000","1.574800","F"
"323","Paula","Jai","Parker","5ft 2in","5","2.000","1.574800","F"
"324","Nia",,"Peeples","5ft 2in","5","2.000","1.574800","F"
"325","Bernadette",,"Peters","5ft 2in","5","2.000","1.574800","F"
"326","Liz",,"Phair","5ft 2in","5","2.000","1.574800","F"
"327","Amy",,"Poehler","5ft 2in","5","2.000","1.574800","F"
"328","Lisa","Marie","Presley","5ft 2in","5","2.000","1.574800","F"
"329","Prince",,,"5ft 2in","5","2.000","1.574800","M"
"330","Emily",,"Procter","5ft 2in","5","2.000","1.574800","F"
"331","Heidi",,"Range","5ft 2in","5","2.000","1.574800","F"
"332","Annasophia",,"Robb","5ft 2in","5","2.000","1.574800",
"333","Linda",,"Ronstadt","5ft 2in","5","2.000","1.574800","F"
"334","Anika","Noni","Rose","5ft 2in","5","2.000","1.574800","F"
"335","Teryl",,"Rothery","5ft 2in","5","2.000","1.574800",
"336","Debra","Jo","Rupp","5ft 2in","5","2.000","1.574800","F"
"337","Laura","San","Giacomo","5ft 2in","5","2.000","1.574800","F"
"338","Kiele",,"Sanchez","5ft 2in","5","2.000","1.574800",
"339","Amanda",,"Seyfried","5ft 2in","5","2.000","1.574800","F"
"340","Rekha",,"Sharma","5ft 2in","5","2.000","1.574800",
"341","Wallace",,"Shawn","5ft 2in","5","2.000","1.574800","M"
"342","Adele",,"Silva","5ft 2in","5","2.000","1.574800","F"
"343","Paul",,"Simon","5ft 2in","5","2.000","1.574800","M"
"344","Marla",,"Sokoloff","5ft 2in","5","2.000","1.574800","F"
"345","Jimmy",,"Somerville","5ft 2in","5","2.000","1.574800","M"
"346","Sissy",,"Spacek","5ft 2in","5","2.000","1.574800","F"
"347","Octavia",,"Spencer","5ft 2in","5","2.000","1.574800","F"
"348","Cassie",,"Steele","5ft 2in","5","2.000","1.574800","F"
"349","Danny",,"Strong","5ft 2in","5","2.000","1.574800","M"
"350","Zoe",,"Tapper","5ft 2in","5","2.000","1.574800","F"
"351","Shirley",,"Temple","5ft 2in","5","2.000","1.574800","F"
"352","Sandi",,"Thom","5ft 2in","5","2.000","1.574800",
"353","Trina",,,"5ft 2in","5","2.000","1.574800","F"
"354","K.T.",,"Tunstall","5ft 2in","5","2.000","1.574800",
"355","Guinevere",,"Turner","5ft 2in","5","2.000","1.574800","F"
"356","Ruby",,"Turner","5ft 2in","5","2.000","1.574800","F"
"357","Brooke",,"Valentine","5ft 2in","5","2.000","1.574800","F"
"358","Christina",,"Vidal","5ft 2in","5","2.000","1.574800","F"
"359","Nina",,"Wadia","5ft 2in","5","2.000","1.574800","F"
"360","Julie",,"Warner","5ft 2in","5","2.000","1.574800","F"
"361","Hannah",,"Waterman","5ft 2in","5","2.000","1.574800","F"
"362","Ruby",,"Wax","5ft 2in","5","2.000","1.574800","F"
"363","Joanne",,"Whalley","5ft 2in","5","2.000","1.574800","F"
"364","Malinda",,"Williams","5ft 2in","5","2.000","1.574800","F"
"365","Paul",,"Williams","5ft 2in","5","2.000","1.574800","M"
"366","Leanne",,"Wilson","5ft 2in","5","2.000","1.574800","F"
"367","Emily",,"Woof","5ft 2in","5","2.000","1.574800","F"
"368","Angus",,"Young","5ft 2in","5","2.000","1.574800","M"
"369","Aimee",,"Duffy","5ft 2.25in","5","2.250","1.581150","F"
"370","Renee",,"Olstead","5ft 2.25in","5","2.250","1.581150","F"
"371","Gillian",,"Anderson","5ft 2.5in","5","2.500","1.587500","F"
"372","Shiri",,"Appleby","5ft 2.5in","5","2.500","1.587500","F"
"373","Selma",,"Blair","5ft 2.5in","5","2.500","1.587500","F"
"374","Kerry",,"Butler","5ft 2.5in","5","2.500","1.587500","F"
"375","Colleen",,"Camp","5ft 2.5in","5","2.500","1.587500","F"
"376","Jillian",,"Cares","5ft 2.5in","5","2.500","1.587500","F"
"377","Luciana",,"Carro","5ft 2.5in","5","2.500","1.587500","F"
"378","Nick",,"Cravat","5ft 2.5in","5","2.500","1.587500","M"
"379","Haylie",,"Duff","5ft 2.5in","5","2.500","1.587500","F"
"380","Carmen",,"Electra","5ft 2.5in","5","2.500","1.587500","F"
"381","David",,"Faustino","5ft 2.5in","5","2.500","1.587500","M"
"382","Stacy",,"Ferguson","5ft 2.5in","5","2.500","1.587500","F"
"383","Sally",,"Field","5ft 2.5in","5","2.500","1.587500","F"
"384","Maria",,"Friedman","5ft 2.5in","5","2.500","1.587500","F"
"385","Sarah","Michelle","Gellar","5ft 2.5in","5","2.500","1.587500","F"
"386","Reagan","Gomez","Preston","5ft 2.5in","5","2.500","1.587500","F"
"387","Katerina",,"Graham","5ft 2.5in","5","2.500","1.587500","F"
"388","Jill",,"Halfpenny","5ft 2.5in","5","2.500","1.587500","F"
