artist,hotness
Robert Schumann,0.622017
Andrew Bird,0.622001
Busted,0.621999
Dirty Projectors,0.621988
A Flock of Seagulls,0.621979
Mylène Farmer,0.62191
Feint,0.621906
How to Dress Well,0.621811
Northlane,0.621789
Ride,0.621782
Chunk! No  Captain Chunk!,0.621775
Antonín Dvořák,0.621728
Wolfgang Gartner,0.621704
10cc,0.621675
Beny Moré,0.621641
Kutless,0.621596
Electric Guest,0.621581
Sirenia,0.621506
Kult,0.621494
Michael Kiwanuka,0.62146
Soulfly,0.621409
RADWIMPS,0.621376
Townes Van Zandt,0.62129
Citizen Cope,0.621251
Leonard Bernstein,0.621209
Mayer Hawthorne,0.621192
Eddie Money,0.621191
Brett Dennen,0.621185
Every Time I Die,0.621054
Flogging Molly,0.621041
Monsieur Periné,0.620969
Monsieur Periné,0.620969
The Wallflowers,0.620966
Modeselektor,0.620951
Of Mice & Men,0.62094
Bing Crosby,0.620903
Projota,0.620893
Melvins,0.620852
Everclear,0.620743
The Tubes,0.620741
Garou,0.620624
N*E*R*D,0.620576
Umphrey's McGee,0.620559
Giorgia,0.620554
Karmin,0.620554
Yanni,0.620481
Mallu Magalhães,0.620456
The Black Angels,0.620444
Burzum,0.62044
The Sonics,0.620411
Obituary,0.620254
Big K.R.I.T.,0.620197
Michael Franti & Spearhead,0.620152
Hole,0.620145
DJ Koze,0.620143
Cosmic Gate,0.620137
Eric Johnson,0.62011
Hardcore Superstar,0.620072
Donavon Frankenreiter,0.620031
3OH!3,0.620031
The Airborne Toxic Event,0.620028
Architecture in Helsinki,0.62001
Casper,0.619985
Thomas Bergersen,0.619983
Russian Circles,0.619977
Devo,0.619943
Insomnium,0.619923
Javiera Mena,0.619905
Celtic Woman,0.619905
Pat Metheny,0.619863
Supergrass,0.619829
Building 429,0.61974
Decapitated,0.619732
Blues Traveler,0.619721
Extreme,0.619716
The Last Shadow Puppets,0.619714
Loverboy,0.619712
The Walkmen,0.619706
Paul Weller,0.619684
Amanda Palmer,0.61966
Clark,0.619648
Jaymes Young,0.619625
Rocky Votolato,0.619623
The Byrds,0.619565
Flight of the Conchords,0.619553
Satyricon,0.61952
We Are Scientists,0.619513
Hank Williams III,0.619503
Jason Isbell,0.619472
Delta Rae,0.619417
The Rapture,0.619356
Ben Folds,0.619243
TNGHT,0.619235
Meat Loaf,0.619224
Blind Pilot,0.619202
Marty Robbins,0.619164
Jet,0.61916
This Will Destroy You,0.619151
Cirque Du Soleil,0.619143
Krizz Kaliko,0.619138
Julian Casablancas,0.6191
The Subways,0.619098
Dale Earnhardt Jr. Jr.,0.619019
Silverstein,0.619017
múm,0.618981
Mum,0.618981
Orchestral Manoeuvres in the Dark,0.618974
Rory Gallagher,0.618934
The Black Dahlia Murder,0.61891
Camera Obscura,0.618874
Blue Stahli,0.618823
Rustie,0.618775
Cut Copy,0.618732
Temples,0.61872
Lady Pank,0.618718
White Lies,0.618716
Elis Regina,0.618712
The Knife,0.618707
Rick Springfield,0.618689
Sergei Prokofiev,0.618679
Saosin,0.618588
Dread Mar I,0.618539
Stan Getz,0.618492
KRS-One,0.618436
Ashley Tisdale,0.618343
Recondite,0.61833
UNKLE,0.618329
Dr. Hook,0.618291
Gil Scott-Heron and Jamie xx,0.618226
Blue Foundation,0.618201
Télépopmusik,0.618183
Hanoi Rocks,0.618173
Brian Crain,0.618131
Periphery,0.618111
Hypocrisy,0.618104
Youngblood Hawke,0.618087
Jerry Lee Lewis,0.618033
Black Lips,0.618019
The Brian Jonestown Massacre,0.618017
Nina Nesbitt,0.618013
Booka Shade,0.617996
Between the Buried and Me,0.617938
Cascada,0.617885
Captain Jack,0.617842
Moloko,0.617842
Би-2,0.617829
Antônio Carlos Jobim,0.617767
Like Moths to Flames,0.617745
Boy,0.617736
Philipp Poisel,0.617684
toe,0.617682
Stornoway,0.617679
Steel Pulse,0.617591
Happy Mondays,0.617501
Rebecca Ferguson,0.617482
Chelsea Wolfe,0.617417
Nonpoint,0.617389
Seals & Crofts,0.617386
Citizen,0.617378
Naughty By Nature,0.617371
Static-X,0.617317
Baroness,0.617307
Dope D.O.D.,0.617269
Sizzla,0.617266
GACKT,0.617218
Tinariwen,0.617198
Marteria,0.617192
Dr. John,0.617175
TesseracT,0.617131
Amerie,0.617092
Pretty Maids,0.617063
Los Bunkers,0.617042
Bob Seger,0.617032
Curtis Mayfield,0.616971
Lita Ford,0.616945
Dmitri Shostakovich,0.616896
American Football,0.616896
Ram Jam,0.616872
Oomph!,0.616842
Audio Bullys,0.616822
Say Anything,0.616815
Kem,0.61677
Comeback Kid,0.616761
Cannibal Corpse,0.616755
Pnau,0.616729
Vaya Con Dios,0.616727
Marcelo Camelo,0.616715
Борис Гребенщиков,0.616702
La Vela Puerca,0.616658
Ween,0.61662
Irene Cara,0.616611
The Rasmus,0.616568
Nada Surf,0.616546
Sólstafir,0.616535
Havana Brown,0.616532
David Lynch,0.616526
Almendra,0.616509
La Bouche,0.616498
The Birthday Massacre,0.616487
Tigers Jaw,0.616486
Converge,0.616424
Emarosa,0.616408
Neil Sedaka,0.616399
Morbid Angel,0.616372
Sophie Ellis-Bextor,0.616329
Sono,0.616306
Midnight Oil,0.616284
Wes Montgomery,0.61628
Third Eye Blind,0.616258
Mad Season,0.616253
Bauhaus,0.616251
Trevor Hall,0.616235
Rizzle Kicks,0.616225
Hootie & The Blowfish,0.61622
Heaven Shall Burn,0.616207
Peter Frampton,0.616182
Suuns,0.61613
Felix Da Housecat,0.616113
Esperanza Spalding,0.616111
Bliss,0.616109
Boys Like Girls,0.616108
Burning Spear,0.616088
Karnivool,0.616081
A Rocket to the Moon,0.61608
Madeleine Peyroux,0.616073
Russian Red,0.616043
The Cribs,0.616034
Edguy,0.615994
Johannes Brahms,0.615993
Taking Back Sunday,0.615984
Harry Belafonte,0.615964
Can,0.615953
Isac Elliot,0.615931
Bad Brains,0.615922
Ben Folds Five,0.615916
Marcelo Jeneci,0.615914
Hellyeah,0.615881
Los Prisioneros,0.615874
The Hollies,0.615864
Sonny Rollins,0.615854
Nate Dogg,0.615846
Cliff Richard,0.615805
Therion,0.615804
Wolf Gang,0.615797
Fabrizio De André,0.615782
Screaming Trees,0.615749
Vitamin String Quartet,0.615712
Dillon,0.615694
Chairlift,0.615679
Booker T. & the MG's,0.615677
Broken Social Scene,0.615673
Mindless Self Indulgence,0.615642
The Coral,0.615642
Mutemath,0.61562
The Platters,0.615616
Skindred,0.615613
Aqua,0.615607
Mr. Little Jeans,0.615602
Oh Land,0.615574
Mr. Scruff,0.615569
Hot Since 82,0.615548
Guided by Voices,0.615534
The Damned,0.615534
Miles Kane,0.615526
Spin Doctors,0.615523
Hiatus Kaiyote,0.615511
12 Stones,0.615479
Living Colour,0.615468
Xandria,0.615407
KT Tunstall,0.615398
Anberlin,0.615395
Girl Talk,0.615392
Richard Strauss,0.615366
Forfun,0.615335
Oscar Peterson,0.61533
The Crystal Method,0.615301
Insane Clown Posse,0.615291
Sugar Ray,0.615247
Social Distortion,0.61522
Bread,0.615214
Armandinho,0.615205
Austra,0.615194
Rosario,0.615163
T. Mills,0.615142
Bruce Dickinson,0.615141
Barış Manço,0.615111
Killer Mike,0.615106
Morphine,0.615105
Filter,0.615093
Exodus,0.615093
Roots Manuva,0.615083
Spiritualized,0.615075
As I Lay Dying,0.615047
Soul Asylum,0.615046
Sharon Jones and the Dap-Kings,0.615043
Lalah Hathaway,0.61501
Refused,0.614992
The Turtles,0.614984
Kreator,0.614967
Buckcherry,0.614949
Gang Starr,0.614904
Semisonic,0.614869
Chick Corea,0.614863
Hot Chelle Rae,0.61484
Deeds of Flesh,0.614836
Demon Hunter,0.614823
Band of Skulls,0.614812
Devin Townsend,0.61478
Blockhead,0.614767
Plumb,0.614748
Chavela Vargas,0.614716
Big Star,0.614715
At the Drive-In,0.614709
Melody's Echo Chamber,0.614691
Gary Numan,0.614689
Angels & Airwaves,0.614671
Tops,0.614665
Totally Enormous Extinct Dinosaurs,0.614657
Sodom,0.614645
Sampha,0.614619
Man Overboard,0.614608
Andrew W.K.,0.614592
Aer,0.614578
Angerfist,0.614578
Fuel,0.614567
Sugababes,0.614562
Dawes,0.61454
The White Buffalo,0.614529
Haikaiss,0.614529
Dead by April,0.614508
Defeater,0.614486
Ill Niño,0.614447
Noah Gundersen,0.614428
Titãs,0.61442
Caspian,0.614417
Kate Nash,0.614412
Ed Motta,0.614407
The Wonder Years,0.614384
Paul Oakenfold,0.614374
The Cult,0.614351
The Gift,0.614348
Richard Cheese,0.614345
Isis,0.614344
Gregory Isaacs,0.614325
Phaeleh,0.61432
Collective Soul,0.614312
Andy Williams,0.614305
Lucius,0.614285
Underoath,0.614268
Helios,0.614235
Wye Oak,0.614232
Babyshambles,0.61423
Upon a Burning Body,0.614214
Moderat,0.614135
Tommy Emmanuel,0.614109
Everlast,0.6141
Born of Osiris,0.614099
Oneohtrix Point Never,0.614097
Adelitas Way,0.614072
植松伸夫,0.61405
Covenant,0.614035
Kat Dahlia,0.614034
Solar Fields,0.614029
Delta Spirit,0.614017
Ginuwine,0.614015
Céu,0.614001
The Outfield,0.613958
Laura Mvula,0.613932
Them Crooked Vultures,0.613907
The Pains of Being Pure At Heart,0.613895
The Four Tops,0.613893
Jamey Johnson,0.613835
Ghost,0.613819
Omnia,0.613817
Hugo,0.613806
Piersi,0.613792
Keith Jarrett,0.613781
Astrud Gilberto,0.613777
Alizée,0.613757
Orbital,0.613752
Graveyard,0.613745
Blackbird Blackbird,0.613741
Billy Ocean,0.613715
The Vines,0.613678
Killing Joke,0.613677
Lorne Balfe,0.613661
Suzanne Vega,0.613658
Wild Belle,0.613613
Cannonball Adderley,0.613599
Gin Blossoms,0.613594
Led Zepagain,0.613582
Edvard Grieg,0.61355
Coconut Records,0.613506
Billy Bragg,0.613501
The Martinez Brothers,0.613484
Aqualung,0.613459
Keb' Mo',0.613419
Maria Callas,0.613403
Midlake,0.613396
Slum Village,0.613361
Poets of the Fall,0.613342
Equilibrium,0.613319
Rilo Kiley,0.613318
Amel Bent,0.613317
Funkadelic,0.613308
La Femme,0.613301
Mala Rodríguez,0.613297
Connan Mockasin,0.613289
Four Year Strong,0.613286
Big Daddy Kane,0.613277
Sonic Syndicate,0.613267
And So I Watch You From Afar,0.613264
Capleton,0.613237
Leonel García,0.613229
Marillion,0.613227
Weekend,0.613181
Aterciopelados,0.613172
Beats Antique,0.61316
DIR EN GREY,0.613154
Bodyjar,0.613151
Gondwana,0.613135
UFO,0.613111
Mono & Nikitaman,0.613102
David Lee Roth,0.613082
Peaches,0.613065
Breathe Carolina,0.613044
Lamb,0.61304
Touché Amoré,0.613034
Groundation,0.613028
Swim Deep,0.613019
Albert Hammond  Jr.,0.61301
Scissor Sisters,0.612986
The Streets,0.612977
Mick Jagger,0.61295
Sophie B. Hawkins,0.612948
letlive.,0.612945
Plain White T's,0.612914
Eisbrecher,0.61291
The American Dollar,0.612853
Motion City Soundtrack,0.612841
Steve Reich,0.612839
Tedeschi Trucks Band,0.61283
Immortal,0.612819
Miranda!,0.612802
Lilly Goodman,0.612795
Wilson Pickett,0.612768
Sleigh Bells,0.612745
Carbon Based Lifeforms,0.612743
The Flashbulb,0.612681
Chicane,0.612662
Tristania,0.612661
The Calling,0.612655
Julia Stone,0.612642
Girls,0.612615
Jamie Woon,0.612559
Chiodos,0.612503
Yuck,0.612396
Sick Puppies,0.612381
Rhapsody of Fire,0.612337
Monster Magnet,0.612261
Small Faces,0.612201
Boys Noize,0.612181
Petula Clark,0.612179
Ultravox,0.612112
Wild Beasts,0.612107
5 A Seco,0.612099
Andrew Lloyd Webber,0.612094
Junkie XL,0.612071
Candlebox,0.612031
Sparklehorse,0.611991
Lagwagon,0.611966
Violent Femmes,0.611906
The Sword,0.611906
M. Ward,0.611894
Tokyo Police Club,0.611893
The Rural Alberta Advantage,0.611892
Sleep,0.611875
BT,0.611849
Henry Mancini,0.611833
Audio Adrenaline,0.611815
Carnifex,0.611812
Capture the Crown,0.611804
Holy Ghost!,0.611791
The Middle East,0.611747
Nando Reis,0.611738
Matthew Dear,0.611733
After Forever,0.611687
Shigeto,0.611679
Maybeshewill,0.611647
Tensnake,0.611618
Kelela,0.611573
Deuce,0.611567
Blackberry Smoke,0.611548
Horse Feathers,0.611544
Marianne Faithfull,0.611503
Bananarama,0.611502
Erik Satie,0.611496
Mr. Mister,0.611488
Charlotte Gainsbourg,0.611487
Black Star,0.611447
Efterklang,0.611431
Siouxsie and the Banshees,0.611419
Alex Gaudino,0.611356
Rhapsody,0.611321
Jesús Adrián Romero,0.6113
Zona Ganjah,0.611278
A Skylit Drive,0.611258
Betraying the Martyrs,0.611238
Kim Wilde,0.611215
Bury Tomorrow,0.611185
Rita Lee,0.611185
Finch,0.611087
Andy McKee,0.611084
Natalie Merchant,0.611056
Patrick Stump,0.611026
Friends,0.611005
Maxïmo Park,0.610913
The Radio Dept.,0.610903
Danity Kane,0.610884
Sérgio Mendes,0.610853
Crazy Frog,0.610814
Dub Fx,0.610788
Shovels & Rope,0.610771
Dispatch,0.610728
Ace Frehley,0.6107
Gov't Mule,0.610687
JMSN,0.610678
The Summer Set,0.610627
Mandy Moore,0.610571
Dark Tranquillity,0.610477
L.A. Guns,0.610456
Magic Man,0.610454
Nujabes,0.610408
Collie Buddz,0.610353
Woods,0.610298
Brad Mehldau,0.610287
Fobia,0.610261
Tim Hecker,0.610259
Sumo,0.610254
Jim Sturgess,0.610205
Chrome Sparks,0.610174
Deacon Blue,0.610154
Udo Lindenberg,0.61013
Ani DiFranco,0.610115
Scars on Broadway,0.610097
Lacrimosa,0.610074
The Psychedelic Furs,0.610066
Simian Mobile Disco,0.610065
Vitalic,0.610059
Agalloch,0.610056
Crossfade,0.61004
Kim Cesarion,0.610017
Imelda May,0.609972
Gamma Ray,0.609949
Salmo,0.609948
99 Posse,0.609937
Senses Fail,0.609903
Deptford Goth,0.609893
For the Fallen Dreams,0.609883
War,0.609855
Mudhoney,0.609852
Work Drugs,0.609846
Message To Bears,0.609816
Sea Wolf,0.609809
Temple of the Dog,0.609796
Giraffage,0.609772
Little Feat,0.609769
bob hund,0.609758
Jesper Kyd,0.609755
Mat Zo,0.609751
Alesana,0.609748
65daysofstatic,0.609693
Chinawoman,0.609689
Sweet,0.609685
Lipps  Inc.,0.609681
Mikal Cronin,0.609681
Carcass,0.60968
Turisas,0.609667
Stacey Kent,0.609646
Classixx,0.609642
U.D.O.,0.609636
The Bravery,0.609633
Jagwar Ma,0.609603
Schiller,0.609593
Shpongle,0.609585
Arvo Pärt,0.609535
Down,0.609531
Mystery Jets,0.609529
Napalm Death,0.609495
Liars,0.609494
Veil of Maya,0.609486
The Orb,0.609485
The Avalanches,0.609483
Agnostic Front,0.609392
La Coka Nostra,0.609367
Night Ranger,0.609362
Hot Chocolate,0.60935
Boyzone,0.609295
Balmorhea,0.609292
Mr. Big,0.609237
Wayne Shorter,0.609224
Entombed,0.60918
Widespread Panic,0.609169
Poolside,0.609131
The Agonist,0.609122
Chlöe Howl,0.60912
Siavash Ghomayshi,0.609119
Deltron 3030,0.609112
Electric Six,0.609093
Shabazz Palaces,0.609089
iamamiwhoami,0.609075
Joshua Redman,0.609064
Benny Goodman,0.609061
VNV Nation,0.609053
Fat Freddy's Drop,0.60905
Adanowsky,0.609014
Fu Manchu,0.609
Funeral for a Friend,0.608969
Mark Lanegan,0.608952
Julio Bashmore,0.608932
Joe Jonas,0.608908
Ebi,0.608907
Hello Seahorse!,0.608857
Adept,0.608838
Derek and the Dominos,0.608747
Lo Stato Sociale,0.608743
Relient K,0.60872
Madrugada,0.608719
Alex Turner,0.608711
The Courteeners,0.608665
The Church,0.608628
Emilie Autumn,0.608596
En Vogue,0.608579
Mitch Hedberg,0.608577
Fairuz,0.608576
Claude VonStroke,0.608558
Gillian Welch,0.608541
The Jezabels,0.608463
Augustana,0.608447
Rusko,0.6084
Terence Trent D'Arby,0.608378
Silva,0.608359
Sleepmakeswaves,0.608328
Kvelertak,0.608279
Katy B,0.608257
Nancy Sinatra,0.608243
Blues Pills,0.608234
Tosca,0.608212
Luke Sital-Singh,0.608196
Jimmy Edgar,0.608191
The 69 Eyes,0.608188
Dexter Gordon,0.608182
Jason Walker,0.608177
Riverside,0.608173
MaNga,0.608171
Free,0.608146
Louise Attaque,0.608135
Alison Moyet,0.608109
The Ataris,0.608064
Corrosion of Conformity,0.608063
Valerie June,0.608043
The Asteroids Galaxy Tour,0.608038
Mike & The Mechanics,0.608032
Deafheaven,0.608028
Isaac Hayes,0.608017
Engenheiros Do Hawaii,0.608007
Starship,0.608007
Saxon,0.608
Breakdown of Sanity,0.607995
Camille Saint-Saëns,0.607993
Buju Banton,0.607962
Sick of It All,0.607952
Israel & New Breed,0.607947
Brainstorm,0.607946
Doctor P,0.607904
KMFDM,0.607891
Descendents,0.607877
Shining,0.607871
dEUS,0.607862
Parquet Courts,0.607837
Gilberto Santa Rosa,0.607819
Friendly Fires,0.607814
Vader,0.607814
Klaxons,0.607794
Hey,0.607771
Alice Deejay,0.60777
Firehouse,0.607769
STS9,0.607725
Holy Other,0.607721
Josh Ritter,0.60771
John Grant,0.607654
Zeus,0.607634
Alan Menken,0.607584
Roberto Vecchioni,0.607576
The Everly Brothers,0.607572
Obey the Brave,0.607569
Marduk,0.607542
Fernando Delgadillo,0.607533
Aimee Mann,0.607499
Zebrahead,0.607491
Los Rodríguez,0.607463
Pentagram,0.607455
Autechre,0.607447
Counterparts,0.607435
Crowded House,0.607397
The Shadows,0.607393
The Men,0.607386
D.R.I.,0.607332
Rakim,0.607327
Van Canto,0.607324
Young Galaxy,0.607288
Joan Jett,0.607227
Joan Jett and the Blackhearts,0.607227
Richie Kotzen,0.60722
Glenn Miller,0.60722
Raul Seixas,0.607215
Symphony X,0.607193
Donovan,0.60718
Rusted Root,0.607167
Jonny Lang,0.607151
Dr. Alban,0.607122
Farin Urlaub,0.607121
Balkan Beat Box,0.607106
Los Lobos,0.607098
Juno Reactor,0.607077
Adrian Lux,0.607038
Mint Condition,0.607026
Hanni El Khatib,0.607023
Straight No Chaser,0.606982
Bronze Radio Return,0.606975
Lobo,0.606969
No Use for a Name,0.60694
Device,0.606938
Surfer Blood,0.606931
Eartha Kitt,0.606901
Now  Now,0.606839
Sparks,0.606818
Soap&Skin,0.606811
Mikromusic,0.606792
Atlas Sound,0.606764
Norman Greenbaum,0.60674
Warren Zevon,0.606735
Hawthorne Heights,0.606732
Missy Higgins,0.606699
mewithoutYou,0.606695
Public Image Ltd.,0.606671
Ulver,0.606653
White Zombie,0.606647
Noir Désir,0.606639
Madvillain,0.606598
Weather Report,0.606597
Delerium,0.606579
Aiden,0.606572
Syd Barrett,0.606566
IAMX,0.606519
Annihilator,0.606515
Fabrizio Paterlini,0.606513
The Undertones,0.60648
Death Angel,0.606462
Little Boots,0.606436
Eptic,0.606425
Mercedes Sosa,0.6064
Gil Scott-Heron,0.60637
The Staple Singers,0.606347
Ayreon,0.606317
Keny Arkana,0.606272
The Fall,0.606252
De Jeugd van Tegenwoordig,0.606218
Jumbo,0.606186
The Lemonheads,0.606157
Toots and The Maytals,0.606156
Hammock,0.606153
Ska-P,0.606141
Al Jarreau,0.606124
She Wants Revenge,0.606121
Jack's Mannequin,0.606116
Grouper,0.606106
Chuck Ragan,0.60609
Jim Brickman,0.606089
The Fall of Troy,0.606089
Rasmentalism,0.606062
Donatan & Cleo,0.606059
The Haunted,0.606029
Helmet,0.606023
Clannad,0.605945
Darwin Deez,0.605837
Howlin' Wolf,0.605822
Balance and Composure,0.605793
Colin Hay,0.605737
Gang of Four,0.605734
Evergrey,0.605721
Motorama,0.605673
El-P,0.605659
Health,0.605651
Radio Moscow,0.605611
S Club 7,0.605603
donGURALesko,0.605599
The Dodos,0.605564
Scott Walker,0.605515
Nenhum de Nós,0.605496
"Lee ""Scratch"" Perry",0.60547
Ritchie Valens,0.605398
Lenine,0.605383
Afghan Whigs,0.605344
Brooke Candy,0.605312
Savoy Brown,0.605311
The Adicts,0.605299
El Gran Silencio,0.605292
Erra,0.605259
Enslaved,0.6052
Adrian Von Ziegler,0.605184
Level 42,0.605173
Jónsi & Alex,0.605164
David Sylvian,0.605159
Lisa Stansfield,0.605145
Starbomb,0.605125
Velvet Revolver,0.605112
Terror,0.605104
Vanguart,0.605093
Elio e le Storie Tese,0.605067
The Exploited,0.605034
Deathstars,0.604963
Tim Maia,0.604929
Tale of Us,0.604903
Fuck Buttons,0.604902
Emilíana Torrini,0.604888
Wintersun,0.60488
Frightened Rabbit,0.604878
Blue Hawaii,0.604843
Lisa Gerrard,0.604841
Ismael Serrano,0.604832
Blitzen Trapper,0.604827
Trapt,0.604827
The Skints,0.604807
Chris Botti,0.604804
Alannah Myles,0.604798
Battle Beast,0.604798
Gerald Levert,0.604767
Japandroids,0.604763
Adema,0.60476
Atreyu,0.604749
Zé Ramalho,0.604732
Kyuss,0.604697
Montell Jordan,0.604674
D/A/D,0.604672
D-A-D,0.604672
Eric B. & Rakim,0.604666
Divididos,0.604666
Neurosis,0.604638
John Scofield,0.604588
Tede,0.604581
Clap Your Hands Say Yeah,0.604563
Dum Dum Girls,0.604519
The Gathering,0.604488
Bacilos,0.604428
Michael McDonald,0.604415
The Answer,0.604401
Glen Campbell,0.60437
Apanhador Só,0.604368
Ugly Kid Joe,0.604351
Dżem,0.60435
Damas Gratis,0.604333
Broadcast,0.60431
Earth,0.604301
Thom Yorke,0.604272
Pain,0.604241
Emma,0.604196
The World Is a Beautiful Place & I Am No Longer Afraid to Die,0.604162
Doves,0.604142
Starfucker,0.604135
Job for a Cowboy,0.604112
A Banda Mais Bonita da Cidade,0.604087
Buckethead,0.604055
Super8 & Tab,0.604053
Suffocation,0.604052
Circle Jerks,0.604049
Caifanes,0.604038
Andrea Berg,0.603947
Candlemass,0.603936
Coleman Hawkins,0.603935
EPMD,0.603907
Brian Tyler,0.603897
Ott,0.603865
Iyeoka,0.603835
James Horner,0.603834
Týr,0.603818
Paktofonika,0.603815
Paluch,0.603795
Information Society,0.603795
Fleshgod Apocalypse,0.603774
Urge Overkill,0.603762
Pallbearer,0.603747
Yacht,0.603724
Houses,0.60371
Jens Lekman,0.603708
Harry Gregson-Williams,0.603707
Dario Marianelli,0.603704
Cowboy Junkies,0.603659
Biosphere,0.603653
Lawson,0.603639
Frejat,0.603605
Goldfinger,0.603599
Gustav Mahler,0.603595
Protest the Hero,0.603576
Gemini,0.603574
Watain,0.603564
Joan Osborne,0.603552
Woody Guthrie,0.603541
Strung Out,0.603535
Denzel Curry,0.603521
Deaf Havana,0.603508
The Beautiful South,0.60348
DeVotchKa,0.603449
Rev Theory,0.603431
The Boxer Rebellion,0.603429
Brigitte Bardot,0.603418
Jazzanova,0.603393
Tyler Hilton,0.603387
Glasser,0.603381
The Notwist,0.603366
Jerry Goldsmith,0.603355
We Were Promised Jetpacks,0.603329
Newton Faulkner,0.603324
A Place to Bury Strangers,0.603321
João Gilberto,0.60332
Thiago Pethit,0.60332
CKY,0.603306
Battles,0.603304
Gary Puckett & The Union Gap,0.603256
Azari & III,0.603235
Talk Talk,0.603229
X Japan,0.603223
Shiny Toy Guns,0.603222
Raubtier,0.603219
Doris Day,0.603183
Our Lady Peace,0.60317
Perry Como,0.603145
Deicide,0.603137
Los Amigos Invisibles,0.603124
Mashrou' Leila,0.603108
Myslovitz,0.603098
Cocteau Twins,0.603084
Copeland,0.603075
Jay Sean,0.60306
Brenda Lee,0.603044
Kosheen,0.603023
Bobby Brown,0.603023
Rogue Wave,0.602991
Lighthouse Family,0.602978
Robin Trower,0.602958
Fatoumata Diawara,0.602955
The Bouncing Souls,0.602909
Doro,0.602908
Destruction,0.602866
Six Feet Under,0.602863
Julie London,0.60286
Primal Fear,0.602832
Los Planetas,0.602824
Bonnie McKee,0.602823
Vertical Horizon,0.602822
Ducktails,0.602798
Beady Eye,0.602784
Cavalera Conspiracy,0.602775
The Sounds,0.602773
Theatre of Tragedy,0.602771
The Pack A.D.,0.602752
Submotion Orchestra,0.602721
John Cale,0.602717
Turbonegro,0.602709
Deer Tick,0.602701
Le Tigre,0.602661
Dying Fetus,0.602636
Paula Abdul,0.602627
Zakk Wylde,0.602611
Ra Ra Riot,0.602528
The Bamboos,0.602458
Cassius,0.6024
We Butter the Bread With Butter,0.602396
Gregorian,0.602375
Leaves' Eyes,0.602364
Minus the Bear,0.602337
Scala & Kolacny Brothers,0.602337
Pat Benatar,0.602314
Thåström,0.602289
Tortoise,0.602287
Sub Focus,0.602281
Five for Fighting,0.602279
Caliban,0.602228
Skinny Puppy,0.602209
Stars of the Lid,0.602194
Bebel Gilberto,0.602193
Fugazi,0.602174
Collapse Under the Empire,0.602147
Pezet,0.602066
Neneh Cherry,0.60204
Tego Calderon,0.602039
Quadron,0.602013
Buffalo Springfield,0.601957
Birdy Nam Nam,0.601922
Laura Veirs,0.601889
Hawkwind,0.601876
Phantom Planet,0.601873
G. Love & Special Sauce,0.601822
Mazzy Star,0.601818
Ladyhawke,0.601809
Raphael Saadiq,0.601775
Liz Phair,0.601744
Igor Stravinsky,0.60172
Robert Glasper,0.601671
Alexisonfire,0.601664
Scar Symmetry,0.601661
How to Destroy Angels,0.601638
Transit,0.601627
Conor Oberst,0.601604
Dub Pistols,0.601575
Still Corners,0.601565
Laurie Anderson,0.601557
Big L,0.60154
The Troggs,0.60151
Yoko Ono,0.601474
All Shall Perish,0.601462
Laibach,0.60146
The Breeders,0.601449
Story of the Year,0.601429
Matt Costa,0.601316
Summoning,0.60129
MIA.,0.601288
Approaching Nirvana,0.601288
Darkthrone,0.601285
Handsome Boy Modeling School,0.601284
Egypt Central,0.601155
Pain of Salvation,0.601093
Kalmah,0.601075
Finger Eleven,0.601044
The Saturdays,0.601032
The Virgins,0.60103
J Roddy Walston And The Business,0.60096
Bass Drum of Death,0.600941
Thundercat,0.600939
Small Black,0.600933
Better Than Ezra,0.600881
Miami Nights 1984,0.600857
Gerry Rafferty,0.600841
Fettes Brot,0.600827
Chimaira,0.600786
Jaco Pastorius,0.600783
Roy Ayers,0.600761
The Young Dubliners,0.600758
Guru,0.600743
Crash Test Dummies,0.600669
Kitaro,0.600666
Monuments,0.600565
Shogun,0.600551
Guano Apes,0.60053
The Wood Brothers,0.600488
Carach Angren,0.600464
Fallujah,0.6004
Deniece Williams,0.600371
As Blood Runs Black,0.600345
Baccara,0.600339
Eric Burdon,0.600219
Faith Evans,0.600208
Truckfighters,0.600169
Sheila E.,0.600168
Mr. Oizo,0.600156
Rachael Yamagata,0.600136
Machinae Supremacy,0.600101
Thursday,0.600048
Sagopa Kajmer,0.600044
Lester Young,0.600034
Avishai Cohen,0.600016
C418,0.599986
Noel Gallagher,0.599985
Jon McLaughlin,0.599944
The Expendables,0.59989
Meg & Dia,0.599844
Reptar,0.59983
Clan of Xymox,0.599828
Catupecu Machu,0.599791
Steve Jablonsky,0.599788
Donald Fagen,0.59977
Bob Mould,0.599713
Everything But the Girl,0.599709
Karunesh,0.599662
King Diamond,0.599647
Koop,0.599628
The Divine Comedy,0.599624
Sam Sparro,0.599611
Clutch,0.599575
Maverick Sabre,0.59956
Cancer Bats,0.599554
Plastilina Mosh,0.59954
Anna Calvi,0.599422
Litfiba,0.599388
Opća Opasnost,0.599371
Yazoo,0.599356
Rubblebucket,0.599355
Autre Ne Veut,0.599328
Art of Dying,0.599306
Televisor,0.599294
The Herbaliser,0.599272
Kashmir,0.599267
Gary Jules,0.599265
Joe Jackson,0.599238
Is Tropical,0.599212
Johnny Flynn,0.599189
Prefuse 73,0.599108
Easy Star All-Stars,0.599096
The Cramps,0.599096
Bloodbath,0.599074
Jarabe de Palo,0.599065
Adrenaline Mob,0.599003
Reamonn,0.598945
