artist,hotness
Magazine,0.579018
Laura Nyro,0.578991
From First to Last,0.578975
Veronica Falls,0.578962
Jimmy Reed,0.578957
The Promise Ring,0.578894
H-Blockx,0.578842
Vanna,0.578834
Lovage,0.5788
Clinic,0.578686
Republika,0.578682
People Under the Stairs,0.578676
Beat Service,0.578638
Pepper,0.578626
Goran Bregović,0.578621
Nana Caymmi,0.578621
Månegarm,0.578613
Arkasia,0.578592
Stephen Stills,0.578543
Angel Vivaldi,0.578437
Gloria,0.578397
Leevi and the Leavings,0.578361
Billy Cobham,0.578334
Shugo Tokumaru,0.578327
Elefante,0.578278
Frida Gold,0.578257
Les Discrets,0.578251
Anvil,0.57825
Erkan Oğur,0.578224
The Zen Circus,0.578194
Fischerspooner,0.578193
Doom,0.578184
White Town,0.578162
Coez,0.578138
Steven Wilson,0.578087
Maria Rita,0.578087
Fismoll,0.57806
Los Pericos,0.578057
The King Khan & BBQ Show,0.578049
Long Distance Calling,0.578027
Naked Eyes,0.578
The Queers,0.577969
ABC,0.577969
S.O.S. Band,0.577952
Fun Lovin' Criminals,0.577946
John Coltrane Quartet,0.577928
Lacrimas Profundere,0.577928
Joseph Arthur,0.577879
Bay City Rollers,0.577872
araabMUZIK,0.57787
Esteman,0.577848
Los Tres,0.577831
Matt Monro,0.577825
Alphabeat,0.577814
Haluk Levent,0.577785
The Moldy Peaches,0.577768
Swallow the Sun,0.577742
Ingested,0.577714
Benighted,0.577682
In Fear and Faith,0.57765
The Puppini Sisters,0.577648
Lucybell,0.577642
Yasmin Levy,0.577619
Wanda Jackson,0.57758
Triptykon,0.577573
Saint Pepsi,0.577534
Black Atlass,0.577523
Attack Attack!,0.577513
Kevin Johansen,0.577512
Soul Coughing,0.577482
Martika,0.577428
Rosemary Clooney,0.577427
Jordan Rudess,0.577417
Carajo,0.57736
Tower of Power,0.577336
Plaid,0.577331
The Futureheads,0.577301
De/Vision,0.577287
Cryptopsy,0.577264
Persefone,0.577261
13th Floor Elevators,0.577244
Dagoba,0.577235
Jonny Greenwood,0.577234
Mannarino,0.577181
Sheena Easton,0.577172
My Sleeping Karma,0.577064
Пикник,0.577047
Billie the Vision & the Dancers,0.577032
Kundalini: Yoga  Meditation  Relaxation,0.577006
Unwound,0.576987
Windhand,0.576945
Crocodiles,0.576905
Billy Squier,0.576884
Slade,0.576883
Satanic Warmaster,0.576874
Scar the Martyr,0.576816
Kate Rusby,0.576804
Anouar Brahem,0.576755
Nicholas Hooper,0.576746
Dissection,0.576746
Samuli Putro,0.576738
Red Sparowes,0.57673
FM Attack,0.576665
Younger Brother,0.576655
Rubén Blades,0.576653
Azam Ali,0.57665
iwrestledabearonce,0.576647
Sepalcure,0.576589
Braid,0.576562
Spiritual Front,0.576551
Peter Cincotti,0.576537
Technotronic,0.576537
Foxy Brown,0.576532
Joe Arroyo,0.576524
ReVamp,0.576483
Brothers of Brazil,0.576475
Cartola,0.576466
Mike Stern,0.576432
Soft Machine,0.57642
Oingo Boingo,0.576412
Burl Ives,0.576412
k.d. lang,0.576396
Andy,0.576371
Mamonas Assassinas,0.576364
Jon Kennedy,0.576296
Jane Birkin,0.576288
HTRK,0.576277
[unknown],0.576269
Joe Henderson,0.576249
Lena Horne,0.57622
John Debney,0.576205
Linkin Park x Steve Aoki,0.576205
Mount Eerie,0.576166
I Break Horses,0.576152
Nephew,0.576135
The Mary Onettes,0.5761
Al Di Meola,0.576067
Necrophobic,0.576054
Nekrogoblikon,0.576054
Сплин,0.576041
Nationalteatern,0.576036
Axxis,0.575973
Crim3s,0.57597
The City of Prague Philharmonic Orchestra,0.575945
Zomby,0.575933
Dillinger,0.575932
St. Germain,0.57591
Matt Pond PA,0.575884
Paul Banks,0.575856
Teddy Geiger,0.575839
Twelve Foot Ninja,0.575792
Datarock,0.575745
The Motels,0.575738
Машина Времени,0.57567
Matanza,0.575657
Close Your Eyes,0.575631
Rosenstolz,0.575623
Glen Hansard & Markéta Irglová,0.575612
The Miracles,0.575605
Richard Ashcroft,0.575593
Mahavishnu Orchestra,0.575583
Frank Klepacki,0.57557
Dreamshade,0.575529
Sadistik,0.575503
Gary Barlow,0.575442
Running Wild,0.575441
Colleen,0.575423
Wes,0.575352
The Pretty Things,0.575339
Almah,0.575293
Acid Drinkers,0.575284
Keep Shelly In Athens,0.575271
Sidney Bechet,0.575269
Egotronic,0.575224
Pedra Letícia,0.57522
Postiljonen,0.575211
Lanterns on the Lake,0.575172
Jan Johansson,0.57516
Melt-Banana,0.57515
Avatar,0.575084
Fats Waller,0.575075
Stabbing Westward,0.575042
Ebba Grön,0.575037
Fair to Midland,0.575037
Pissed Jeans,0.575021
The Searchers,0.575016
Matt Wertz,0.575016
Roger Cicero,0.575003
Grand Magus,0.574987
Alejandro Jodorowsky,0.574986
Stephanie Mills,0.574933
Michele Bravi,0.57493
Allen Toussaint,0.574886
Ihsahn,0.574868
Black Kids,0.574818
Slint,0.574792
The Whispers,0.574754
Lifelover,0.574732
Psycroptic,0.574685
Peter Green,0.574675
The Reign Of Kindo,0.574579
Cactus,0.574563
Javelin,0.574554
Mohsen Namjoo,0.574547
Subway to Sally,0.574539
Over the Rhine,0.574489
Marta Sui Tubi,0.574473
lynch.,0.574447
Katie Herzig,0.574435
Default,0.574414
The Last Ten Seconds of Life,0.574362
Chambao,0.574304
:Of the Wand & the Moon:,0.5743
Alex Anwandter,0.57429
John Cage,0.574227
Aeon,0.574227
Kitten,0.574207
The Wedding Present,0.574198
Howard Jones,0.574178
Little Hurricane,0.574173
King's X,0.574122
Rob Dougan,0.574086
Emily Wells,0.574077
Average White Band,0.574076
Freak Kitchen,0.574056
Fernando Milagros,0.573986
Poco,0.57397
Telefon Tel Aviv,0.573921
John Mayer Trio,0.573914
Krypteria,0.573907
Riot,0.573898
Voivod,0.573881
16 Horsepower,0.573869
Eugenio Finardi,0.573854
Ben Webster,0.573843
Heatwave,0.573836
Dirty Pretty Things,0.573828
Suicide,0.573821
10 Ft. Ganja Plant,0.573815
Sandra,0.573791
Prince and the New Power Generation,0.573724
Seth Sentry,0.573693
The Style Council,0.573684
Seventh Wonder,0.573681
Pez,0.573668
The Chariot,0.573667
Body Count,0.573613
Ondatrópica,0.573604
Antònia Font,0.573577
The BossHoss,0.573545
The Good  the Bad & the Queen,0.573522
Biréli Lagrène,0.573512
All,0.573499
E-Rotic,0.573471
Trevor Rabin,0.573413
L'Âme Immortelle,0.573396
Gravediggaz,0.573364
Dragonland,0.57334
Desmond Dekker,0.57333
Restless,0.573267
Chicks on Speed,0.573209
Adriana Calcanhotto,0.573209
Caitlin Rose,0.573185
Rishloo,0.573158
A Loss for Words,0.573157
Naglfar,0.57315
Fake Blood,0.573143
Audrey Horne,0.5731
Kaliber 44,0.573078
Origin,0.573071
Ozric Tentacles,0.573071
Ryan Farish,0.573033
Boris,0.573032
Defeated Sanity,0.57303
Rayden,0.57298
Septicflesh,0.572965
Marilyn Monroe,0.572939
Jaya the Cat,0.572912
Frankie hi-nrg mc,0.572904
Impending Doom,0.572892
Imperiet,0.572891
The Crüxshadows,0.572884
Ektomorf,0.572832
Michele McLaughlin,0.572828
Nicole Atkins,0.572826
Henry Purcell,0.572756
Dr. Acula,0.572753
Renaissance,0.572753
The Vespers,0.572726
Feuerschwanz,0.572714
Albert Collins,0.572635
Incantation,0.57262
Alton Ellis,0.572596
Afromental,0.572568
Doe Maar,0.572565
Dhafer Youssef,0.572528
Marnie Stern,0.572513
Sun Ra,0.572505
Memphis La Blusera,0.572497
Rosetta,0.572497
Lucio Battisti,0.57249
The Verve Pipe,0.57244
The C90s,0.572429
Sulphur Aeon,0.572426
Casuarina,0.57242
Brutal Truth,0.572413
Kate Havnevik,0.572399
Paulinho Da Viola,0.572398
Forgotten Tomb,0.572377
Boozoo Bajou,0.572377
Poisonblack,0.572313
Camilo Sesto,0.572303
The Vibrators,0.572299
Árstíðir,0.572279
The Bug,0.572277
The Human Abstract,0.572225
André Abujamra,0.572215
Gloryhammer,0.572211
Hunter,0.572205
Bo Bruce,0.572146
Kid Abelha,0.572135
Tanzwut,0.572086
Caramell,0.572085
Freddie King,0.572079
Michael Angelo Batio,0.572062
Walls of Jericho,0.572055
YOB,0.572052
Gerry & The Pacemakers,0.572049
Joanna Newsom,0.572037
Charles Trenet,0.57198
Julia Marcell,0.571949
The Bar-Kays,0.571932
Colour Haze,0.571925
Patricia Barber,0.571903
Vanessa Williams,0.571901
Don Ross,0.571886
Arcangelo Corelli,0.571881
NONONO,0.571843
Vibrasphere,0.571823
山下達郎,0.571807
Pogo,0.571807
TRUSTcompany,0.571798
Bandabardò,0.571792
Anoraak,0.571653
Dayshell,0.571649
Adam and the Ants,0.571648
Extreme Noise Terror,0.571644
Darko Rundek,0.571638
Hel,0.571634
The Limousines,0.571616
The Haxan Cloak,0.571591
Fennesz,0.571575
Peter Andre,0.571572
Dead Letter Circus,0.571531
Modern English,0.57153
Paolo Conte,0.571529
Nemesea,0.571523
Spacemen 3,0.571494
Emalkay,0.571488
Lescop,0.571464
Grave Digger,0.571441
Cro-Mags,0.571422
Glamour of the Kill,0.571399
Nightrage,0.571331
I am waiting for you last summer,0.571322
Tim Buckley,0.57131
Franco Battiato,0.571298
Orelha Negra,0.571286
Heart of a Coward,0.571284
Hope Sandoval & The Warm Inventions,0.571283
Paul Carrack,0.571274
Floex,0.571251
Keith Kenniff,0.571211
Blood Ceremony,0.571188
Cab Calloway,0.571174
Tabu,0.571156
Lost in the Trees,0.571068
Filipe Ret,0.571066
Willie Dixon,0.571062
Grant Green,0.571026
Slagsmålsklubben,0.571005
Cabas,0.570951
The Brian Setzer Orchestra,0.570928
Snook,0.570906
Padi,0.570887
Vive La Fête,0.570861
John Waite,0.5708
Dënver,0.57079
The Greenhornes,0.570776
Gorky Park,0.570734
Bikini Kill,0.570732
Dead By Sunrise,0.570699
Atlantic Starr,0.570583
Ambrosia,0.570552
DJ Food,0.570543
Pure Prairie League,0.570514
Attaque 77,0.570457
Weekend Nachos,0.570456
Superchunk,0.570434
Cloud Boat,0.570415
Beherit,0.570382
Hb,0.570361
Altar of Plagues,0.570351
Bad English,0.57031
Old Man Gloom,0.570294
Dead Fish,0.570254
Cathedral,0.570245
Tides From Nebula,0.570242
Akurat,0.570196
I Set My Friends on Fire,0.570162
Toni Basil,0.570147
Crass,0.570114
Carlos Gardel,0.570092
Saturnus,0.570045
Gayngs,0.570041
MALIQ & D'Essentials,0.569998
Aphrodite's Child,0.569997
Roadrunner United,0.569966
Johnny Thunders,0.569945
Skull Fist,0.569944
David Nevue,0.569941
Matthew Herbert,0.569929
Noisia,0.56991
The Aristocrats,0.569851
Acid,0.569817
The Cowsills,0.569792
Claude-Michel Schönberg,0.569785
Jefferson Starship,0.569783
Black Oak Arkansas,0.569736
George Duke,0.569712
April Wine,0.569709
Titus Andronicus,0.569707
The Wave Pictures,0.569683
Japanther,0.569658
Andy James,0.569637
The Kilimanjaro Darkjazz Ensemble,0.56962
A.C.T,0.569597
Steven Price,0.569591
Myrath,0.569591
Wintergatan,0.569589
Viper,0.569586
Captain & Tennille,0.56956
Lemongrass,0.569553
Edenbridge,0.569539
The Jeff Healey Band,0.569513
2raumwohnung,0.5695
Lake of Tears,0.569489
Zeca Baleiro,0.569461
Max Gazzè,0.569449
The Fiery Furnaces,0.569424
Sabotage,0.56938
Mercyful Fate,0.569356
Danger Danger,0.569312
Milosh,0.569302
Susan Boyle,0.569292
Michale Graves,0.569279
Steve Howe,0.56925
Those Dancing Days,0.569214
Discharge,0.569152
Kataklysm,0.569152
The Quireboys,0.569142
Teleradio Donoso,0.56914
Robin S,0.569083
Felix Kröcher,0.569076
The Holydrug Couple,0.56904
Ceremony,0.569028
Orange Juice,0.568996
Jungle Brothers,0.568903
Łąki Łan,0.5689
Sophie,0.568892
Smoke City,0.568891
Rickie Lee Jones,0.568888
Motorpsycho,0.568887
Rosa de Saron,0.568848
Rotting Christ,0.568837
Jon Lajoie,0.56877
Tropic of Cancer,0.568769
Armored Saint,0.568764
Shakin' Stevens,0.568758
From Autumn To Ashes,0.568689
Guillemots,0.568686
Sui Generis,0.568683
The Seeds,0.568673
The Go,0.568612
Edwyn Collins,0.568605
Jex Thoth,0.568599
Eths,0.568594
Sibylle Baier,0.568533
Dinka,0.568517
Lena Chamamyan,0.568495
The Lightning Seeds,0.568468
Karmate,0.568443
Allstar Weekend,0.568429
501,0.568408
Slaughter,0.568382
Patrice Rushen,0.56837
Carnivore,0.568369
The Boo Radleys,0.568348
Inner City,0.568309
José Alfredo Jiménez,0.5683
Phinehas,0.568274
Laid Back,0.568263
Jenny Wilson,0.568261
Petra,0.568254
China Crisis,0.568243
Pagan's Mind,0.568237
Nitzer Ebb,0.568206
CrashDďet,0.568171
Crashdiet,0.568171
Crashdïet,0.568171
Bermuda,0.568153
Red Garland,0.568148
Marlene Kuntz,0.568083
Stand High Patrol,0.56807
Dave Gahan,0.568016
Ramblin' Jack Elliott,0.568011
Carousel,0.567981
Asobi Seksu,0.567952
Nachtmahr,0.567935
Breton,0.56793
Mo' Horizons,0.567906
Bullet,0.567891
Spiritual Beggars,0.567884
Indica,0.567857
René Aubry,0.567809
Brand Nubian,0.567788
Debbie Gibson,0.56778
John Mayall & The Bluesbreakers,0.567756
Uffie,0.56774
The Trashmen,0.567732
Violeta Parra,0.567714
Submersed,0.567663
Luis Eduardo Aute,0.56764
The Gun Club,0.567575
Strike Anywhere,0.567519
Erin McCarley,0.567511
Babes in Toyland,0.567508
Strapping Young Lad,0.567508
Diamond Head,0.567502
Buck 65,0.56749
DJ Mehdi,0.567486
The Kelly Family,0.567484
Dominik Hauser,0.567467
Jelonek,0.567459
Erroll Garner,0.567427
Large Professor,0.567426
Mortician,0.567381
Svartsot,0.567366
Messer Chups,0.567337
Suffokate,0.567245
Tina Dickow,0.567209
Eclipse,0.567197
Silent Descent,0.567194
Orchid,0.567189
Nils Landgren / Lars Danielsson / Bugge Wesseltoft U.A.,0.567157
The Dismemberment Plan,0.567118
Jesse Cook,0.567085
Luxtorpeda,0.567061
Baden Powell,0.567025
Television,0.567013
Maldita,0.566984
Andrea Echeverri,0.566946
Wo Fat,0.566938
Neu!,0.56692
Emir Kusturica & The No Smoking Orchestra,0.5669
Exhumed,0.566878
Ali Farka Touré,0.566845
Tommy Castro,0.566835
Warlock,0.566781
Reflections,0.566717
Theocracy,0.566715
Pro-Pain,0.566691
Superlitio,0.566682
Astor Piazzolla,0.566679
883,0.566674
Barricada,0.566661
Coroner,0.566644
Eric Bibb,0.566638
Fantômas,0.566606
One Day as a Lion,0.566591
Ken Boothe,0.566575
Virus,0.566575
TrollfesT,0.56656
Samantha Barks,0.566523
Gabriel O Pensador,0.566506
Dewa 19,0.566504
Orange Goblin,0.566427
Dodge & Fuski,0.566418
Terry Callier,0.566417
Bow Wow Wow,0.566416
Monster Truck,0.566407
Gentle Giant,0.566344
The Appleseed Cast,0.566334
When In Rome,0.566313
Dave Edmunds,0.56631
Valete,0.566298
Jesu,0.566286
Visage,0.566244
Black Light Burns,0.56623
Felt,0.566221
Kisses,0.566215
Il Teatro Degli Orrori,0.566214
Ringo Deathstarr,0.566177
Gentlemen Hall,0.566157
The Beloved,0.566033
Andreas Vollenweider,0.566031
Albert Cummings,0.566016
Charlie McDonnell,0.565996
Kery James,0.565987
Al Stewart,0.565939
Dead Silence Hides My Cries,0.565931
Die Atzen,0.565931
The Constellations,0.565884
Obús,0.565864
Cranes,0.565819
oOoOO,0.565766
Labelle,0.565731
Lindi Ortega,0.565691
De Saloon,0.565685
UNISON SQUARE GARDEN,0.565667
Absofacto,0.565656
Bill Haley & His Comets,0.565614
Burt Bacharach,0.565599
Landscapes,0.565599
SuidAkrA,0.565585
HORSE the band,0.565553
Skye,0.565508
The Youngbloods,0.565508
Steve Gunn,0.565437
Ely Guerra,0.565417
Mission of Burma,0.56536
Midnight Syndicate,0.565348
Luca Carboni,0.565329
Nails,0.565315
Jorge Ben,0.565293
Guards,0.565242
Bond,0.565226
Anita O'Day,0.565214
Lady Sovereign,0.565209
Heavenly Beat,0.5652
Bitter:Sweet,0.565165
Sarcófago,0.565163
Arena,0.56516
Lady,0.565116
Afroman,0.565109
Slash's Snakepit,0.565101
In Solitude,0.565099
Eruca Sativa,0.565096
The Whip,0.565091
JD McPherson,0.565087
Tarot,0.565086
Terror Squad,0.565081
Vince Neil,0.565054
The Sunshine Underground,0.565035
Negură Bunget,0.564967
Spawn of Possession,0.564951
Thomas Dolby,0.564951
Jason Becker,0.564943
David Arnold,0.56493
Iggy & The Stooges,0.564916
The Moon and the Nightspirit,0.564856
IQ,0.564841
El Guincho,0.564811
Inon Zur,0.56481
Luca Turilli,0.564784
Pouca Vogal,0.564773
Sidestepper,0.564772
Throwing Muses,0.56477
Jacek Kaczmarski,0.564769
The Von Bondies,0.56476
Beak>,0.564755
The Horrible Crowes,0.564742
Milton Nascimento,0.564711
Articolo 31,0.56471
Pedro the Lion,0.564673
Nelson Gonçalves,0.564654
Martha Munizzi,0.564609
The Mighty Diamonds,0.564609
The Communards,0.564576
Wizard,0.564562
Nara Leão,0.564559
Afterlife,0.564551
Roy Buchanan,0.564545
Great Big Sea,0.564539
Junior Kimbrough,0.564535
Alina Baraz & Galimatias,0.56451
Vinicius de Moraes,0.5645
Devin the Dude,0.564473
The Quantic Soul Orchestra,0.564445
The Surfaris,0.564445
Allo Darlin',0.564438
Matthew Wilder,0.564432
Pedro Guerra,0.564426
Banda de Turistas,0.564418
Make Me Famous,0.564412
Assassin,0.564389
Innerpartysystem,0.564383
Yung Lean,0.564369
Free Energy,0.56432
Luscious Jackson,0.564249
All Pigs Must Die,0.564248
André Previn,0.564215
Black Sheep,0.564162
Corey Hart,0.564156
God Module,0.564141
Heathen,0.564072
Bosnian Rainbows,0.56403
Noyz Narcos,0.563984
Disfiguring the Goddess,0.563966
Austin Wintory,0.563966
Milo,0.563963
Shakra,0.563962
Gama Bomb,0.563949
Mercenary,0.563909
김예림,0.563897
Beat Happening,0.563854
Crowbar,0.563798
Woods of Ypres,0.563773
French Films,0.563771
Fisz Emade,0.56375
Aim,0.56373
Pedropiedra,0.563663
The Modern Lovers,0.5636
No Turning Back,0.563586
Ladi6,0.563579
Desaster,0.563551
Zulu Winter,0.563543
Karma to Burn,0.56348
Velhas Virgens,0.563467
Guthrie Govan,0.563458
Thomas Prime,0.563442
Gary Glitter,0.563429
I Cani,0.563407
Soulsavers,0.563367
Tweet,0.563365
Louie Austen,0.563281
Christopher Lennertz,0.563281
Negative,0.563275
22-20s,0.563272
CCCP – Fedeli Alla Linea,0.563239
CCCP Fedeli Alla Linea,0.563239
Bent,0.563234
Каста,0.5632
Tomaso Giovanni Albinoni,0.563142
Tomáš Dvořák,0.5631
Wouter Hamel,0.56307
Guru Josh Project,0.563068
Le Baron,0.563036
Her Name Is Calla,0.563026
Club 8,0.563015
Ricchi e poveri,0.562988
Rival Schools,0.562979
Reeve Carney,0.562957
David Maxim Micic,0.562953
Karen Elson,0.562949
Las Ketchup,0.56293
Raggasonic,0.562896
Hockey,0.562871
James Gang,0.562851
Reset!,0.56278
The Sound,0.562763
Amesoeurs,0.562742
Federico Aubele,0.562738
Beastmilk,0.562736
Star Fucking Hipsters,0.562734
Ashra,0.56272
Tierra Santa,0.562694
Nocturnal Rites,0.562692
The Teenagers,0.56268
Brant Bjork,0.562669
Fila Brazillia,0.562641
Basil Poledouris,0.562638
Art Garfunkel,0.562613
Classical New Age Piano Music,0.562601
Spirit,0.562598
Rökkurró,0.562576
Bonde do Brasil,0.562552
Daniel Licht,0.562546
Bobina,0.562541
Jeru the Damaja,0.562514
Chico Science & Nação Zumbi,0.562505
I Am Giant,0.56249
Natalia Oreiro,0.562469
The Meteors,0.562456
Unsane,0.56245
Michel Camilo,0.562421
Barclay James Harvest,0.56242
Skip James,0.562401
MC5,0.562397
Bethlehem,0.562395
Liquid Tension Experiment,0.562379
Enrico Ruggeri,0.562346
Jonathan Goldman,0.562333
Gang Colours,0.562287
Brazilian Girls,0.562284
Moonlit Sailor,0.56227
Niagara,0.562268
Global Communication,0.562259
The King Blues,0.562249
Element Eighty,0.562246
Hoodoo Gurus,0.562174
Favored Nations,0.562153
l'officina della camomilla,0.562138
Mediks,0.562107
Kirlian Camera,0.562106
The Pipettes,0.562096
Sithu Aye,0.562094
Lights Out Asia,0.56204
Danza Invisible,0.562033
Young Marble Giants,0.562003
Emily Browning,0.562
Brandon Boyd,0.561984
Dirty Three,0.561955
Paddy and the Rats,0.561951
Letzte Instanz,0.561934
Freddie Jackson,0.56193
Michael Franks,0.561917
Rollins Band,0.561914
Alberta Cross,0.561862
Pac Div,0.561856
Goblin,0.561834
Hardline,0.561826
Air France,0.561808
Megaherz,0.561783
The Blue Nile,0.561773
Jon Lord,0.561726
Marc Streitenfeld,0.561714
Hocico,0.561712
Trouble,0.561702
Sonny Landreth,0.561681
Dismember,0.561648
Chris Norman,0.561641
Steak Number Eight,0.561621
Horizons,0.561614
Lords of the Underground,0.561608
Esteban,0.561577
Jan & Dean,0.561525
Cesária Évora,0.561509
Michael Schenker,0.561493
Soulstripper,0.561487
Czesław Niemen,0.561467
Christian Kjellvander,0.561443
The Black Heart Procession,0.561425
Tony MacAlpine,0.561333
Gabin,0.561297
Inquisition,0.561291
Maria Daniela Y Su Sonido Lasser,0.561263
Fad Gadget,0.561197
Ina Müller,0.561193
Powerglove,0.56117
Brendan Benson,0.561167
Colapesce,0.561136
Nikki Williams,0.561121
Faster Pussycat,0.561015
Still Remains,0.560993
The English Beat,0.56098
Atlanta Rhythm Section,0.560956
El Último Ke Zierre,0.560919
Anaal Nathrakh,0.5609
Mink DeVille,0.560898
Tenhi,0.560897
Gonjasufi,0.560857
Girls Against Boys,0.560793
Jonathan Wilson,0.560748
Steelheart,0.560725
Moneybrother,0.560719
Clara Nunes,0.560709
Cheers Elephant,0.560701
He Is Legend,0.560684
The Sound of Arrows,0.560662
Enemies,0.560636
Los Punsetes,0.560586
Left Lane Cruiser,0.560578
Pestilence,0.56055
The Mynabirds,0.560536
Mama Cass,0.560534
Ottmar Liebert,0.560531
The Georgia Satellites,0.560529
LOOK.,0.560501
Desireless,0.560419
The Grass Roots,0.560416
Gazebo Penguins,0.560407
Omnium Gatherum,0.56037
Tim Hardin,0.560336
Papa,0.560333
The Electric Prunes,0.560332
Bohemia Suburbana,0.560325
More Than a Thousand,0.560318
Eloy,0.560282
Suzanne Ciani,0.560281
Night Beats,0.56027
Pete Philly & Perquisite,0.560258
Storm Queen,0.560257
Oceansize,0.560246
Alien Vampires,0.560243
White Shoes & The Couples Company,0.560234
Kidkanevil,0.560228
WWO,0.560225
DakhaBrakha,0.560225
DC Talk,0.560224
FantomenK,0.560207
Paris Combo,0.560192
Jean Grae,0.560127
Ария,0.560126
Rotten Sound,0.560101
John Norum,0.560064
Sonic Boom Six,0.560046
Modena City Ramblers,0.560045
Green Jellÿ,0.560026
Akira Kosemura,0.560018
The Music,0.560005
Prime Circle,0.559968
Steeleye Span,0.559933
Decrepit Birth,0.559932
Abominable Putridity,0.559925
Nostalgia 77,0.559899
Dethklok,0.559882
Exxasens,0.559868
Garry Schyman,0.559812
Yusef Lateef,0.559779
D'espairsRay,0.559717
Falamansa,0.559704
The Greyboy Allstars,0.559693
Casiotone for the Painfully Alone,0.559655
Windir,0.55965
Chrome Division,0.559635
Steven Halpern,0.559626
Marlene Dietrich,0.559539
Kingdom Come,0.559521
Russell Crowe,0.559508
Wednesday 13,0.559506
Elizabeth & The Catapult,0.559471
Marian,0.559464
Junior Murvin,0.55943
Ice MC,0.559425
Tamikrest,0.559411
Blackfoot,0.559409
Stereotronique,0.55932
Blu & Exile,0.559285
Get Well Soon,0.559277
Lorena Chaves,0.55925
The Blackwater Fever,0.5592
Metro Area,0.559195
The Rifles,0.559191
Stephen Malkmus,0.559163
Pyramaze,0.559144
Blue Cheer,0.559117
Heavenly,0.559081
Tygers of Pan Tang,0.559059
Yawning Man,0.55905
Dosh,0.559041
I the Breather,0.558994
La Etnnia,0.558963
Brian Setzer,0.558958
Gene Autry,0.558956
Duff McKagan's Loaded,0.55895
Asbjørn,0.558906
Peterpan,0.558902
Coralie Clément,0.558882
Clairy Browne & The Bangin' Rackettes,0.558846
Master,0.558842
Otis Rush,0.558805
Unsun,0.558793
666,0.558773
Failure,0.558769
Falkenbach,0.558765
Factory Floor,0.558764
Junior Wells,0.558743
Vera Lynn,0.558732
Yüzyüzeyken Konuşuruz,0.558724
Management Del Dolore Post-Operatorio,0.558709
Dave Van Ronk,0.558702
Nightingale,0.558697
Onslaught,0.558653
The Dickies,0.558631
triciclo circus band,0.558621
Maxim Vengerov,0.558613
Looking Glass,0.558567
Catatonia,0.558552
Sola Rosa,0.558548
Ahmad Jamal,0.558529
Blitzkid,0.558472
Ian Anderson,0.558376
Cephalic Carnage,0.558323
The Jesus Lizard,0.558323
Possessed,0.55832
Pato Fu,0.558317
Ty Segall Band,0.558238
Funkdoobiest,0.558153
The American Analog Set,0.558107
Mary Chapin Carpenter,0.558097
Steve Morse Band,0.558063
Kap Bambino,0.558049
Bob Wayne,0.558041
Atheist,0.558037
Chad VanGaalen,0.558021
Cate le Bon,0.557997
Aliados,0.557925
Ghost Atlas,0.557921
Iza Lach,0.557897
Blakroc,0.557893
Have Mercy,0.557882
Unida,0.557845
Glen Check,0.557831
Loudness,0.557823
Taake,0.557809
Skinless,0.557791
Tiemo Hauer,0.557763
Ponto de Equilíbrio,0.557746
Pure Bathing Culture,0.557707
Greg Lake,0.557695
Mortiis,0.557633
Basia,0.557596
Arthur Brown,0.557559
Iceage,0.557516
Yasemin Mori,0.557402
Rocket Rockers,0.557374
Black Pyramid,0.55733
Kurban,0.557326
Jun Miyake,0.557304
Draconian,0.557273
Becoming the Archetype,0.557187
Impellitteri,0.557138
Moby Grape,0.557125
Adam Ant,0.557117
Twin Sister,0.557092
Cryptic Slaughter,0.557006
Three Trapped Tigers,0.557002
The Butterfly Effect,0.556987
Empyr,0.556932
October Tide,0.556919
Disperse,0.55688
The Outlaws,0.556856
Javier Navarrete,0.556813
Ania,0.556789
Gaudium,0.556769
Man or Astro-Man?,0.556742
Ornette Coleman,0.556741
Nuclear Assault,0.556723
HRVRD,0.556701
Arnaldo Antunes,0.556679
Serú Girán,0.556658
Diorama,0.556643
Rancore,0.556592
Autograph,0.556588
7 Year Bitch,0.55652
Abraxas,0.556515
Bleed from Within,0.556452
Ruth Brown,0.556433
No-Man,0.556415
Neil Zaza,0.556402
Deathspell Omega,0.556393
Anneke van Giersbergen,0.556386
Caladan Brood,0.556378
Blue King Brown,0.556272
Аквариум,0.556223
Iron Savior,0.55615
Montrose,0.556137
The Incredible String Band,0.556116
Belchior,0.556065
Lyriel,0.556053
Angelspit,0.556048
Harem Scarem,0.556021
Hour of Penance,0.555978
Samantha Jade,0.555957
abingdon boys school,0.555933
The Easybeats,0.555932
Hate Eternal,0.555919
Soviet Soviet,0.555896
Casa Del Mirto,0.555876
Triumph,0.555723
Uneven Structure,0.555695
OSI,0.555693
Demons & Wizards,0.555689
Sandveiss,0.555675
The Wildhearts,0.555633
I,0.555597
Stefano Bollani,0.55557
The Besnard Lakes,0.555414
Edoardo Bennato,0.555324
Neon Neon,0.555282
The Rascals,0.555241
'Til Tuesday,0.555179
Orleans,0.555154
Blut aus Nord,0.555139
Half Man Half Biscuit,0.555133
O. Children,0.555121
Dave Navarro,0.555098
Listening,0.555076
Acid Witch,0.555046
ZICO,0.55504
Martha Argerich,0.55493
The Tea Party,0.554927
Cole Porter,0.554922
Santa Cruz,0.554891
Rowwen Hèze,0.554864
Dwarves,0.55486
Shawlin,0.554856
Punkreas,0.554819
Tequila Baby,0.554765
