Year,Make,Model,Locale
2013,Acura,ILX,en-US
2013,Acura,MDX,en-US
2013,Acura,RDX,en-US
2013,Acura,TL,en-US
2013,Acura,TSX,en-US
2013,Acura,ZDX,en-US
2013,Aston Martin,DB9,en-US
2013,Aston Martin,V8 Vantage,en-US
2013,Audi,A3,en-US
2013,Audi,A4,en-US
2013,Audi,A5,en-US
2013,Audi,A6,en-US
2013,Audi,A7,en-US
2013,Audi,A8,en-US
2013,Audi,allroad,en-US
2013,Audi,Q5,en-US
2013,Audi,Q7,en-US
2013,Audi,RS 5,en-US
2013,Audi,S4,en-US
2013,Audi,S5,en-US
2013,Audi,S6,en-US
2013,Audi,S7,en-US
2013,Audi,S8,en-US
2013,Audi,TT,en-US
2013,Audi,TT RS,en-US
2013,Audi,TTS,en-US
2013,Bentley,Continental,en-US
2013,Bentley,Mulsanne,en-US
2013,BMW,128i,en-US
2013,BMW,135i,en-US
2013,BMW,135is,en-US
2013,BMW,320i,en-US
2013,BMW,320i xDrive,en-US
2013,BMW,328i,en-US
2013,BMW,328i xDrive,en-US
2013,BMW,335i,en-US
2013,BMW,335i xDrive,en-US
2013,BMW,335is,en-US
2013,BMW,528i,en-US
2013,BMW,528i xDrive,en-US
2013,BMW,535i,en-US
2013,BMW,535i Gran Turismo,en-US
2013,BMW,535i Gran Turismo xDrive,en-US
2013,BMW,535i xDrive,en-US
2013,BMW,550i,en-US
2013,BMW,550i Gran Turismo,en-US
2013,BMW,550i Gran Turismo xDrive,en-US
2013,BMW,550i xDrive,en-US
2013,BMW,640i,en-US
2013,BMW,640i Gran Coupe,en-US
2013,BMW,650i,en-US
2013,BMW,650i Gran Coupe,en-US
2013,BMW,650i Gran Coupe xDrive,en-US
2013,BMW,650i xDrive,en-US
2013,BMW,740i,en-US
2013,BMW,740Li,en-US
2013,BMW,740Li xDrive,en-US
2013,BMW,750i,en-US
2013,BMW,750i xDrive,en-US
2013,BMW,750Li,en-US
2013,BMW,750Li xDrive,en-US
2013,BMW,760Li,en-US
2013,BMW,ActiveHybrid 3,en-US
2013,BMW,ActiveHybrid 5,en-US
2013,BMW,ActiveHybrid 7,en-US
2013,BMW,ALPINA B7,en-US
2013,BMW,ALPINA B7 xDrive,en-US
