Year,Make,Model,Locale
1986,Acura,Integra,en-US
1986,Acura,Legend,en-US
1986,Alfa Romeo,GTV-6,en-US
1986,Alfa Romeo,Spider,en-US
1986,AMC,Alliance,en-US
1986,AMC,Eagle,en-US
1986,AMC,Encore,en-US
1986,AMC,Other AMC Models,en-US
1986,Aston Martin,Other Aston Martin Models,en-US
1986,Aston Martin,V8 Vantage,en-US
1986,Audi,4000,en-US
1986,Audi,5000,en-US
1986,Audi,Coupe,en-US
1986,Bentley,Continental,en-US
1986,Bentley,Mulsanne,en-US
1986,BMW,325,en-US
1986,BMW,325e,en-US
1986,BMW,524td,en-US
1986,BMW,528e,en-US
1986,BMW,535i,en-US
1986,BMW,635CSi,en-US
1986,BMW,735i,en-US
1986,BMW,L7,en-US
1986,Buick,Century,en-US
1986,Buick,Electra,en-US
1986,Buick,Le Sabre,en-US
1986,Buick,Regal,en-US
1986,Buick,Riviera,en-US
1986,Buick,Skyhawk,en-US
1986,Buick,Skylark,en-US
1986,Buick,Somerset,en-US
1986,Cadillac,Cimarron,en-US
1986,Cadillac,De Ville,en-US
1986,Cadillac,Eldorado,en-US
1986,Cadillac,Fleetwood,en-US
1986,Cadillac,Seville,en-US
1986,Chevrolet,Astro,en-US
1986,Chevrolet,Blazer,en-US
1986,Chevrolet,Camaro,en-US
1986,Chevrolet,Caprice,en-US
1986,Chevrolet,Cavalier,en-US
1986,Chevrolet,Celebrity,en-US
1986,Chevrolet,Chevette,en-US
1986,Chevrolet,Corvette,en-US
1986,Chevrolet,El Camino,en-US
1986,Chevrolet,G10,en-US
1986,Chevrolet,G20,en-US
1986,Chevrolet,G30,en-US
1986,Chevrolet,Monte Carlo,en-US
1986,Chevrolet,Nova,en-US
1986,Chevrolet,Other Chevrolet Models,en-US
1986,Chevrolet,S10 Blazer,en-US
1986,Chevrolet,S10 Pickup,en-US
1986,Chevrolet,Silverado and other C/K1500,en-US
1986,Chevrolet,Silverado and other C/K2500,en-US
1986,Chevrolet,Silverado and other C/K3500,en-US
1986,Chevrolet,Spectrum,en-US
1986,Chevrolet,Sprint,en-US
1986,Chevrolet,Suburban,en-US
1986,Chrysler,Fifth Avenue,en-US
1986,Chrysler,Laser,en-US
1986,Chrysler,LeBaron,en-US
1986,Chrysler,LeBaron GTS,en-US
1986,Chrysler,New Yorker,en-US
1986,Chrysler,Other Chrysler Models,en-US
1986,Datsun,Other Datsun Models,en-US
1986,Dodge,600,en-US
1986,Dodge,Aries,en-US
1986,Dodge,B150,en-US
1986,Dodge,B250,en-US
1986,Dodge,B350,en-US
1986,Dodge,Caravan,en-US
1986,Dodge,Charger,en-US
1986,Dodge,Colt,en-US
1986,Dodge,Conquest,en-US
1986,Dodge,D/W Truck,en-US
1986,Dodge,Daytona,en-US
1986,Dodge,Diplomat,en-US
1986,Dodge,Lancer,en-US
1986,Dodge,Mini Ram Van,en-US
1986,Dodge,Omni,en-US
1986,Dodge,Other Dodge Models,en-US
1986,Dodge,Ram 1500 Truck,en-US
1986,Dodge,Ram 2500 Truck,en-US
1986,Dodge,Ram 3500 Truck,en-US
1986,Dodge,Ram 50 Truck,en-US
1986,Dodge,Ramcharger,en-US
1986,Ferrari,328,en-US
1986,Ferrari,Mondial,en-US
1986,Ferrari,Testarossa,en-US
1986,Ford,Aerostar,en-US
1986,Ford,Bronco,en-US
1986,Ford,Bronco II,en-US
1986,Ford,E-150 and Econoline 150,en-US
1986,Ford,E-250 and Econoline 250,en-US
1986,Ford,E-350 and Econoline 350,en-US
1986,Ford,Escort,en-US
1986,Ford,EXP,en-US
1986,Ford,F150,en-US
1986,Ford,F250,en-US
1986,Ford,F350,en-US
1986,Ford,LTD,en-US
1986,Ford,Mustang,en-US
1986,Ford,Ranger,en-US
1986,Ford,Taurus,en-US
1986,Ford,Tempo,en-US
1986,Ford,Thunderbird,en-US
1986,GMC,Caballero,en-US
1986,GMC,G1500,en-US
1986,GMC,G2500,en-US
1986,GMC,G3500,en-US
1986,GMC,Jimmy,en-US
1986,GMC,S15 Jimmy,en-US
1986,GMC,S15 Pickup,en-US
1986,GMC,Safari,en-US
1986,GMC,Sierra C/K1500,en-US
1986,GMC,Sierra C/K2500,en-US
1986,GMC,Sierra C/K3500,en-US
1986,GMC,Suburban,en-US
1986,Honda,Accord,en-US
1986,Honda,Civic,en-US
1986,Honda,CRX,en-US
1986,Honda,Prelude,en-US
1986,Hyundai,Excel,en-US
1986,Isuzu,I-Mark,en-US
1986,Isuzu,Impulse,en-US
1986,Isuzu,Pickup,en-US
1986,Isuzu,Trooper II,en-US
1986,Jaguar,XJ Vanden Plas,en-US
1986,Jaguar,XJ6,en-US
1986,Jaguar,XJS,en-US
1986,Jeep,Cherokee,en-US
1986,Jeep,CJ,en-US
1986,Jeep,Comanche,en-US
1986,Jeep,Grand Wagoneer,en-US
1986,Jeep,Pickup,en-US
1986,Jeep,Wagoneer,en-US
1986,Lamborghini,Countach,en-US
1986,Lincoln,Continental,en-US
1986,Lincoln,Mark VII,en-US
1986,Lincoln,Town Car,en-US
1986,Lotus,Esprit,en-US
1986,Maserati,Spyder,en-US
1986,Mazda,323,en-US
1986,Mazda,626,en-US
1986,Mazda,B-Series Pickup,en-US
1986,Mazda,RX-7,en-US
1986,Mercedes-Benz,190D,en-US
1986,Mercedes-Benz,190E,en-US
1986,Mercedes-Benz,300E,en-US
1986,Mercedes-Benz,300SDL,en-US
1986,Mercedes-Benz,420SEL,en-US
1986,Mercedes-Benz,560SEC,en-US
1986,Mercedes-Benz,560SEL,en-US
1986,Mercedes-Benz,560SL,en-US
1986,Mercury,Capri,en-US
1986,Mercury,Cougar,en-US
1986,Mercury,Grand Marquis,en-US
1986,Mercury,Lynx,en-US
1986,Mercury,Marquis,en-US
1986,Mercury,Sable,en-US
1986,Mercury,Topaz,en-US
1986,Mitsubishi,Cordia,en-US
1986,Mitsubishi,Galant,en-US
1986,Mitsubishi,Mighty Max,en-US
1986,Mitsubishi,Mirage,en-US
1986,Mitsubishi,Montero,en-US
1986,Mitsubishi,Starion,en-US
1986,Mitsubishi,Tredia,en-US
1986,Nissan,200SX,en-US
1986,Nissan,300ZX,en-US
1986,Nissan,Maxima,en-US
1986,Nissan,Other Nissan Models,en-US
1986,Nissan,Pickup,en-US
1986,Nissan,Pulsar,en-US
1986,Nissan,Sentra,en-US
1986,Nissan,Stanza,en-US
1986,Oldsmobile,88,en-US
1986,Oldsmobile,Custom Cruiser,en-US
1986,Oldsmobile,Cutlass,en-US
1986,Oldsmobile,Cutlass Calais,en-US
1986,Oldsmobile,Cutlass Ciera,en-US
1986,Oldsmobile,Cutlass Supreme,en-US
1986,Oldsmobile,Firenza,en-US
1986,Oldsmobile,Ninety-Eight,en-US
1986,Oldsmobile,Toronado,en-US
1986,Plymouth,Caravelle,en-US
1986,Plymouth,Colt,en-US
1986,Plymouth,Conquest,en-US
1986,Plymouth,Gran Fury,en-US
1986,Plymouth,Horizon,en-US
1986,Plymouth,Reliant,en-US
1986,Plymouth,Turismo,en-US
1986,Plymouth,Voyager,en-US
1986,Pontiac,1000,en-US
1986,Pontiac,6000,en-US
1986,Pontiac,Bonneville,en-US
1986,Pontiac,Fiero,en-US
1986,Pontiac,Firebird,en-US
1986,Pontiac,Grand Am,en-US
1986,Pontiac,Grand Prix,en-US
1986,Pontiac,Other Pontiac Models,en-US
1986,Pontiac,Parisienne,en-US
1986,Pontiac,Sunbird,en-US
1986,Porsche,911,en-US
1986,Porsche,928,en-US
1986,Porsche,944,en-US
1986,Rolls-Royce,Corniche,en-US
1986,Rolls-Royce,Silver Spirit,en-US
1986,Rolls-Royce,Silver Spur,en-US
1986,Saab,900,en-US
1986,Saab,9000,en-US
1986,Subaru,Brat,en-US
1986,Subaru,L Series,en-US
1986,Subaru,Other Subaru Models,en-US
1986,Subaru,XT,en-US
1986,Suzuki,Samurai,en-US
1986,Toyota,4Runner,en-US
1986,Toyota,Camry,en-US
1986,Toyota,Celica,en-US
1986,Toyota,Corolla,en-US
1986,Toyota,Cressida,en-US
1986,Toyota,Land Cruiser,en-US
1986,Toyota,MR2,en-US
1986,Toyota,Pickup,en-US
1986,Toyota,Supra,en-US
1986,Toyota,Tercel,en-US
1986,Toyota,Van,en-US
1986,Volkswagen,Cabriolet,en-US
1986,Volkswagen,Golf,en-US
1986,Volkswagen,GTI,en-US
1986,Volkswagen,Jetta,en-US
1986,Volkswagen,Quantum,en-US
1986,Volkswagen,Scirocco,en-US
1986,Volkswagen,Vanagon,en-US
1986,Volvo,240,en-US
1986,Volvo,740,en-US
1986,Volvo,760,en-US
1986,Yugo,GV,en-US
1986,Yugo,Other Yugo Models,en-US
