Year,Make,Locale
2012,Acura,en-US
2012,Aston Martin,en-US
2012,Audi,en-US
2012,Bentley,en-US
2012,BMW,en-US
2012,Buick,en-US
2012,Cadillac,en-US
2012,Chevrolet,en-US
2012,Chrysler,en-US
2012,Dodge,en-US
2012,Ferrari,en-US
2012,FIAT,en-US
2012,Fisker,en-US
2012,Ford,en-US
2012,Freightliner,en-US
2012,GMC,en-US
2012,Honda,en-US
2012,Hyundai,en-US
2012,Infiniti,en-US
2012,Jaguar,en-US
2012,Jeep,en-US
2012,Kia,en-US
2012,Lamborghini,en-US
2012,Land Rover,en-US
2012,Lexus,en-US
2012,Lincoln,en-US
2012,Lotus,en-US
2012,Maserati,en-US
2012,Maybach,en-US
2012,Mazda,en-US
2012,McLaren,en-US
2012,Mercedes-Benz,en-US
2012,MINI,en-US
2012,Mitsubishi,en-US
2012,Nissan,en-US
2012,Porsche,en-US
2012,RAM,en-US
2012,Rolls-Royce,en-US
2012,Scion,en-US
2012,smart,en-US
2012,Subaru,en-US
2012,Suzuki,en-US
2012,Tesla,en-US
2012,Toyota,en-US
2012,Volkswagen,en-US
2012,Volvo,en-US
