Year,Make,Locale
1991,Acura,en-US
1991,Alfa Romeo,en-US
1991,Aston Martin,en-US
1991,Audi,en-US
1991,Bentley,en-US
1991,BMW,en-US
1991,Buick,en-US
1991,Cadillac,en-US
1991,Chevrolet,en-US
1991,Chrysler,en-US
1991,Dodge,en-US
1991,Eagle,en-US
1991,Ferrari,en-US
1991,Ford,en-US
1991,Geo,en-US
1991,GMC,en-US
1991,Honda,en-US
1991,Hyundai,en-US
1991,Infiniti,en-US
1991,Isuzu,en-US
1991,Jaguar,en-US
1991,Jeep,en-US
1991,Lamborghini,en-US
1991,Land Rover,en-US
1991,Lexus,en-US
1991,Lincoln,en-US
1991,Lotus,en-US
1991,Maserati,en-US
1991,Mazda,en-US
1991,Mercedes-Benz,en-US
1991,Mercury,en-US
1991,Mitsubishi,en-US
1991,Nissan,en-US
1991,Oldsmobile,en-US
1991,Plymouth,en-US
1991,Pontiac,en-US
1991,Porsche,en-US
1991,Rolls-Royce,en-US
1991,Saab,en-US
1991,Saturn,en-US
1991,Subaru,en-US
1991,Suzuki,en-US
1991,Toyota,en-US
1991,Volkswagen,en-US
1991,Volvo,en-US
