year,sex,rank,name,size,perc,total_size,total_perc
1980,M,18,Adam,413,1.2,12144,34.9
1993,M,19,Jordan,412,1.0,10888,27.0
1992,M,20,Dylan,412,1.0,11918,28.9
1990,F,9,Emily,412,1.1,5218,13.5
1989,F,8,Elizabeth,412,1.1,4920,13.3
1982,M,20,Aaron,412,1.2,12968,36.5
1996,M,16,David,411,1.0,8313,20.8
1983,M,20,Aaron,411,1.2,13308,37.6
1993,M,20,James,410,1.0,11298,28.1
1990,F,10,Nicole,410,1.1,5628,14.5
1981,M,20,Jeffrey,410,1.1,13226,37.0
2012,M,1,Liam,409,0.9,409,0.9
2012,M,2,Mason,408,0.9,817,1.8
2003,M,5,Alexander,408,1.0,2306,5.6
2001,M,6,Alexander,408,1.0,2874,7.1
1999,F,3,Samantha,408,1.1,1464,3.8
1987,M,19,Kevin,408,1.1,11865,32.8
1985,M,20,Jacob,408,1.1,12645,35.3
2008,M,4,Daniel,407,0.9,1765,3.8
1994,M,19,Cody,407,1.0,10502,26.5
1983,F,9,Heather,407,1.2,5310,15.9
1980,M,19,Eric,406,1.2,12550,36.0
1996,F,6,Madison,405,1.1,2693,7.1
1988,M,19,Anthony,405,1.1,11867,31.9
2002,M,6,Daniel,404,1.0,2792,6.9
1990,M,22,John,404,1.0,13670,33.6
1987,F,7,Stephanie,403,1.2,4679,13.7
2004,M,5,Daniel,402,1.0,2295,5.5
1990,F,11,Kayla,402,1.0,6030,15.5
2010,F,3,Isabella,401,0.9,"1,302",3.1
2006,M,4,Logan,401,0.9,1824,4.1
2013,F,3,Sophia,400,1.0,1277,3.1
1999,M,12,Nicholas,400,1.0,5765,14.1
1988,F,8,Samantha,400,1.1,4990,14.1
1986,M,21,Anthony,399,1.1,12768,35.9
1983,M,21,Jonathan,399,1.1,13707,38.8
2007,F,3,Emma,398,0.9,1265,2.9
2005,M,4,Andrew,398,0.9,1758,4.2
2000,M,10,Joseph,398,1.0,4837,11.6
1993,F,7,Taylor,398,1.0,3697,9.6
2006,M,5,Daniel,397,0.9,2221,5.0
2004,M,6,Joshua,397,0.9,2692,6.4
2003,M,6,Andrew,397,1.0,2703,6.6
2000,M,11,Zachary,397,1.0,5234,12.6
1986,F,8,Megan,397,1.2,4987,14.7
1984,F,8,Melissa,397,1.2,4748,14.2
2006,M,6,Andrew,396,0.9,2617,5.9
1996,M,17,Kyle,396,1.0,8709,21.8
1984,M,21,Tyler,396,1.1,13175,37.2
1998,M,12,Brandon,395,1.0,6094,14.9
1995,M,17,David,395,1.0,9266,23.6
1980,F,7,Angela,395,1.2,4330,13.1
2012,M,3,Ethan,394,0.9,"1,211",2.7
1998,M,13,Zachary,394,1.0,6488,15.9
1981,M,21,Benjamin,394,1.1,13620,38.1
2009,F,4,Emma,393,0.9,1710,3.9
1983,M,22,Jeffrey,393,1.1,14100,39.9
1982,F,7,Michelle,393,1.2,4441,13.1
1982,F,8,Stephanie,393,1.2,4834,14.2
2002,F,4,Madison,392,1.0,1737,4.5
2001,M,7,Daniel,392,1.0,3266,8.0
1999,F,4,Madison,392,1.0,1856,4.8
1993,M,21,Justin,392,1.0,11690,29.0
1984,F,9,Rachel,392,1.2,5140,15.3
1980,M,20,Benjamin,392,1.1,12942,37.2
2009,M,5,Daniel,391,0.9,"2,109",4.6
2005,M,5,Daniel,391,0.9,2149,5.1
1990,M,23,William,391,1.0,14061,34.6
1984,F,10,Heather,391,1.2,5531,16.5
2003,F,3,Olivia,390,1.0,1423,3.6
2002,M,7,Andrew,390,1.0,3182,7.9
1989,F,9,Stephanie,390,1.1,5310,14.4
2011,M,2,Liam,389,0.9,835,1.9
2007,M,4,Daniel,389,0.9,1845,4.0
1992,M,21,Robert,389,0.9,12307,29.9
1990,F,12,Jennifer,389,1.0,6419,16.6
1983,F,10,Rachel,389,1.2,5699,17.1
2006,F,2,Emily,388,0.9,811,1.9
1999,M,13,Joseph,388,1.0,6153,15.1
1981,F,8,Amy,388,1.1,4954,14.6
1995,M,18,Justin,387,1.0,9653,24.6
1986,F,9,Rachel,387,1.1,5374,15.9
1983,M,23,William,387,1.1,14487,41.0
1981,M,22,Jeremy,387,1.1,14007,39.1
2001,M,8,Nicholas,386,1.0,3652,9.0
2001,M,9,Tyler,386,1.0,4038,9.9
1989,F,10,Rachel,386,1.0,5696,15.4
1985,M,21,Aaron,386,1.1,13031,36.4
2010,M,2,Alexander,385,0.9,801,1.8
1998,M,14,Kyle,385,0.9,6873,16.8
1985,F,9,Rachel,385,1.1,5466,15.9
2008,F,2,Emma,384,0.9,814,1.8
2001,M,10,Matthew,384,0.9,4422,10.9
1999,M,14,Brandon,384,0.9,6537,16.0
1995,F,7,Taylor,384,1.0,3181,8.4
1989,M,21,Aaron,384,1.0,12730,33.0
1980,M,21,Brandon,384,1.1,13326,38.3
1982,F,9,Amy,383,1.1,5217,15.4
2002,M,8,Tyler,382,0.9,3564,8.8
1992,M,22,Justin,382,0.9,12689,30.8
1990,F,13,Rachel,382,1.0,6801,17.5
1984,M,22,Jonathan,382,1.1,13557,38.3
2011,M,3,Alexander,381,0.9,"1,216",2.7
2008,M,5,Logan,381,0.8,2146,4.7
2003,M,7,Daniel,381,0.9,3084,7.5
2000,M,12,Benjamin,381,0.9,5615,13.5
2000,M,13,Ethan,381,0.9,5996,14.4
1992,M,23,John,381,0.9,13070,31.7
1987,M,20,Jason,381,1.1,12246,33.9
1985,F,10,Melissa,381,1.1,5847,17.0
1998,M,15,Joseph,380,0.9,7253,17.8
1985,F,11,Elizabeth,380,1.1,6227,18.1
1985,M,22,Jonathan,380,1.1,13411,37.4
1982,M,21,William,380,1.1,13348,37.6
1980,M,22,Jeffrey,380,1.1,13706,39.4
2008,F,3,Ava,379,0.9,"1,193",2.7
2003,M,8,Michael,379,0.9,3463,8.4
2010,M,3,Daniel,378,0.9,"1,179",2.7
2004,M,7,Ryan,378,0.9,3070,7.3
1987,M,21,Anthony,378,1.0,12624,34.9
2007,M,5,Logan,377,0.8,2222,4.9
2000,M,14,Austin,377,0.9,6373,15.3
2000,M,15,Nicholas,377,0.9,6750,16.2
1998,M,16,David,377,0.9,7630,18.7
1994,F,7,Amanda,377,1.0,3487,9.2
1994,M,20,Jordan,377,1.0,10879,27.5
1985,F,12,Heather,377,1.1,6604,19.2
1985,M,23,Eric,377,1.1,13788,38.5
2008,F,4,Sophia,376,0.9,"1,569",3.6
1988,M,20,Kevin,376,1.0,12243,32.9
1985,M,24,Adam,376,1.0,14164,39.5
2010,M,4,William,375,0.8,"1,554",3.5
2007,F,4,Sophia,375,0.9,1640,3.8
2001,M,11,Joseph,375,0.9,4797,11.8
1992,F,7,Rachel,375,1.0,3786,9.8
1990,M,24,Cody,375,0.9,14436,35.5
1982,M,22,Jacob,375,1.1,13723,38.6
2010,M,5,Ethan,374,0.8,"1,928",4.4
2001,M,12,Ryan,374,0.9,5171,12.7
1980,F,8,Amy,374,1.1,4704,14.3
1989,F,11,Emily,373,1.0,6069,16.4
1988,F,9,Brittany,373,1.1,5363,15.2
1984,F,11,Megan,373,1.1,5904,17.6
2003,M,9,Tyler,372,0.9,3835,9.3
1991,F,9,Brittany,372,1.0,5192,13.3
1990,F,14,Elizabeth,372,1.0,7173,18.5
1987,F,8,Rachel,372,1.1,5051,14.8
2004,M,8,Michael,371,0.9,3441,8.2
2002,M,9,Matthew,371,0.9,3935,9.7
1996,F,7,Ashley,371,1.0,3064,8.1
1992,M,24,Anthony,371,0.9,13441,32.6
1988,M,21,Aaron,371,1.0,12614,33.9
1982,F,10,Heather,371,1.1,5588,16.5
1982,M,23,Benjamin,371,1.0,14094,39.7
2006,F,3,Ava,370,0.9,1181,2.8
2003,F,4,Madison,370,0.9,1793,4.5
2000,M,16,David,370,0.9,7120,17.1
1989,F,12,Nicole,370,1.0,6439,17.5
1987,F,9,Megan,370,1.1,5421,15.9
1984,M,23,Jeffrey,370,1.0,13927,39.3
1982,M,24,Jonathan,370,1.0,14464,40.7
1981,M,23,Jacob,370,1.0,14377,40.2
1980,M,23,Aaron,370,1.1,14076,40.4
2007,F,5,Isabella,369,0.9,2009,4.6
2002,M,10,Benjamin,369,0.9,4304,10.6
1999,M,15,Zachary,369,0.9,6906,16.9
1991,F,10,Megan,369,0.9,5561,14.2
1987,F,10,Heather,369,1.1,5790,17.0
1987,M,22,Eric,369,1.0,12993,35.9
1981,F,9,Heather,369,1.1,5323,15.7
1980,F,9,Michelle,369,1.1,5073,15.4
1980,M,24,William,369,1.1,14445,41.5
2008,F,5,Emily,368,0.8,"1,937",4.4
2008,F,6,Isabella,368,0.8,"2,305",5.2
1998,F,5,Sarah,368,0.9,2309,6.0
1998,F,6,Taylor,368,0.9,2677,6.9
1993,M,22,Anthony,368,0.9,12058,29.9
1991,F,11,Nicole,368,0.9,5929,15.2
1989,M,22,Alexander,368,1.0,13098,33.9
1987,M,23,Aaron,368,1.0,13361,37.0
2000,F,4,Emma,367,0.9,1876,4.8
1999,M,16,Benjamin,367,0.9,7273,17.8
1992,F,8,Megan,367,0.9,4153,10.7
1983,F,11,Megan,367,1.1,6066,18.2
1981,F,10,Michelle,367,1.1,5690,16.7
1980,F,10,Elizabeth,367,1.1,5440,16.5
2004,F,3,Olivia,366,0.9,1313,3.3
2002,M,11,Joseph,366,0.9,4670,11.5
1989,M,23,Benjamin,366,0.9,13464,34.9
1986,M,22,Jonathan,366,1.0,13134,37.0
1981,F,11,Angela,366,1.1,6056,17.8
1981,M,24,William,366,1.0,14743,41.2
2005,M,6,Joshua,364,0.9,2513,5.9
2003,F,5,Hannah,364,0.9,2157,5.5
1992,F,9,Elizabeth,364,0.9,4517,11.7
1989,F,13,Megan,364,1.0,6803,18.4
1987,M,24,Brian,364,1.0,13725,38.0
1986,M,23,Kevin,364,1.0,13498,38.0
1984,M,24,Eric,364,1.0,14291,40.4
1983,F,12,Elizabeth,364,1.1,6430,19.3
1982,M,25,Kevin,364,1.0,14828,41.7
2005,M,7,Michael,363,0.9,2876,6.8
2002,M,12,Samuel,363,0.9,5033,12.4
1998,F,7,Emma,363,0.9,3040,7.8
2011,M,4,Ethan,362,0.8,"1,578",3.5
2003,M,10,Matthew,362,0.9,4197,10.2
1994,F,8,Hannah,362,1.0,3849,10.2
2013,M,2,Mason,361,0.8,823,1.8
2005,F,3,Olivia,361,0.9,1214,3.0
2005,M,8,Tyler,361,0.9,3237,7.6
1999,M,17,Dylan,361,0.9,7634,18.7
1995,M,19,Jordan,361,0.9,10014,25.5
1991,F,12,Elizabeth,361,0.9,6290,16.1
1985,M,25,Anthony,361,1.0,14525,40.5
1981,M,25,Jesse,361,1.0,15104,42.2
1980,M,25,Jacob,361,1.0,14806,42.5
2010,F,4,Emma,360,0.9,"1,662",3.9
2005,F,4,Madison,360,0.9,1574,3.9
1999,M,18,Nathan,360,0.9,7994,19.6
1991,M,24,Benjamin,360,0.9,14079,34.4
1990,M,25,Kevin,360,0.9,14796,36.4
1989,M,24,William,360,0.9,13824,35.8
1985,M,26,Steven,360,1.0,14885,41.5
2007,F,6,Ava,359,0.8,2368,5.5
2003,M,11,Samuel,359,0.9,4556,11.1
1980,F,11,Stephanie,359,1.1,5799,17.6
2012,M,4,Alexander,357,0.8,"1,568",3.5
2007,M,6,Noah,357,0.8,2579,5.6
2001,M,13,Benjamin,357,0.9,5528,13.6
1994,F,9,Rachel,357,0.9,4206,11.1
1990,M,26,Eric,357,0.9,15153,37.3
1988,M,22,Jonathan,357,1.0,12971,34.9
1987,F,11,Elizabeth,357,1.0,6147,18.0
1984,M,25,Anthony,357,1.0,14648,41.4
1983,M,24,Kevin,357,1.0,14844,42.0
2010,M,6,Logan,356,0.8,"2,284",5.2
2003,M,12,David,356,0.9,4912,12.0
1995,M,20,James,356,0.9,10370,26.4
1989,M,25,Kevin,356,0.9,14180,36.7
1982,M,26,Jeremy,356,1.0,15184,42.7
2011,M,5,Jacob,355,0.8,"1,933",4.3
2008,M,6,William,355,0.8,2501,5.4
2006,F,4,Isabella,355,0.8,1536,3.6
2004,F,4,Isabella,355,0.9,1668,4.2
2001,F,4,Emma,355,0.9,1765,4.5
1991,M,25,William,355,0.9,14434,35.3
1989,F,14,Kayla,355,1.0,7158,19.4
1988,M,23,Zachary,355,1.0,13326,35.9
1984,F,12,Michelle,355,1.1,6259,18.7
1981,F,12,Elizabeth,355,1.0,6411,18.9
2007,M,7,Benjamin,354,0.8,2933,6.4
2006,F,5,Olivia,354,0.8,1890,4.5
1996,M,18,Anthony,354,0.9,9063,22.7
1994,M,21,Justin,354,0.9,11233,28.4
1986,F,10,Heather,354,1.0,5728,16.9
1985,M,27,Kevin,354,1.0,15239,42.5
1983,F,13,Amy,354,1.1,6784,20.4
2010,M,7,Benjamin,353,0.8,"2,637",6.0
2002,M,13,Ryan,353,0.9,5386,13.3
1998,F,8,Jessica,353,0.9,3393,8.7
1992,F,10,Kayla,353,0.9,4870,12.6
1991,F,13,Rachel,353,0.9,6643,17.0
1984,F,13,Elizabeth,353,1.1,6612,19.7
1984,M,26,Jacob,353,1.0,15001,42.4
2000,F,5,Sarah,352,0.9,2228,5.7
1988,F,10,Megan,352,1.0,5715,16.2
1983,M,25,Jacob,352,1.0,15196,43.0
2009,M,6,Logan,351,0.8,"2,460",5.4
1994,M,22,John,351,0.9,11584,29.3
1985,M,28,Jeffrey,351,1.0,15590,43.5
1982,F,11,Elizabeth,351,1.0,5939,17.5
2013,M,3,Alexander,350,0.8,"1,173",2.6
1996,M,19,James,350,0.9,9413,23.5
1992,M,25,William,350,0.8,13791,33.5
1988,M,24,William,350,0.9,13676,36.8
2007,M,8,David,349,0.8,3282,7.2
2005,M,9,David,349,0.8,3586,8.5
1997,F,7,Megan,349,0.9,3160,8.3
1992,F,11,Hannah,349,0.9,5219,13.5
1987,M,25,Jonathan,349,1.0,14074,38.9
1981,M,26,Jonathan,349,1.0,15453,43.2
2013,M,4,Ethan,348,0.8,"1,521",3.4
2008,M,7,Noah,348,0.8,2849,6.2
2006,M,7,Samuel,348,0.8,2965,6.7
1999,F,5,Jessica,347,0.9,2203,5.7
1990,M,27,Benjamin,347,0.9,15500,38.1
1989,M,26,Steven,347,0.9,14527,37.6
1987,M,26,Benjamin,347,1.0,14421,39.9
1985,M,29,Benjamin,347,1.0,15937,44.5
1984,F,14,Amy,347,1.0,6959,20.8
2009,M,7,Benjamin,346,0.8,"2,806",6.1
2007,M,9,Samuel,346,0.8,3628,7.9
1992,F,12,Nicole,346,0.9,5565,14.4
1991,F,14,Jennifer,346,0.9,6989,17.9
1984,M,27,Kevin,346,1.0,15347,43.3
2011,M,6,Daniel,345,0.8,"2,278",5.1
2011,M,7,Noah,345,0.8,"2,623",5.9
2010,M,8,Liam,345,0.8,"2,982",6.7
2006,F,6,Madison,345,0.8,2235,5.3
1986,M,24,Adam,345,1.0,13843,39.0
2006,M,8,Michael,344,0.8,3309,7.4
2004,M,9,Samuel,344,0.8,3785,9.0
1997,F,8,Ashley,344,0.9,3504,9.2
1988,F,11,Rachel,344,1.0,6059,17.1
1984,M,28,Steven,344,1.0,15691,44.3
1980,M,26,Timothy,344,1.0,15150,43.5
2011,M,8,William,343,0.8,"2,966",6.6
2010,M,9,Elijah,343,0.8,"3,325",7.5
2008,F,7,Abigail,343,0.8,"2,648",6.0
2005,M,10,Logan,343,0.8,3929,9.3
2004,M,10,Tyler,343,0.8,4128,9.8
2000,M,17,William,343,0.8,7463,18.0
1997,M,18,Jordan,343,0.9,8845,22.1
1997,M,19,Samuel,343,0.9,9188,23.0
1994,M,23,Anthony,343,0.9,11927,30.1
1993,F,8,Hannah,343,0.9,4040,10.5
1989,F,15,Kelsey,343,0.9,7501,20.3
1987,F,12,Amber,343,1.0,6490,19.0
1983,F,14,Michelle,343,1.0,7127,21.4
2011,M,9,Logan,342,0.8,"3,308",7.4
2010,M,10,Noah,342,0.8,"3,667",8.3
2006,F,7,Sophia,342,0.8,2577,6.1
2004,F,5,Hannah,342,0.9,2010,5.1
2003,M,13,Benjamin,342,0.8,5254,12.8
2001,F,5,Grace,342,0.9,2107,5.4
1996,F,8,Elizabeth,342,0.9,3406,9.0
1995,F,8,Amanda,342,0.9,3523,9.3
2004,M,11,Benjamin,341,0.8,4469,10.6
1997,M,20,Justin,341,0.9,9529,23.8
1983,M,26,Eric,341,1.0,15537,44.0
2008,M,8,Aiden,340,0.7,3189,6.9
2007,M,10,Andrew,340,0.7,3968,8.7
2007,M,11,Michael,340,0.7,4308,9.4
2004,F,6,Madison,340,0.9,2350,5.9
2002,M,14,David,340,0.8,5726,14.2
1998,F,9,Alexis,340,0.9,3733,9.6
1991,M,26,Kevin,340,0.8,14774,36.1
1990,M,28,Jonathan,340,0.8,15840,39.0
1989,M,27,Brian,340,0.9,14867,38.5
1988,F,12,Elizabeth,340,1.0,6399,18.1
1986,M,25,Benjamin,340,1.0,14183,39.9
1984,M,29,William,340,1.0,16031,45.3
1983,M,27,Benjamin,340,1.0,15877,44.9
1983,M,28,Steven,340,1.0,16217,45.9
1982,F,12,Rachel,340,1.0,6279,18.5
2013,M,5,Noah,339,0.8,"1,860",4.2
2009,M,8,Aiden,339,0.7,"3,145",6.9
2008,M,9,Samuel,339,0.7,3528,7.7
2001,M,14,Anthony,339,0.8,5867,14.4
2001,M,15,Samuel,339,0.8,6206,15.3
2000,M,18,Samuel,339,0.8,7802,18.8
1998,M,17,Christopher,339,0.8,7969,19.5
1998,M,18,William,339,0.8,8308,20.3
1997,M,21,William,339,0.8,9868,24.7
1987,M,27,Steven,339,0.9,14760,40.8
1986,F,11,Amber,339,1.0,6067,17.9
1980,M,27,Jesse,339,1.0,15489,44.5
2007,M,12,Anthony,338,0.7,4646,10.2
1990,M,29,Steven,338,0.8,16178,39.8
1988,M,25,Steven,338,0.9,14014,37.7
1980,F,12,Lisa,338,1.0,6137,18.6
2007,M,13,William,337,0.7,4983,10.9
2004,M,12,Logan,337,0.8,4806,11.4
2001,F,6,Olivia,337,0.9,2444,6.3
1999,F,6,Taylor,337,0.9,2540,6.6
1999,M,19,Samuel,337,0.8,8331,20.4
1995,M,21,Anthony,337,0.9,10707,27.3
1988,M,26,Benjamin,337,0.9,14351,38.6
2012,M,5,Benjamin,336,0.8,"1,904",4.3
2003,M,14,Dylan,336,0.8,5590,13.6
2000,M,19,Brandon,336,0.8,8138,19.6
1994,M,24,Benjamin,336,0.8,12263,31.0
1993,M,23,John,336,0.8,12394,30.8
1986,M,26,Jeffrey,336,0.9,14519,40.9
1985,M,30,William,336,0.9,16273,45.4
2009,M,9,Samuel,335,0.7,"3,480",7.6
2005,M,11,Matthew,335,0.8,4264,10.1
2003,F,6,Grace,335,0.8,2492,6.3
1996,M,20,Samuel,335,0.8,9748,24.4
1992,F,13,Stephanie,335,0.9,5900,15.2
1992,F,14,Taylor,335,0.9,6235,16.1
1992,M,26,Austin,335,0.8,14126,34.3
1986,M,27,Aaron,335,0.9,14854,41.8
1983,F,15,Amber,335,1.0,7462,22.4
1981,M,27,Timothy,335,0.9,15788,44.1
1980,F,13,Nicole,335,1.0,6472,19.6
2005,M,12,Benjamin,334,0.8,4598,10.9
2002,F,5,Olivia,334,0.9,2071,5.4
2000,M,20,Nathan,334,0.8,8472,20.4
1999,F,7,Emma,334,0.9,2874,7.4
1998,M,19,Samuel,334,0.8,8642,21.2
1997,F,9,Taylor,334,0.9,3838,10.1
1995,M,22,Cody,334,0.9,11041,28.1
1992,M,27,Kevin,334,0.8,14460,35.1
1982,M,27,Steven,334,0.9,15518,43.7
1981,F,13,Rachel,334,1.0,6745,19.8
1993,F,9,Megan,333,0.9,4373,11.4
1988,M,27,Brian,333,0.9,14684,39.5
1988,M,28,Jason,333,0.9,15017,40.4
1981,M,28,Eric,333,0.9,16121,45.0
2009,M,10,David,332,0.7,"3,812",8.3
2006,M,9,David,332,0.7,3641,8.2
2005,F,5,Isabella,332,0.8,1906,4.7
2001,M,16,William,332,0.8,6538,16.1
1993,M,24,Robert,332,0.8,12726,31.6
1984,M,30,Benjamin,332,0.9,16363,46.2
1982,F,13,Crystal,332,1.0,6611,19.5
1982,M,28,Jesse,332,0.9,15850,44.6
2013,M,6,Benjamin,331,0.7,"2,191",4.9
2011,F,4,Isabella,331,0.8,"1,643",3.9
2004,M,13,Joseph,331,0.8,5137,12.2
2001,M,17,David,331,0.8,6869,16.9
2000,M,21,Anthony,331,0.8,8803,21.2
1996,M,21,Benjamin,331,0.8,10079,25.2
1995,F,9,Megan,331,0.9,3854,10.1
1995,F,10,Rachel,331,0.9,4185,11.0
1994,F,10,Megan,331,0.9,4537,12.0
1993,F,10,Rachel,331,0.9,4704,12.2
1991,M,27,Steven,331,0.8,15105,36.9
1989,M,28,Eric,331,0.9,15198,39.4
1988,M,29,Thomas,331,0.9,15348,41.3
1982,F,14,Amber,331,1.0,6942,20.4
1982,M,29,Eric,331,0.9,16181,45.5
2010,M,11,Mason,330,0.7,"3,997",9.0
2008,M,10,Joshua,330,0.7,3858,8.4
2004,M,14,William,330,0.8,5467,13.0
1996,M,22,Jonathan,330,0.8,10409,26.0
1990,M,30,Thomas,330,0.8,16508,40.6
2013,M,7,Jacob,329,0.7,"2,520",5.6
2012,M,6,Noah,329,0.7,"2,233",5.0
2006,M,10,Benjamin,329,0.7,3970,8.9
2006,M,11,Nathan,329,0.7,4299,9.7
2004,M,15,David,329,0.8,5796,13.8
2002,F,6,Grace,329,0.9,2400,6.2
1983,F,16,Erin,329,1.0,7791,23.4
2007,F,7,Abigail,328,0.8,2696,6.2
2005,M,13,William,328,0.8,4926,11.6
2001,M,18,Zachary,328,0.8,7197,17.7
2000,M,22,Christopher,328,0.8,9131,22.0
1996,F,9,Taylor,328,0.9,3734,9.9
1995,M,23,Benjamin,328,0.8,11369,29.0
1993,F,11,Elizabeth,328,0.9,5032,13.1
1992,M,28,Benjamin,328,0.8,14788,35.9
1988,M,30,Alexander,328,0.9,15676,42.2
1985,F,13,Danielle,328,1.0,6932,20.2
2006,M,12,William,327,0.7,4626,10.4
2005,M,14,Noah,327,0.8,5253,12.4
2002,M,15,Nicholas,327,0.8,6053,15.0
1998,M,20,Nathan,327,0.8,8969,22.0
1989,M,29,Nathan,327,0.8,15525,40.2
1987,F,13,Samantha,327,1.0,6817,20.0
1986,M,28,Steven,327,0.9,15181,42.7
1984,M,31,Nathan,327,0.9,16690,47.1
2004,F,7,Grace,326,0.8,2676,6.8
2002,M,16,William,326,0.8,6379,15.8
2001,M,19,Dylan,326,0.8,7523,18.5
1993,M,25,Benjamin,326,0.8,13052,32.4
1991,F,15,Kelsey,326,0.8,7315,18.7
1986,F,12,Elizabeth,326,1.0,6393,18.9
1980,F,14,Erin,326,1.0,6798,20.6
2013,M,8,Henry,325,0.7,"2,845",6.4
2011,F,5,Emily,325,0.8,"1,968",4.6
2008,M,11,Andrew,325,0.7,4183,9.1
2005,M,15,Samuel,325,0.8,5578,13.2
2001,M,20,Austin,325,0.8,7848,19.3
1997,M,22,Benjamin,325,0.8,10193,25.5
1993,M,26,Kevin,325,0.8,13377,33.2
1992,F,15,Chelsea,325,0.8,6560,17.0
1990,M,31,Aaron,325,0.8,16833,41.4
1990,M,32,Brian,325,0.8,17158,42.2
2012,F,4,Isabella,324,0.8,"1,691",4.0
2009,F,5,Abigail,324,0.7,2034,4.7
2005,F,6,Ava,324,0.8,2230,5.5
2002,M,17,Nathan,324,0.8,6703,16.6
1999,M,20,Anthony,324,0.8,8655,21.2
1999,M,21,William,324,0.8,8979,22.0
1985,F,14,Amber,324,0.9,7256,21.1
1981,M,29,Kevin,324,0.9,16445,46.0
2009,F,6,Emily,323,0.7,2357,5.4
2008,M,12,David,323,0.7,4506,9.8
2005,M,16,Joseph,323,0.8,5901,13.9
2001,F,7,Elizabeth,323,0.8,2767,7.1
1999,M,22,Christopher,323,0.8,9302,22.8
2009,F,7,Ava,322,0.7,2679,6.2
1996,F,10,Rachel,322,0.9,4056,10.7
1992,M,29,Aaron,322,0.8,15110,36.7
1989,F,16,Heather,322,0.9,7823,21.2
1987,M,28,Sean,322,0.9,15082,41.7
2013,M,9,William,321,0.7,"3,166",7.1
2000,F,6,Samantha,321,0.8,2549,6.5
1998,M,21,Jordan,321,0.8,9290,22.7
1994,M,25,William,321,0.8,12584,31.8
1986,F,13,Melissa,321,0.9,6714,19.8
1986,M,29,Zachary,321,0.9,15502,43.6
1985,F,15,Michelle,321,0.9,7577,22.0
1985,M,31,Timothy,321,0.9,16594,46.3
1981,F,14,Erin,321,0.9,7066,20.8
2010,F,5,Ava,320,0.8,"1,982",4.7
2009,M,11,Michael,320,0.7,"4,132",9.0
2006,M,13,Ryan,320,0.7,4946,11.1
2001,M,21,Nathan,320,0.8,8168,20.1
1999,F,8,Alexis,320,0.8,3194,8.2
1997,M,23,Anthony,320,0.8,10513,26.3
1996,M,23,Jordan,320,0.8,10729,26.8
1983,M,29,Anthony,320,0.9,16537,46.8
1982,M,30,Kyle,320,0.9,16501,46.4
1980,M,28,Kevin,320,0.9,15809,45.4
2010,F,6,Abigail,319,0.8,"2,301",5.4
2010,F,7,Emily,319,0.8,"2,620",6.2
2007,M,14,Joshua,319,0.7,5302,11.6
1993,F,12,Kayla,319,0.8,5351,13.9
1991,M,28,Jonathan,319,0.8,15424,37.7
1986,M,30,William,319,0.9,15821,44.5
1983,F,17,Crystal,319,1.0,8110,24.3
1981,F,15,Rebecca,319,0.9,7385,21.7
2006,M,14,Noah,318,0.7,5264,11.8
2003,F,7,Abigail,318,0.8,2810,7.1
2000,F,7,Jessica,318,0.8,2867,7.3
1994,F,11,Nicole,318,0.8,4855,12.8
1981,F,16,Amber,318,0.9,7703,22.7
2012,M,7,William,317,0.7,"2,550",5.7
2006,M,15,Matthew,317,0.7,5581,12.5
2003,M,15,Joseph,317,0.8,5907,14.4
2002,M,18,Anthony,317,0.8,7020,17.4
2000,F,8,Ashley,317,0.8,3184,8.1
1998,M,22,Anthony,317,0.8,9607,23.5
1987,M,29,Thomas,317,0.9,15399,42.6
2009,M,12,Noah,316,0.7,"4,448",9.7
2006,M,16,Joshua,316,0.7,5897,13.2
1988,F,13,Heather,316,0.9,6715,19.0
1988,M,31,Eric,316,0.9,15992,43.0
2000,F,9,Taylor,315,0.8,3499,8.9
1999,M,23,Justin,315,0.8,9617,23.6
1998,F,10,Ashley,315,0.8,4048,10.4
1996,M,24,Justin,315,0.8,11044,27.6
1995,F,11,Madison,315,0.8,4500,11.8
1993,M,27,Samuel,315,0.8,13692,34.0
1990,F,15,Kelsey,315,0.8,7488,19.3
1986,M,31,Jeremy,315,0.9,16136,45.4
1984,F,15,Amber,315,0.9,7274,21.7
2012,M,8,Jacob,314,0.7,"2,864",6.4
2004,M,16,Nathan,314,0.7,6110,14.5
1999,M,24,Kyle,314,0.8,9931,24.3
1995,M,24,Nathan,314,0.8,11683,29.8
1993,M,28,William,314,0.8,14006,34.8
1987,M,30,William,314,0.9,15713,43.5
1980,M,29,Anthony,314,0.9,16123,46.3
2012,M,9,James,313,0.7,"3,177",7.1
2012,M,10,Michael,313,0.7,"3,490",7.8
2005,M,17,Nathan,313,0.7,6214,14.7
2004,M,17,Matthew,313,0.7,6423,15.3
2003,M,16,Anthony,313,0.8,6220,15.2
2000,M,23,Dylan,313,0.8,9444,22.7
1982,M,31,Anthony,313,0.9,16814,47.3
1982,M,32,Timothy,313,0.9,17127,48.2
2007,F,8,Madison,312,0.7,3008,7.0
2004,M,18,Dylan,312,0.7,6735,16.0
2003,M,17,Nathan,312,0.8,6532,15.9
1997,F,10,Elizabeth,312,0.8,4150,10.9
1994,M,26,Robert,312,0.8,12896,32.6
1993,F,13,Nicole,312,0.8,5663,14.7
1988,M,32,Jeffrey,312,0.8,16304,43.9
