from,to,country,city,state,price,color,nonstop,time,link,img,lat,lng
"sfo","mtja","United States","Montrose","CO","171","green","1+ stops (Non-stop available)","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/mtja?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=171","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","38.5026155","-107.89635",
"sfo","koaa","United States","Kona","HI","172","green","Non-stop","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/koaa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=172","https://content.skyscnr.com/58b405a0d8edd485675e9be9610a886a/GettyImages-472850836.jpg?resize=500px:500px&quality=60undefined","19.736916","-156.0429246",
"sfo","bqna","Puerto Rico","Aguadilla","","172","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/bqna?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=172","https://content.skyscnr.com/7ab407f472aed4c0174aa91b025f8e71/GettyImages-597296789.jpg?resize=500px:500px&quality=60undefined","18.4953957","-67.1355779",
"sfo","prca","United States","Prescott","AZ","173","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/prca?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=173","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","34.5479476","-112.4784189",
"sfo","posa","Trinidad and Tobago","Port Of Spain","","173","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/posa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=173","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","0","0",
"sfo","edin","United Kingdom","Edinburgh","","173","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/edin?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=173","https://content.skyscnr.com/9df58c8d6e66cd62d55c804b2d7cd22e/GettyImages-506396604.jpg?resize=500px:500px&quality=60undefined","55.953252","-3.188267",
"sfo","mafa","United States","Midland","TX","173","","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/mafa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3","https://content.skyscnr.com/7d904a9eb8c3e8b44d706228295d2acf/gettyimages-180827005.jpg?resize=500px:500px&quality=60undefined","0","0",
"sfo","alba","United States","Albany","NY","174","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/alba?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=174","https://content.skyscnr.com/ea46a05d988006577f74fe7a5337176d/GettyImages-147049220.jpg?resize=500px:500px&quality=60undefined","0","0",
"sfo","pnsa","United States","Pensacola","FL","176","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/pnsa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=176","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","0","0",
"sfo","deca","United States","Decatur","IL","177","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/deca?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=177","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","0","0",
"sfo","lita","United States","Little Rock","AR","177","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/lita?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=177","https://content.skyscnr.com/e9506586094c55435d50a372478fb219/GettyImages-163304716.jpg?resize=500px:500px&quality=60undefined","34.6571477","-92.3044345",
"sfo","vera","Mexico","Veracruz","","177","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/vera?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=177","https://content.skyscnr.com/9f3fb49d877ad3a885007dd4ae0e6217/GettyImages-147317887.jpg?resize=500px:500px&quality=60undefined","19.173773","-96.1342241",
"sfo","grra","United States","Grand Rapids","MI","178","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/grra?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=178","https://content.skyscnr.com/13df01d71973dd34df02ed5e087f8f07/GettyImages-155095099.jpg?resize=500px:500px&quality=60undefined","42.8846633","-85.5248434",
"sfo","acaa","Mexico","Acapulco","","178","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/acaa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=178","https://content.skyscnr.com/dd9f706f11cfcc1a37fc86c7b677a9f1/gettyimages-544733254.jpg?resize=500px:500px&quality=60undefined","0","0",
"sfo","brus","Belgium","Brussels","","178","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/brus?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=178","https://content.skyscnr.com/7f99e0b77af76bf7e89a614cba3a1d9d/GettyImages-517851449.jpg?resize=500px:500px&quality=60undefined","50.8432348","4.3810201",
"sfo","bdaa","Bermuda","Hamilton","","178","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/bdaa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=178","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","32.3598289","-64.7020387",
"sfo","pari","France","Paris","","178","green","1+ stops (Non-stop available)","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/pari?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=178","https://content.skyscnr.com/c88da2b091534f7baf8536b3959ce83a/GettyImages-495057957.jpg?resize=500px:500px&quality=60undefined","48.856614","2.3522219",
"sfo","amst","Netherlands","Amsterdam","","178","green","1+ stops (Non-stop available)","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/amst?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=178","https://content.skyscnr.com/fa0912c6ed6f75f0607dfc080359a021/amsterdam.jpg?resize=500px:500px&quality=60undefined","52.3400284","4.8752581",
"sfo","cope","Denmark","Copenhagen","","178","green","1+ stops (Non-stop available)","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/cope?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=178","https://content.skyscnr.com/d22c8f93938b699739ba5e9d682019af/GettyImages-474603829.jpg?resize=500px:500px&quality=60undefined","55.6821086","12.5392736",
"sfo","caku","China","Aksu","","178","","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/caku?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","41.1713109","80.2589428",
"sfo","stoc","Sweden","Stockholm","","178","","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/stoc?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3","https://content.skyscnr.com/ff74ff6df34c2b06f6f895e14fe32512/GettyImages-100891056.jpg?resize=500px:500px&quality=60undefined","59.3334357","18.0541957",
"sfo","broa","United States","Brownsville","TX","179","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/broa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=179","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","25.9063266","-97.4269855",
"sfo","hrla","United States","Harlingen","TX","179","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/hrla?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=179","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","0","0",
"sfo","mwaa","United States","Marion","IL","179","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/mwaa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=179","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","0","0",
"sfo","gnda","Grenada","St. George","","179","","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/gnda?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3","https://content.skyscnr.com/fe648653c1a875f3b728cf916d0e7e1b/GettyImages-462517473.jpg?resize=500px:500px&quality=60undefined","12.007809","-61.794344",
"sfo","gnva","United States","Gainesville","FL","180","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/gnva?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=180","https://content.skyscnr.com/1e4cb33092e4a188eb30ebd28a642175/Gainesville-GettyImages-487817190.jpg?resize=500px:500px&quality=60undefined","29.686281","-82.2767839",
"sfo","gpta","United States","Gulfport","MS","180","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/gpta?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=180","https://content.skyscnr.com/ba8078dcad40ff3bafd2bc852a340ad2/GettyImages-185536462.jpg?resize=500px:500px&quality=60undefined","30.364379","-89.115179",
"sfo","eywa","United States","Key West","FL","180","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/eywa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=180","https://content.skyscnr.com/0d007fc84320ddce8c7edc58e6fce7ce/GettyImages-155597893.jpg?resize=500px:500px&quality=60undefined","24.5514256","-81.7997754",
"sfo","lana","United States","Lansing","MI","180","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/lana?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=180","https://content.skyscnr.com/c06e26118171bdd3315cba356bff36fa/GettyImages-147514525.jpg?resize=500px:500px&quality=60undefined","42.734386","-84.553524",
"sfo","yqba","Canada","Quebec","","180","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/yqba?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=180","https://content.skyscnr.com/92d02b1fbc4256d6f049e41bd4fe8202/GettyImages-149216692.jpg?resize=500px:500px&quality=60undefined","46.7907719","-71.388569",
"sfo","fran","Germany","Frankfurt","","180","green","1+ stops (Non-stop available)","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/fran?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=180","https://content.skyscnr.com/e286ff180a40d9376f18c9c2b314565f/GettyImages-510973985.jpg?resize=500px:500px&quality=60undefined","50.1265835","8.68712",
"sfo","fnta","United States","Flint","MI","180","","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/fnta?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3","https://content.skyscnr.com/d31f6c4b3fc3dbe64cdb35cf3d3008db/gettyimages-591434330.jpg?resize=500px:500px&quality=60undefined","42.973423","-83.7388942",
"sfo","choa","United States","Charlottesville","VA","181","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/choa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=181","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","38.1394877","-78.4516149",
"sfo","hdna","United States","Hayden","CO","181","green","1+ stops (Non-stop available)","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/hdna?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=181","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","0","0",
"sfo","jnua","United States","Juneau","AK","181","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/jnua?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=181","https://content.skyscnr.com/caf8d98d1c00606b3d3f07d8e76dfdcb/GettyImages-508143343.jpg?resize=500px:500px&quality=60undefined","58.3579806","-134.5831791",
"sfo","fara","United States","Fargo","ND","181","","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/fara?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3","https://content.skyscnr.com/5b4d472e7614d0edb01952574069c6c8/fillter-illu.svg?resize=500px:500px&quality=90undefined","0","0",
"sfo","nasa","Bahamas","Nassau","","182","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/nasa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=182","https://content.skyscnr.com/a5abc7ea070a8e2a6431477ca00d179e/GettyImages-147049964.jpg?resize=500px:500px&quality=60undefined","0","0",
"sfo","hnla","United States","Honolulu","HI","183","green","Non-stop","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/hnla?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=183","https://content.skyscnr.com/27df02a7997db4d96228f275c7260bf4/GettyImages-173646047.jpg?resize=500px:500px&quality=60undefined","21.3245132","-157.9250736",
"sfo","hava","Cuba","Havana","","183","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/hava?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=183","https://content.skyscnr.com/cb4c2e6fd85c51280777764615413c72/havana-cuba.jpg?resize=500px:500px&quality=60undefined","51.427161","-0.329921",
"sfo","shva","United States","Shreveport","LA","184","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/shva?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=184","https://content.skyscnr.com/dcec1e6fc1d86a88c1c833f106a9190b/GettyImages-177425819.jpg?resize=500px:500px&quality=60undefined","32.4544911","-93.8286552",
"sfo","tlha","United States","Tallahassee","FL","184","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/tlha?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=184","https://content.skyscnr.com/59c0ede61e6a264c16720d5b4b608c00/GettyImages-144562652.jpg?resize=500px:500px&quality=60undefined","30.4743765","-84.3544292",
"sfo","sjua","Puerto Rico","San Juan","","184","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/sjua?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=184","https://content.skyscnr.com/87e497393bdea2e726e10b603f08f905/GettyImages-178486312.jpg?resize=500px:500px&quality=60undefined","18.4650675","-66.1166561",
"sfo","plsa","Turks and Caicos Islands","Providenciales","","184","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/plsa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=184","https://content.skyscnr.com/eebad8f9c4cff99dfa49a737ab5f7f61/GettyImages-491326795.jpg?resize=500px:500px&quality=60undefined","21.7763463","-72.271334",
"sfo","mhka","United States","Manhattan","KS","184","","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/mhka?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3","https://content.skyscnr.com/8d5bbef3782555312f338b7c8e62323a/GettyImages-492990892.jpg?resize=500px:500px&quality=60undefined","39.1974437","-96.5847249",
"sfo","ogga","United States","Kahului","HI","185","green","Non-stop","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/ogga?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=185","https://content.skyscnr.com/7e00e98bd2025a3a71450e681bb68d7e/GettyImages-538355195.jpg?resize=500px:500px&quality=60undefined","20.8967924","-156.4329379",
"sfo","huxa","Mexico","Huatulco","","185","green","1+ stops","Fri Feb 02 2018 14:17:45 GMT-0800 (PST)","https://www.skyscanner.com/transport/flights/sfo/huxa?adults=1&children=0&adultsv2=1&childrenv2=&infants=0&cabinclass=economy&rtn=0&preferdirects=false&outboundaltsenabled=false&inboundaltsenabled=false&oym=1802&qp_prevProvider=ins_browse&qp_prevCurrency=USD&priceSourceId=b3ms-UK1-3&qp_prevPrice=185","https://content.skyscnr.com/215d4a1a7c3224105840f580eeffec02/gettyimages200430418.jpg?resize=500px:500px&quality=60undefined","15.782399","-96.065587",
