Year,Make,Model,Trim,Locale
2015,Acura,MDX,Touring,en-US
2015,Acura,TLX,UNAVAIL,en-US
2015,Acura,RLX,Hybrid,en-US
2015,Acura,RLX,UNAVAIL,en-US
2015,Acura,ILX,UNAVAIL,en-US
2015,Acura,MDX,UNAVAIL,en-US
2015,Acura,ILX,Hybrid,en-US
2015,Acura,RDX,UNAVAIL,en-US
2015,Alfa Romeo,4C,UNAVAIL,en-US
2015,Alfa Romeo,4C,Launch Edition,en-US
2015,Aston Martin,Rapide S,UNAVAIL,en-US
2015,Aston Martin,V12 Vantage,UNAVAIL,en-US
2015,Aston Martin,V8 Vantage,GT,en-US
2015,Aston Martin,V8 Vantage,UNAVAIL,en-US
2015,Aston Martin,DB9,UNAVAIL,en-US
2015,Aston Martin,V12 Vantage,S,en-US
2015,Aston Martin,V8 Vantage,S,en-US
2015,Aston Martin,Vanquish,UNAVAIL,en-US
2015,Aston Martin,V8 Vantage,N420,en-US
2015,Aston Martin,V8 Vantage,N400,en-US
2015,Aston Martin,V12 Vantage,Carbon Black,en-US
2015,Aston Martin,Vanquish,S,en-US
2015,Audi,A4,1.8T,en-US
2015,Audi,A4,2.0T Premium,en-US
2015,Audi,TTS,2.0T Premium Plus,en-US
2015,Audi,A8,3.7,en-US
2015,Audi,TT,ALMS Edition,en-US
2015,Audi,R8,V8,en-US
2015,Audi,Q5,3.0T Prestige,en-US
2015,Audi,Q7,3.0T S line Prestige,en-US
2015,Audi,TTS,2.0T Premium,en-US
2015,Audi,TT,3.2 Premium Plus,en-US
2015,Audi,A6,UNAVAIL,en-US
2015,Audi,A8,4.2,en-US
2015,Audi,Q7,UNAVAIL,en-US
2015,Audi,A5,UNAVAIL,en-US
2015,Audi,RS 7,Prestige,en-US
2015,Audi,A3,TDI Premium Plus,en-US
2015,Audi,Q5,3.2 Premium Plus,en-US
2015,Audi,A5,3.2,en-US
2015,Audi,A6,3.0T Premium,en-US
2015,Audi,S7,Prestige,en-US
2015,Audi,A3,2.0T Prestige,en-US
2015,Audi,A6,4.2 Prestige,en-US
2015,Audi,A7,3.0T Prestige,en-US
2015,Audi,RS 5,UNAVAIL,en-US
2015,Audi,R8,GT,en-US
2015,Audi,Q7,TDI Prestige,en-US
2015,Audi,A3,1.8T Premium Plus,en-US
2015,Audi,Q5,2.0T Premium,en-US
2015,Audi,allroad,Premium Plus,en-US
2015,Audi,Q7,3.0T Premium Plus,en-US
2015,Audi,TT,2.0T Prestige,en-US
2015,Audi,A6,2.7T,en-US
2015,Audi,Q7,TDI Premium Plus,en-US
2015,Audi,SQ5,Premium Plus,en-US
2015,Audi,TT,UNAVAIL,en-US
2015,Audi,TTS,2.0T Prestige,en-US
2015,Audi,S6,Premium Plus,en-US
2015,Audi,S7,UNAVAIL,en-US
2015,Audi,A7,TDI Prestige,en-US
2015,Audi,A7,3.0T Premium,en-US
2015,Audi,SQ5,Prestige,en-US
2015,Audi,TT,2.0T,en-US
2015,Audi,A4,3.0,en-US
2015,Audi,S5,Premium Plus,en-US
2015,Audi,A6,2.0T Premium Plus,en-US
2015,Audi,Q3,2.0T Prestige,en-US
2015,Audi,A6,3.0T Premium Plus,en-US
2015,Audi,A4,UNAVAIL,en-US
2015,Audi,A3,2.0T Premium Plus,en-US
2015,Audi,A6,3.2,en-US
2015,Audi,A8,L 4.0T,en-US
2015,Audi,A6,3.2 Premium Plus,en-US
2015,Audi,A4,2.0T Prestige,en-US
2015,Audi,A8,L W12,en-US
2015,Audi,TT,1.8T,en-US
2015,Audi,A7,3.0T Premium Plus,en-US
2015,Audi,Q7,3.6 Prestige,en-US
2015,Audi,R8,4.2,en-US
2015,Audi,A4,3.2 Premium Plus,en-US
2015,Audi,S4,Premium Plus,en-US
2015,Audi,A5,3.2 Prestige,en-US
2015,Audi,A4,2.8,en-US
2015,Audi,A6,3.0T Prestige,en-US
2015,Audi,A6,2.0T Premium,en-US
2015,Audi,A6,3.0,en-US
2015,Audi,A8,L 3.0T,en-US
2015,Audi,Q7,3.0T Premium,en-US
2015,Audi,Q7,4.2 Premium,en-US
2015,Audi,A3,1.8T Prestige,en-US
2015,Audi,S4,Prestige,en-US
2015,Audi,allroad,4.2,en-US
2015,Audi,Q5,3.2 Prestige,en-US
2015,Audi,TT,2.0T Premium Plus,en-US
2015,Audi,A4,2.0T Premium Plus,en-US
2015,Audi,A7,TDI Premium Plus,en-US
2015,Audi,S3,Premium Plus,en-US
2015,Audi,A6,2.7T S line,en-US
2015,Audi,A4,3.2 Prestige,en-US
2015,Audi,A4,2.0T,en-US
2015,Audi,Q7,4.2 Prestige,en-US
2015,Audi,TT,2.0T Premium,en-US
2015,Audi,Q3,2.0T Premium Plus,en-US
2015,Audi,A8,3.0T,en-US
2015,Audi,Q7,TDI Premium,en-US
2015,Audi,S3,Prestige,en-US
2015,Audi,A3,TDI Premium,en-US
2015,Audi,A6,3.2 Premium,en-US
2015,Audi,R8,V10,en-US
2015,Audi,A8,L 4.2,en-US
2015,Audi,allroad,Premium,en-US
2015,Audi,Q5,3.0T Premium Plus,en-US
2015,Audi,A6,Premium Plus,en-US
2015,Audi,A5,3.2 Premium Plus,en-US
2015,Audi,TT,3.2 Prestige,en-US
2015,Audi,A3,e-tron Premium Plus,en-US
2015,Audi,A3,3.2,en-US
2015,Audi,A3,TDI Prestige,en-US
2015,Audi,A5,2.0T Prestige,en-US
2015,Audi,S6,Prestige,en-US
2015,Audi,A4,3.2,en-US
2015,Audi,A5,2.0T Premium,en-US
2015,Audi,S5,UNAVAIL,en-US
2015,Audi,A5,2.0T Premium Plus,en-US
2015,Audi,Q7,3.6,en-US
2015,Audi,Q7,4.2,en-US
2015,Audi,S5,Prestige,en-US
2015,Audi,Q5,3.2 Premium,en-US
2015,Audi,Q5,TDI Premium Plus,en-US
2015,Audi,A8,L TDI,en-US
2015,Audi,S4,UNAVAIL,en-US
2015,Audi,Q5,2.0T Premium Plus,en-US
2015,Audi,A6,4.2,en-US
2015,Audi,Q7,3.6 Premium,en-US
2015,Audi,allroad,Prestige,en-US
2015,Audi,A3,1.8T Premium,en-US
2015,Audi,Q7,3.6 Premium Plus,en-US
2015,Audi,A3,2.0T,en-US
2015,Audi,R8,V10 plus,en-US
2015,Audi,Q5,2.0T Hybrid Prestige,en-US
2015,Audi,A6,2.8,en-US
2015,Audi,TT,3.2,en-US
2015,Audi,A6,TDI Prestige,en-US
2015,Audi,Q5,TDI Prestige,en-US
2015,Audi,A3,UNAVAIL,en-US
2015,Audi,A8,4.0T,en-US
2015,Audi,R8,5.2,en-US
2015,Audi,A3,2.0T Premium,en-US
2015,Audi,allroad,2.7T,en-US
2015,Audi,TTS,UNAVAIL,en-US
2015,Audi,S8,UNAVAIL,en-US
2015,Audi,S6,UNAVAIL,en-US
2015,Audi,A6,TDI Premium Plus,en-US
2015,Bentley,Continental,T,en-US
2015,Bentley,Continental,Flying Spur Speed,en-US
2015,Bentley,Continental,R,en-US
2015,Bentley,Continental,GT Speed,en-US
2015,Bentley,Continental,SC,en-US
2015,Bentley,Continental,Flying Spur,en-US
2015,Bentley,Mulsanne,UNAVAIL,en-US
2015,Bentley,Continental,Supersports ISR,en-US
2015,Bentley,Mulsanne,S,en-US
2015,Bentley,Continental,GT3-R,en-US
2015,Bentley,Flying Spur,UNAVAIL,en-US
2015,Bentley,Continental,GTC Speed,en-US
2015,Bentley,Continental,Supersports,en-US
2015,Bentley,Continental,GT V8,en-US
2015,Bentley,Flying Spur,V8,en-US
2015,Bentley,Continental,GT,en-US
2015,Bentley,Mulsanne,Speed,en-US
2015,Bentley,Continental,GTC,en-US
2015,Bentley,Continental,GT V8 S,en-US
2015,Bentley,Continental,UNAVAIL,en-US
2015,BMW,X3,UNAVAIL,en-US
2015,BMW,428i,UNAVAIL,en-US
2015,BMW,535i Gran Turismo xDrive,UNAVAIL,en-US
2015,BMW,335i,UNAVAIL,en-US
2015,BMW,Z4,3.0si,en-US
2015,BMW,ActiveHybrid 5,UNAVAIL,en-US
2015,BMW,X6,xDrive50i,en-US
2015,BMW,640i,UNAVAIL,en-US
2015,BMW,328d xDrive,UNAVAIL,en-US
2015,BMW,650i Gran Coupe xDrive,UNAVAIL,en-US
2015,BMW,228i,UNAVAIL,en-US
2015,BMW,X1,sDrive28i,en-US
2015,BMW,X1,xDrive28i,en-US
2015,BMW,X4,xDrive35i,en-US
2015,BMW,Z4,UNAVAIL,en-US
2015,BMW,ALPINA B6 xDrive Gran Coupe,UNAVAIL,en-US
2015,BMW,435i Gran Coupe,UNAVAIL,en-US
2015,BMW,740Li,UNAVAIL,en-US
2015,BMW,ActiveHybrid 3,UNAVAIL,en-US
2015,BMW,Z4,sDrive35is,en-US
2015,BMW,X3,xDrive28d,en-US
2015,BMW,550i Gran Turismo,UNAVAIL,en-US
2015,BMW,X3,sDrive28i,en-US
2015,BMW,535i Gran Turismo,UNAVAIL,en-US
2015,BMW,528i xDrive,UNAVAIL,en-US
2015,BMW,i8,UNAVAIL,en-US
2015,BMW,535d,UNAVAIL,en-US
2015,BMW,X5,3.0i,en-US
2015,BMW,M5,UNAVAIL,en-US
2015,BMW,X5,xDrive30i,en-US
2015,BMW,X5,sDrive35i,en-US
2015,BMW,328d,UNAVAIL,en-US
2015,BMW,335i xDrive,UNAVAIL,en-US
2015,BMW,760Li,UNAVAIL,en-US
2015,BMW,750i,UNAVAIL,en-US
2015,BMW,740i,UNAVAIL,en-US
2015,BMW,640i Gran Coupe,UNAVAIL,en-US
2015,BMW,X5,xDrive35i,en-US
2015,BMW,X5,UNAVAIL,en-US
2015,BMW,Z4,3.0i,en-US
2015,BMW,X5,xDrive40e,en-US
2015,BMW,550i Gran Turismo xDrive,UNAVAIL,en-US
2015,BMW,640i Gran Coupe xDrive,UNAVAIL,en-US
2015,BMW,535d xDrive,UNAVAIL,en-US
2015,BMW,328i Gran Turismo xDrive,UNAVAIL,en-US
2015,BMW,428i Gran Coupe,UNAVAIL,en-US
2015,BMW,740Li xDrive,UNAVAIL,en-US
2015,BMW,X6 M,UNAVAIL,en-US
2015,BMW,550i,UNAVAIL,en-US
2015,BMW,M3,UNAVAIL,en-US
2015,BMW,X6,xDrive35i,en-US
2015,BMW,X5,xDrive35d,en-US
2015,BMW,750Li,UNAVAIL,en-US
2015,BMW,X5,xDrive50i,en-US
2015,BMW,750i xDrive,UNAVAIL,en-US
2015,BMW,X3,xDrive30i,en-US
2015,BMW,428i xDrive,UNAVAIL,en-US
2015,BMW,435i Gran Coupe xDrive,UNAVAIL,en-US
2015,BMW,740Ld xDrive,UNAVAIL,en-US
2015,BMW,X5,3.0si,en-US
2015,BMW,X3,xDrive28i,en-US
2015,BMW,X3,2.5i,en-US
2015,BMW,750Li xDrive,UNAVAIL,en-US
2015,BMW,X3,xDrive35i,en-US
2015,BMW,Z4,sDrive35i,en-US
2015,BMW,X5,4.6is,en-US
2015,BMW,M6 Gran Coupe,UNAVAIL,en-US
2015,BMW,435i,UNAVAIL,en-US
2015,BMW,X5,4.8i,en-US
2015,BMW,M235i xDrive,UNAVAIL,en-US
2015,BMW,328i xDrive,UNAVAIL,en-US
2015,BMW,535i,UNAVAIL,en-US
2015,BMW,X5 M,UNAVAIL,en-US
2015,BMW,X3,3.0si,en-US
2015,BMW,M4,UNAVAIL,en-US
2015,BMW,535i xDrive,UNAVAIL,en-US
2015,BMW,328i,UNAVAIL,en-US
2015,BMW,X5,xDrive48i,en-US
2015,BMW,M6,UNAVAIL,en-US
2015,BMW,M235i,UNAVAIL,en-US
2015,BMW,X6,sDrive35i,en-US
2015,BMW,X1,xDrive35i,en-US
2015,BMW,528i,UNAVAIL,en-US
2015,BMW,650i xDrive,UNAVAIL,en-US
2015,BMW,335i Gran Turismo xDrive,UNAVAIL,en-US
2015,BMW,228i xDrive,UNAVAIL,en-US
2015,BMW,320i,UNAVAIL,en-US
2015,BMW,640i xDrive,UNAVAIL,en-US
2015,BMW,Z4,sDrive30i,en-US
2015,BMW,550i xDrive,UNAVAIL,en-US
2015,BMW,X5,4.4i,en-US
2015,BMW,Z4,2.5i,en-US
2015,BMW,Z4,sDrive28i,en-US
2015,BMW,X4,xDrive28i,en-US
2015,BMW,i3,UNAVAIL,en-US
2015,BMW,435i xDrive,UNAVAIL,en-US
2015,BMW,650i Gran Coupe,UNAVAIL,en-US
2015,BMW,320i xDrive,UNAVAIL,en-US
2015,BMW,X5,4.8is,en-US
2015,BMW,428i Gran Coupe xDrive,UNAVAIL,en-US
2015,BMW,X3,3.0i,en-US
2015,BMW,650i,UNAVAIL,en-US
2015,Buick,Regal,GNX,en-US
2015,Buick,LaCrosse,CXS,en-US
2015,Buick,Regal,Custom,en-US
2015,Buick,Encore,Leather,en-US
2015,Buick,Enclave,UNAVAIL,en-US
2015,Buick,Regal,Premium,en-US
2015,Buick,Regal,GS,en-US
2015,Buick,Regal,T-Type,en-US
2015,Buick,Regal,Gran Sport,en-US
2015,Buick,LaCrosse,Super,en-US
2015,Buick,LaCrosse,Touring,en-US
2015,Buick,Verano,Leather,en-US
2015,Buick,Verano,UNAVAIL,en-US
2015,Buick,Regal,Leather,en-US
2015,Buick,Regal,UNAVAIL,en-US
2015,Buick,Enclave,Premium,en-US
2015,Buick,Verano,Premium,en-US
2015,Buick,Encore,Convenience,en-US
2015,Buick,Regal,Olympic Gold,en-US
2015,Buick,Regal,Estate,en-US
2015,Buick,Regal,LS,en-US
