Year,Make,Model,Trim,Locale
1983,Alfa Romeo,Spider,Graduate,en-US
1983,Alfa Romeo,GTV-6,UNAVAIL,en-US
1983,Alfa Romeo,Spider,Veloce Ce,en-US
1983,Alfa Romeo,Spider,UNAVAIL,en-US
1983,Alfa Romeo,Spider,Quadrifoglio,en-US
1983,Alfa Romeo,Spider,Veloce,en-US
1983,Alfa Romeo,GTV-6,Maratona,en-US
1983,Alfa Romeo,Spider,Special Edition,en-US
1983,Alfa Romeo,GTV-6,Balocco SE,en-US
1983,AMC,Alliance,Limited,en-US
1983,AMC,Alliance,GL,en-US
1983,AMC,Eagle,DL,en-US
1983,AMC,Eagle,SX4,en-US
1983,AMC,Concord,Limited,en-US
1983,AMC,Concord,GTA,en-US
1983,AMC,Alliance,UNAVAIL,en-US
1983,AMC,Alliance,L,en-US
1983,AMC,Spirit,DL,en-US
1983,AMC,Eagle,Limited,en-US
1983,AMC,Concord,DL,en-US
1983,AMC,Concord,UNAVAIL,en-US
1983,AMC,Spirit,UNAVAIL,en-US
1983,AMC,Alliance,GS,en-US
1983,AMC,Alliance,DL,en-US
1983,AMC,Alliance,GTA,en-US
1983,AMC,Spirit,GT,en-US
1983,AMC,Eagle,UNAVAIL,en-US
1983,Audi,Quattro,UNAVAIL,en-US
1983,Audi,5000,CS,en-US
1983,Audi,4000,GT,en-US
1983,Audi,4000,UNAVAIL,en-US
1983,Audi,5000,UNAVAIL,en-US
1983,Audi,4000,S,en-US
1983,Audi,5000,Turbo,en-US
1983,Audi,4000,CS,en-US
1983,Audi,5000,S,en-US
1983,Audi,Coupe,UNAVAIL,en-US
1983,Audi,4000,5+5,en-US
1983,BMW,320i,UNAVAIL,en-US
1983,BMW,533i,UNAVAIL,en-US
1983,BMW,528e,UNAVAIL,en-US
1983,BMW,733i,UNAVAIL,en-US
1983,BMW,633CSi,UNAVAIL,en-US
1983,Buick,Regal,Leather,en-US
1983,Buick,Skylark,Luxury Edition,en-US
1983,Buick,Skylark,Limited,en-US
1983,Buick,Le Sabre,Estate,en-US
1983,Buick,Century,UNAVAIL,en-US
1983,Buick,Electra,Limited,en-US
1983,Buick,Skyhawk,UNAVAIL,en-US
1983,Buick,Regal,UNAVAIL,en-US
1983,Buick,Riviera,T-Type,en-US
1983,Buick,Skylark,UNAVAIL,en-US
1983,Buick,Regal,Custom,en-US
1983,Buick,Skyhawk,Custom,en-US
1983,Buick,Skylark,Custom,en-US
1983,Buick,Skylark,Olympic Gold,en-US
1983,Buick,Regal,Estate,en-US
1983,Buick,Regal,GNX,en-US
1983,Buick,Skylark,T-Type,en-US
1983,Buick,Regal,GS,en-US
1983,Buick,Electra,UNAVAIL,en-US
1983,Buick,Le Sabre,90th Anniversary Edition,en-US
1983,Buick,Electra,T-Type,en-US
1983,Buick,Le Sabre,UNAVAIL,en-US
1983,Buick,Le Sabre,Custom,en-US
1983,Buick,Regal,Limited,en-US
1983,Buick,Skylark,Gran Sport,en-US
1983,Buick,Century,Limited,en-US
1983,Buick,Regal,LS,en-US
