Year,Make,Model,Trim,Locale
1985,Alfa Romeo,Spider,Special Edition,en-US
1985,Alfa Romeo,GTV-6,UNAVAIL,en-US
1985,Alfa Romeo,GTV-6,Maratona,en-US
1985,Alfa Romeo,Spider,Veloce,en-US
1985,Alfa Romeo,Spider,Veloce Ce,en-US
1985,Alfa Romeo,Spider,UNAVAIL,en-US
1985,Alfa Romeo,GTV-6,Balocco SE,en-US
1985,Alfa Romeo,Spider,Graduate,en-US
1985,Alfa Romeo,Spider,Quadrifoglio,en-US
1985,AMC,Alliance,L,en-US
1985,AMC,Encore,LS,en-US
1985,AMC,Eagle,Limited,en-US
1985,AMC,Encore,GS,en-US
1985,AMC,Alliance,UNAVAIL,en-US
1985,AMC,Alliance,GL,en-US
1985,AMC,Alliance,Limited,en-US
1985,AMC,Eagle,SX4,en-US
1985,AMC,Encore,UNAVAIL,en-US
1985,AMC,Alliance,GS,en-US
1985,AMC,Encore,S,en-US
1985,AMC,Encore,Electronic,en-US
1985,AMC,Alliance,GTA,en-US
1985,AMC,Eagle,UNAVAIL,en-US
1985,AMC,Eagle,DL,en-US
1985,AMC,Alliance,DL,en-US
1985,Audi,5000,Turbo,en-US
1985,Audi,4000,UNAVAIL,en-US
1985,Audi,Quattro,UNAVAIL,en-US
1985,Audi,5000,UNAVAIL,en-US
1985,Audi,Coupe,UNAVAIL,en-US
1985,Audi,5000,CS,en-US
1985,Audi,4000,GT,en-US
1985,Audi,4000,S,en-US
1985,Audi,5000,S,en-US
1985,Audi,4000,5+5,en-US
1985,Audi,4000,CS,en-US
1985,BMW,635CSi,UNAVAIL,en-US
1985,BMW,528e,UNAVAIL,en-US
1985,BMW,325e,UNAVAIL,en-US
1985,BMW,318i,UNAVAIL,en-US
1985,BMW,535i,UNAVAIL,en-US
1985,BMW,524td,UNAVAIL,en-US
1985,BMW,735i,UNAVAIL,en-US
1985,Buick,Regal,Olympic Gold,en-US
1985,Buick,Skyhawk,Limited,en-US
1985,Buick,Regal,UNAVAIL,en-US
1985,Buick,Somerset,Limited,en-US
1985,Buick,Skyhawk,Sport,en-US
1985,Buick,Regal,T-Type,en-US
1985,Buick,Century,Estate,en-US
1985,Buick,Regal,CXL,en-US
1985,Buick,Skyhawk,T-Type,en-US
1985,Buick,Regal,Custom,en-US
1985,Buick,Regal,25th Anniversary,en-US
1985,Buick,Skylark,T-Type,en-US
1985,Buick,Skylark,Luxury Edition,en-US
1985,Buick,Electra,Limited,en-US
1985,Buick,Skyhawk,UNAVAIL,en-US
1985,Buick,Le Sabre,90th Anniversary Edition,en-US
1985,Buick,Regal,Leather,en-US
1985,Buick,Regal,Limited,en-US
1985,Buick,Regal,Premium,en-US
1985,Buick,Regal,CXL Turbo,en-US
1985,Buick,Regal,Gran Sport,en-US
1985,Buick,Riviera,T-Type,en-US
1985,Buick,Regal,GNX,en-US
1985,Buick,Regal,Sport,en-US
1985,Buick,Le Sabre,Custom,en-US
1985,Buick,Electra,UNAVAIL,en-US
1985,Buick,Century,Special,en-US
1985,Buick,Electra,T-Type,en-US
1985,Buick,Skyhawk,S/E,en-US
1985,Buick,Riviera,UNAVAIL,en-US
1985,Buick,Skylark,Olympic Gold,en-US
1985,Buick,Electra,Estate,en-US
1985,Buick,Skylark,Limited,en-US
1985,Buick,Regal,Grand National,en-US
1985,Buick,Electra,Park Avenue,en-US
1985,Buick,Regal,Estate,en-US
1985,Buick,Skylark,Custom,en-US
1985,Buick,Somerset,Custom,en-US
1985,Buick,Regal,GS,en-US
1985,Buick,Skylark,UNAVAIL,en-US
1985,Buick,Le Sabre,Estate,en-US
1985,Buick,Century,Limited,en-US
1985,Buick,Skylark,Sport,en-US
1985,Buick,Regal,LS,en-US
1985,Buick,Skylark,Gran Sport,en-US
1985,Buick,Le Sabre,Limited,en-US
1985,Buick,Le Sabre,UNAVAIL,en-US
1985,Buick,Century,UNAVAIL,en-US
1985,Buick,Somerset,T-Type,en-US
1985,Buick,Century,Custom,en-US
1985,Buick,Electra,Park Avenue Ultra,en-US
1985,Buick,Somerset,UNAVAIL,en-US
1985,Buick,Skyhawk,Custom,en-US
1985,Buick,Century,T-Type,en-US
1985,Cadillac,Seville,SLS,en-US
1985,Cadillac,De Ville,Fleetwood,en-US
