Year,Make,Model,Trim,Locale
1987,Acura,Legend,Special Edition,en-US
1987,Acura,Integra,GS,en-US
1987,Acura,Integra,LS Special Edition,en-US
1987,Acura,Legend,LS,en-US
1987,Acura,Legend,L,en-US
1987,Acura,Integra,LS,en-US
1987,Acura,Legend,GS,en-US
1987,Acura,Integra,UNAVAIL,en-US
1987,Acura,Integra,GS-R,en-US
1987,Acura,Integra,Special Edition,en-US
1987,Acura,Integra,Type R,en-US
1987,Acura,Legend,UNAVAIL,en-US
1987,Acura,Integra,RS,en-US
1987,Alfa Romeo,Milano,Platinum,en-US
1987,Alfa Romeo,Spider,Veloce,en-US
1987,Alfa Romeo,Spider,Special Edition,en-US
1987,Alfa Romeo,Spider,Veloce Ce,en-US
1987,Alfa Romeo,Milano,Silver,en-US
1987,Alfa Romeo,Spider,UNAVAIL,en-US
1987,Alfa Romeo,Spider,Quadrifoglio,en-US
1987,Alfa Romeo,Spider,Graduate,en-US
1987,Alfa Romeo,Milano,Verde,en-US
1987,Alfa Romeo,Milano,Gold,en-US
1987,AMC,Alliance,GL,en-US
1987,AMC,Alliance,Limited,en-US
1987,AMC,Eagle,UNAVAIL,en-US
1987,AMC,Alliance,L,en-US
1987,AMC,Alliance,GS,en-US
1987,AMC,Alliance,UNAVAIL,en-US
1987,AMC,Alliance,DL,en-US
1987,AMC,Eagle,SX4,en-US
1987,AMC,Eagle,Limited,en-US
1987,AMC,Eagle,DL,en-US
1987,AMC,Alliance,GTA,en-US
1987,Audi,4000,GT,en-US
1987,Audi,4000,UNAVAIL,en-US
1987,Audi,5000,UNAVAIL,en-US
1987,Audi,5000,Turbo,en-US
1987,Audi,4000,S,en-US
1987,Audi,5000,S,en-US
1987,Audi,4000,CS,en-US
1987,Audi,4000,5+5,en-US
1987,Audi,5000,CS,en-US
1987,Audi,Coupe,UNAVAIL,en-US
1987,Bentley,Eight,UNAVAIL,en-US
1987,BMW,528e,UNAVAIL,en-US
1987,BMW,L7,UNAVAIL,en-US
1987,BMW,M6,UNAVAIL,en-US
1987,BMW,635CSi,UNAVAIL,en-US
1987,BMW,325,UNAVAIL,en-US
1987,BMW,325e,UNAVAIL,en-US
