Year,Make,Model,Trim,Locale
2016,Acura,RLX,UNAVAIL,en-US
2016,Acura,RLX,Hybrid,en-US
2016,Acura,MDX,UNAVAIL,en-US
2016,Acura,TLX,UNAVAIL,en-US
2016,Acura,RDX,UNAVAIL,en-US
2016,Acura,MDX,Touring,en-US
2016,Acura,ILX,Hybrid,en-US
2016,Acura,ILX,UNAVAIL,en-US
2016,Aston Martin,V8 Vantage,GT,en-US
2016,Aston Martin,V8 Vantage,N420,en-US
2016,Aston Martin,V8 Vantage,UNAVAIL,en-US
2016,Aston Martin,V8 Vantage,N400,en-US
2016,Aston Martin,V8 Vantage,S,en-US
2016,Audi,A4,UNAVAIL,en-US
2016,Audi,RS 7,Prestige,en-US
2016,Audi,A3,1.8T Prestige,en-US
2016,Audi,A6,UNAVAIL,en-US
2016,Audi,A5,3.2 Premium Plus,en-US
2016,Audi,A3,1.8T Premium Plus,en-US
2016,Audi,TT,3.2 Prestige,en-US
2016,Audi,A6,2.0T Premium Plus,en-US
2016,Audi,A5,3.2 Prestige,en-US
2016,Audi,A4,3.0,en-US
2016,Audi,S5,Premium Plus,en-US
2016,Audi,Q5,TDI Premium Plus,en-US
2016,Audi,Q3,2.0T Prestige,en-US
2016,Audi,A7,TDI Prestige,en-US
2016,Audi,TTS,2.0T Premium Plus,en-US
2016,Audi,A8,3.7,en-US
2016,Audi,A6,TDI Premium Plus,en-US
2016,Audi,A6,2.8,en-US
2016,Audi,A4,3.2,en-US
2016,Audi,TT,2.0T Prestige,en-US
2016,Audi,SQ5,Premium Plus,en-US
2016,Audi,A7,3.0T Prestige,en-US
2016,Audi,allroad,4.2,en-US
2016,Audi,allroad,Prestige,en-US
2016,Audi,Q5,2.0T Hybrid Prestige,en-US
2016,Audi,TT,ALMS Edition,en-US
2016,Audi,A5,3.2,en-US
2016,Audi,A6,4.2 Prestige,en-US
2016,Audi,A8,L W12,en-US
2016,Audi,A8,L TDI,en-US
2016,Audi,TT,2.0T Premium,en-US
2016,Audi,A6,3.2 Premium Plus,en-US
2016,Audi,A5,2.0T Prestige,en-US
2016,Audi,A7,3.0T Premium Plus,en-US
2016,Audi,A6,3.0,en-US
2016,Audi,A3,2.0T Prestige,en-US
2016,Audi,A6,3.0T Prestige,en-US
2016,Audi,A4,3.2 Premium Plus,en-US
2016,Audi,TT,UNAVAIL,en-US
2016,Audi,A5,2.0T Premium Plus,en-US
2016,Audi,S3,Premium Plus,en-US
2016,Audi,A6,Premium Plus,en-US
2016,Audi,TTS,2.0T Premium,en-US
2016,Audi,A5,2.0T Premium,en-US
2016,Audi,A6,3.0T Premium Plus,en-US
2016,Audi,A4,2.0T Prestige,en-US
2016,Audi,A4,1.8T,en-US
2016,Audi,Q5,2.0T Premium,en-US
2016,Audi,Q5,3.2 Premium Plus,en-US
2016,Audi,S4,Premium Plus,en-US
2016,Audi,allroad,2.7T,en-US
2016,Audi,A8,L 3.0T,en-US
2016,Audi,S6,Premium Plus,en-US
2016,Audi,A6,2.7T,en-US
2016,Audi,S6,Prestige,en-US
2016,Audi,A8,L 4.2,en-US
2016,Audi,S5,UNAVAIL,en-US
2016,Audi,allroad,Premium Plus,en-US
2016,Audi,S8,UNAVAIL,en-US
2016,Audi,TT,1.8T,en-US
2016,Audi,SQ5,Prestige,en-US
2016,Audi,A3,3.2,en-US
2016,Audi,A6,3.2 Premium,en-US
